entry,image,pinned
karpenter-karpenter-1-14-0-default,public.ecr.aws/karpenter/controller:1.14.0@sha256:723130949e4cab989461ff07d1be4cd781d63515432494641b33c235f300ae23,digest
karpenter-karpenter-1-14-0-eks-inference,public.ecr.aws/karpenter/controller:1.14.0@sha256:723130949e4cab989461ff07d1be4cd781d63515432494641b33c235f300ae23,digest
kedacore-keda-2-19-0-default,ghcr.io/kedacore/keda-admission-webhooks:2.19.0,tag
kedacore-keda-2-19-0-default,ghcr.io/kedacore/keda-metrics-apiserver:2.19.0,tag
kedacore-keda-2-19-0-default,ghcr.io/kedacore/keda:2.19.0,tag
kedacore-keda-2-19-0-no-crds,ghcr.io/kedacore/keda-admission-webhooks:2.19.0,tag
kedacore-keda-2-19-0-no-crds,ghcr.io/kedacore/keda-metrics-apiserver:2.19.0,tag
kedacore-keda-2-19-0-no-crds,ghcr.io/kedacore/keda:2.19.0,tag
kubara-local-platform-v0-12-0-base,ecr-public.aws.com/docker/library/redis:8.2.3-alpine,tag
kubara-local-platform-v0-12-0-base,ghcr.io/dexidp/dex:v2.45.1,tag
kubara-local-platform-v0-12-0-base,quay.io/argoproj/argocd:v3.4.5,tag
kyverno-kyverno-3-8-1-default,reg.kyverno.io/kyverno/background-controller:v1.18.1,tag
kyverno-kyverno-3-8-1-default,reg.kyverno.io/kyverno/cleanup-controller:v1.18.1,tag
kyverno-kyverno-3-8-1-default,reg.kyverno.io/kyverno/kyverno:v1.18.1,tag
kyverno-kyverno-3-8-1-default,reg.kyverno.io/kyverno/kyvernopre:v1.18.1,tag
kyverno-kyverno-3-8-1-default,reg.kyverno.io/kyverno/reports-controller:v1.18.1,tag
kyverno-kyverno-3-8-1-no-crds,reg.kyverno.io/kyverno/background-controller:v1.18.1,tag
kyverno-kyverno-3-8-1-no-crds,reg.kyverno.io/kyverno/cleanup-controller:v1.18.1,tag
kyverno-kyverno-3-8-1-no-crds,reg.kyverno.io/kyverno/kyverno:v1.18.1,tag
kyverno-kyverno-3-8-1-no-crds,reg.kyverno.io/kyverno/kyvernopre:v1.18.1,tag
kyverno-kyverno-3-8-1-no-crds,reg.kyverno.io/kyverno/reports-controller:v1.18.1,tag
kyverno-kyverno-3-8-2-default,reg.kyverno.io/kyverno/background-controller:v1.18.2,tag
kyverno-kyverno-3-8-2-default,reg.kyverno.io/kyverno/cleanup-controller:v1.18.2,tag
kyverno-kyverno-3-8-2-default,reg.kyverno.io/kyverno/kyverno:v1.18.2,tag
kyverno-kyverno-3-8-2-default,reg.kyverno.io/kyverno/kyvernopre:v1.18.2,tag
kyverno-kyverno-3-8-2-default,reg.kyverno.io/kyverno/reports-controller:v1.18.2,tag
longhorn-longhorn-1-11-2-default,docker.io/longhornio/longhorn-manager:v1.11.2,tag
longhorn-longhorn-1-11-2-default,docker.io/longhornio/longhorn-share-manager:v1.11.2,tag
longhorn-longhorn-1-11-2-default,docker.io/longhornio/longhorn-ui:v1.11.2,tag
longhorn-longhorn-1-11-2-ui-ingress,docker.io/longhornio/longhorn-manager:v1.11.2,tag
longhorn-longhorn-1-11-2-ui-ingress,docker.io/longhornio/longhorn-share-manager:v1.11.2,tag
longhorn-longhorn-1-11-2-ui-ingress,docker.io/longhornio/longhorn-ui:v1.11.2,tag
longhorn-longhorn-1-12-0-default,docker.io/longhornio/longhorn-manager:v1.12.0,tag
longhorn-longhorn-1-12-0-default,docker.io/longhornio/longhorn-share-manager:v1.12.0,tag
longhorn-longhorn-1-12-0-default,docker.io/longhornio/longhorn-ui:v1.12.0,tag
metallb-metallb-0-16-1-default,quay.io/frrouting/frr:10.4.3,tag
metallb-metallb-0-16-1-default,quay.io/metallb/controller:v0.16.1,tag
metallb-metallb-0-16-1-default,quay.io/metallb/frr-k8s:v0.0.25,tag
metallb-metallb-0-16-1-default,quay.io/metallb/speaker:v0.16.1,tag
metrics-server-metrics-server-3-13-0-default,registry.k8s.io/metrics-server/metrics-server:v0.8.0,tag
metrics-server-metrics-server-3-13-0-external-tls-ca,registry.k8s.io/metrics-server/metrics-server:v0.8.0,tag
metrics-server-metrics-server-3-13-1-default,registry.k8s.io/metrics-server/metrics-server:v0.8.1,tag
metrics-server-metrics-server-3-13-1-external-tls-ca,registry.k8s.io/metrics-server/metrics-server:v0.8.1,tag
minio-operator-operator-7-1-1-default,quay.io/minio/operator:v7.1.1,tag
mysql-mysql-operator-2-3-0-default,container-registry.oracle.com/mysql/community-operator:26.7.0-2.3.0,tag
nats-nack-0-34-0-default,natsio/jetstream-controller:0.23.0,tag
nats-nack-0-34-0-no-crds,natsio/jetstream-controller:0.23.0,tag
nats-nats-2-14-0-default,nats:2.14.0-alpine,tag
nats-nats-2-14-0-default,natsio/nats-box:0.19.5,tag
nats-nats-2-14-0-default,natsio/nats-server-config-reloader:0.23.0,tag
nats-nats-2-14-0-ha,nats:2.14.0-alpine,tag
nats-nats-2-14-0-ha,natsio/nats-box:0.19.5,tag
nats-nats-2-14-0-ha,natsio/nats-server-config-reloader:0.23.0,tag
nats-surveyor-0-20-9-default,natsio/nats-surveyor:0.9.9,tag
nats-surveyor-0-20-9-default-reviewed,natsio/nats-surveyor:0.9.9,tag
nfs-subdir-external-provisioner-nfs-subdir-external-provisioner-4-0-18-default,registry.k8s.io/sig-storage/nfs-subdir-external-provisioner:v4.0.2,tag
nvidia-nvidia-device-plugin-0-19-3-default,nvcr.io/nvidia/k8s-device-plugin:v0.19.3,tag
nvidia-nvidia-device-plugin-0-19-3-eks-inference,nvcr.io/nvidia/k8s-device-plugin:v0.19.3,tag
nvidia-nvidia-device-plugin-0-19-3-nfd-enabled,nvcr.io/nvidia/k8s-device-plugin:v0.19.3,tag
nvidia-nvidia-device-plugin-0-19-3-nfd-enabled,registry.k8s.io/nfd/node-feature-discovery:v0.17.3,tag
oauth2-proxy-oauth2-proxy-10-7-0-default,quay.io/oauth2-proxy/oauth2-proxy:v7.15.3,tag
open-telemetry-opentelemetry-operator-0-114-0-default,ghcr.io/open-telemetry/opentelemetry-operator/opentelemetry-operator:0.152.0,tag
open-telemetry-opentelemetry-operator-0-114-0-no-crds,ghcr.io/open-telemetry/opentelemetry-operator/opentelemetry-operator:0.152.0,tag
opencost-opencost-2-5-21-default,ghcr.io/opencost/opencost-ui:1.120.2@sha256:3e7fc176315a25e7acca47b670fa78b2620480981e8d34c2e8f64ca6371c8bcc,digest
opencost-opencost-2-5-21-default,ghcr.io/opencost/opencost:1.120.2@sha256:5f37f689557dbb6737a9182b70625bba55bbba843a2caaba5a79746945a56cc6,digest
percona-pg-operator-3-0-0-default,docker.io/percona/percona-postgresql-operator:3.0.0,tag
percona-pg-operator-3-0-0-no-crds,docker.io/percona/percona-postgresql-operator:3.0.0,tag
percona-psmdb-operator-1-22-0-default,percona/percona-server-mongodb-operator:1.22.0,tag
percona-psmdb-operator-1-22-0-no-crds,percona/percona-server-mongodb-operator:1.22.0,tag
percona-psmdb-operator-1-23-0-default,percona/percona-server-mongodb-operator:1.23.0,tag
percona-pxc-operator-1-19-1-default,percona/percona-xtradb-cluster-operator:1.19.1,tag
percona-pxc-operator-1-19-1-no-crds,percona/percona-xtradb-cluster-operator:1.19.1,tag
policy-reporter-policy-reporter-3-9-1-default,ghcr.io/kyverno/policy-reporter:3.9.0,tag
projectcalico-tigera-operator-v3-32-0-default,quay.io/tigera/operator:v1.42.0,tag
prometheus-community-alertmanager-1-37-0-default,quay.io/prometheus/alertmanager:v0.32.1,tag
prometheus-community-alertmanager-1-37-0-ha,quay.io/prometheus/alertmanager:v0.32.1,tag
prometheus-community-kube-prometheus-stack-85-3-3-default,docker.io/grafana/grafana:13.0.1-security-01,tag
prometheus-community-kube-prometheus-stack-85-3-3-default,quay.io/kiwigrid/k8s-sidecar:2.7.3,tag
prometheus-community-kube-prometheus-stack-85-3-3-default,quay.io/prometheus-operator/prometheus-operator:v0.90.1,tag
prometheus-community-kube-prometheus-stack-85-3-3-default,quay.io/prometheus/alertmanager:v0.32.1,tag
prometheus-community-kube-prometheus-stack-85-3-3-default,quay.io/prometheus/node-exporter:v1.11.1-distroless,tag
prometheus-community-kube-prometheus-stack-85-3-3-default,quay.io/prometheus/prometheus:v3.11.3-distroless,tag
prometheus-community-kube-prometheus-stack-85-3-3-default,registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.19.0,tag
prometheus-community-kube-prometheus-stack-85-3-3-no-crds,docker.io/grafana/grafana:13.0.1-security-01,tag
prometheus-community-kube-prometheus-stack-85-3-3-no-crds,quay.io/kiwigrid/k8s-sidecar:2.7.3,tag
prometheus-community-kube-prometheus-stack-85-3-3-no-crds,quay.io/prometheus-operator/prometheus-operator:v0.90.1,tag
prometheus-community-kube-prometheus-stack-85-3-3-no-crds,quay.io/prometheus/alertmanager:v0.32.1,tag
prometheus-community-kube-prometheus-stack-85-3-3-no-crds,quay.io/prometheus/node-exporter:v1.11.1-distroless,tag
prometheus-community-kube-prometheus-stack-85-3-3-no-crds,quay.io/prometheus/prometheus:v3.11.3-distroless,tag
prometheus-community-kube-prometheus-stack-85-3-3-no-crds,registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.19.0,tag
prometheus-community-kube-prometheus-stack-86-1-0-default,docker.io/grafana/grafana:13.0.1-security-01,tag
prometheus-community-kube-prometheus-stack-86-1-0-default,quay.io/kiwigrid/k8s-sidecar:2.7.3,tag
prometheus-community-kube-prometheus-stack-86-1-0-default,quay.io/prometheus-operator/prometheus-operator:v0.91.0,tag
prometheus-community-kube-prometheus-stack-86-1-0-default,quay.io/prometheus/alertmanager:v0.32.1,tag
prometheus-community-kube-prometheus-stack-86-1-0-default,quay.io/prometheus/node-exporter:v1.11.1-distroless,tag
prometheus-community-kube-prometheus-stack-86-1-0-default,quay.io/prometheus/prometheus:v3.12.0-distroless,tag
prometheus-community-kube-prometheus-stack-86-1-0-default,registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.19.0,tag
prometheus-community-kube-prometheus-stack-86-1-0-no-crds,docker.io/grafana/grafana:13.0.1-security-01,tag
prometheus-community-kube-prometheus-stack-86-1-0-no-crds,quay.io/kiwigrid/k8s-sidecar:2.7.3,tag
prometheus-community-kube-prometheus-stack-86-1-0-no-crds,quay.io/prometheus-operator/prometheus-operator:v0.91.0,tag
prometheus-community-kube-prometheus-stack-86-1-0-no-crds,quay.io/prometheus/alertmanager:v0.32.1,tag
prometheus-community-kube-prometheus-stack-86-1-0-no-crds,quay.io/prometheus/node-exporter:v1.11.1-distroless,tag
prometheus-community-kube-prometheus-stack-86-1-0-no-crds,quay.io/prometheus/prometheus:v3.12.0-distroless,tag
prometheus-community-kube-prometheus-stack-86-1-0-no-crds,registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.19.0,tag
prometheus-community-kube-prometheus-stack-87-15-1-default,docker.io/grafana/grafana:13.1.0,tag
prometheus-community-kube-prometheus-stack-87-15-1-default,quay.io/kiwigrid/k8s-sidecar:2.8.1,tag
prometheus-community-kube-prometheus-stack-87-15-1-default,quay.io/prometheus-operator/prometheus-operator:v0.92.1,tag
prometheus-community-kube-prometheus-stack-87-15-1-default,quay.io/prometheus/alertmanager:v0.33.1,tag
prometheus-community-kube-prometheus-stack-87-15-1-default,quay.io/prometheus/node-exporter:v1.12.0-distroless,tag
prometheus-community-kube-prometheus-stack-87-15-1-default,quay.io/prometheus/prometheus:v3.13.1-distroless,tag
prometheus-community-kube-prometheus-stack-87-15-1-default,registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.19.1,tag
prometheus-community-kube-prometheus-stack-87-15-1-existing-secret,docker.io/grafana/grafana:13.1.0,tag
prometheus-community-kube-prometheus-stack-87-15-1-existing-secret,quay.io/kiwigrid/k8s-sidecar:2.8.1,tag
prometheus-community-kube-prometheus-stack-87-15-1-existing-secret,quay.io/prometheus-operator/prometheus-operator:v0.92.1,tag
prometheus-community-kube-prometheus-stack-87-15-1-existing-secret,quay.io/prometheus/alertmanager:v0.33.1,tag
prometheus-community-kube-prometheus-stack-87-15-1-existing-secret,quay.io/prometheus/node-exporter:v1.12.0-distroless,tag
prometheus-community-kube-prometheus-stack-87-15-1-existing-secret,quay.io/prometheus/prometheus:v3.13.1-distroless,tag
prometheus-community-kube-prometheus-stack-87-15-1-existing-secret,registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.19.1,tag
prometheus-community-kube-prometheus-stack-87-15-1-no-crds,docker.io/grafana/grafana:13.1.0,tag
prometheus-community-kube-prometheus-stack-87-15-1-no-crds,quay.io/kiwigrid/k8s-sidecar:2.8.1,tag
prometheus-community-kube-prometheus-stack-87-15-1-no-crds,quay.io/prometheus-operator/prometheus-operator:v0.92.1,tag
prometheus-community-kube-prometheus-stack-87-15-1-no-crds,quay.io/prometheus/alertmanager:v0.33.1,tag
prometheus-community-kube-prometheus-stack-87-15-1-no-crds,quay.io/prometheus/node-exporter:v1.12.0-distroless,tag
prometheus-community-kube-prometheus-stack-87-15-1-no-crds,quay.io/prometheus/prometheus:v3.13.1-distroless,tag
prometheus-community-kube-prometheus-stack-87-15-1-no-crds,registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.19.1,tag
prometheus-community-kube-prometheus-stack-87-19-2-default,docker.io/grafana/grafana:13.1.1,tag
prometheus-community-kube-prometheus-stack-87-19-2-default,quay.io/kiwigrid/k8s-sidecar:2.8.1,tag
prometheus-community-kube-prometheus-stack-87-19-2-default,quay.io/prometheus-operator/prometheus-operator:v0.92.1,tag
prometheus-community-kube-prometheus-stack-87-19-2-default,quay.io/prometheus/alertmanager:v0.33.1,tag
prometheus-community-kube-prometheus-stack-87-19-2-default,quay.io/prometheus/node-exporter:v1.12.1-distroless,tag
prometheus-community-kube-prometheus-stack-87-19-2-default,quay.io/prometheus/prometheus:v3.13.1-distroless,tag
prometheus-community-kube-prometheus-stack-87-19-2-default,registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.19.1,tag
prometheus-community-kube-prometheus-stack-87-19-2-existing-secret,docker.io/grafana/grafana:13.1.1,tag
prometheus-community-kube-prometheus-stack-87-19-2-existing-secret,quay.io/kiwigrid/k8s-sidecar:2.8.1,tag
prometheus-community-kube-prometheus-stack-87-19-2-existing-secret,quay.io/prometheus-operator/prometheus-operator:v0.92.1,tag
prometheus-community-kube-prometheus-stack-87-19-2-existing-secret,quay.io/prometheus/alertmanager:v0.33.1,tag
prometheus-community-kube-prometheus-stack-87-19-2-existing-secret,quay.io/prometheus/node-exporter:v1.12.1-distroless,tag
prometheus-community-kube-prometheus-stack-87-19-2-existing-secret,quay.io/prometheus/prometheus:v3.13.1-distroless,tag
prometheus-community-kube-prometheus-stack-87-19-2-existing-secret,registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.19.1,tag
prometheus-community-kube-prometheus-stack-87-19-2-no-crds,docker.io/grafana/grafana:13.1.1,tag
prometheus-community-kube-prometheus-stack-87-19-2-no-crds,quay.io/kiwigrid/k8s-sidecar:2.8.1,tag
prometheus-community-kube-prometheus-stack-87-19-2-no-crds,quay.io/prometheus-operator/prometheus-operator:v0.92.1,tag
prometheus-community-kube-prometheus-stack-87-19-2-no-crds,quay.io/prometheus/alertmanager:v0.33.1,tag
prometheus-community-kube-prometheus-stack-87-19-2-no-crds,quay.io/prometheus/node-exporter:v1.12.1-distroless,tag
prometheus-community-kube-prometheus-stack-87-19-2-no-crds,quay.io/prometheus/prometheus:v3.13.1-distroless,tag
prometheus-community-kube-prometheus-stack-87-19-2-no-crds,registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.19.1,tag
prometheus-community-kube-state-metrics-7-4-0-cluster-metrics-readonly,registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.19.0,tag
prometheus-community-kube-state-metrics-7-4-0-default,registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.19.0,tag
prometheus-community-prometheus-29-8-0-default,quay.io/prometheus-operator/prometheus-config-reloader:v0.91.0,tag
prometheus-community-prometheus-29-8-0-default,quay.io/prometheus/alertmanager:v0.32.1,tag
prometheus-community-prometheus-29-8-0-default,quay.io/prometheus/node-exporter:v1.11.1,tag
prometheus-community-prometheus-29-8-0-default,quay.io/prometheus/prometheus:v3.11.3,tag
prometheus-community-prometheus-29-8-0-default,quay.io/prometheus/pushgateway:v1.11.2,tag
prometheus-community-prometheus-29-8-0-default,registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.19.0,tag
prometheus-community-prometheus-29-8-0-server-only-ephemeral,quay.io/prometheus-operator/prometheus-config-reloader:v0.91.0,tag
prometheus-community-prometheus-29-8-0-server-only-ephemeral,quay.io/prometheus/prometheus:v3.11.3,tag
prometheus-community-prometheus-29-9-0-default,quay.io/prometheus-operator/prometheus-config-reloader:v0.91.0,tag
prometheus-community-prometheus-29-9-0-default,quay.io/prometheus/alertmanager:v0.32.1,tag
prometheus-community-prometheus-29-9-0-default,quay.io/prometheus/node-exporter:v1.11.1,tag
prometheus-community-prometheus-29-9-0-default,quay.io/prometheus/prometheus:v3.12.0,tag
prometheus-community-prometheus-29-9-0-default,quay.io/prometheus/pushgateway:v1.11.2,tag
prometheus-community-prometheus-29-9-0-default,registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.19.0,tag
prometheus-community-prometheus-29-9-0-server-only-ephemeral,quay.io/prometheus-operator/prometheus-config-reloader:v0.91.0,tag
prometheus-community-prometheus-29-9-0-server-only-ephemeral,quay.io/prometheus/prometheus:v3.12.0,tag
prometheus-community-prometheus-adapter-5-3-0-apiservice-v1-capability,registry.k8s.io/prometheus-adapter/prometheus-adapter:v0.12.0,tag
prometheus-community-prometheus-adapter-5-3-0-cluster-metrics-readonly,registry.k8s.io/prometheus-adapter/prometheus-adapter:v0.12.0,tag
prometheus-community-prometheus-adapter-5-3-0-default,registry.k8s.io/prometheus-adapter/prometheus-adapter:v0.12.0,tag
prometheus-community-prometheus-blackbox-exporter-11-10-0-cluster-metrics-readonly,quay.io/prometheus/blackbox-exporter:v0.28.0,tag
prometheus-community-prometheus-blackbox-exporter-11-10-0-default,quay.io/prometheus/blackbox-exporter:v0.28.0,tag
prometheus-community-prometheus-blackbox-exporter-11-15-1-default,quay.io/prometheus/blackbox-exporter:v0.28.0,tag
prometheus-community-prometheus-node-exporter-4-55-0-cluster-metrics-readonly,quay.io/prometheus/node-exporter:v1.11.1,tag
prometheus-community-prometheus-node-exporter-4-55-0-default,quay.io/prometheus/node-exporter:v1.11.1,tag
prometheus-community-prometheus-pushgateway-3-6-0-default,quay.io/prometheus/pushgateway:v1.11.2,tag
rook-release-rook-ceph-cluster-v1-19-5-default,quay.io/ceph/ceph:v19.2.3,tag
rook-release-rook-ceph-v1-19-5-default,docker.io/rook/ceph:v1.19.5,tag
rook-release-rook-ceph-v1-19-5-default,quay.io/cephcsi/ceph-csi-operator:v0.6.0,tag
runix-pgadmin4-1-62-0-default,docker.io/dpage/pgadmin4:9.13,tag
sealed-secrets-sealed-secrets-2-18-6-default,docker.io/bitnami/sealed-secrets-controller:0.37.0,tag
sealed-secrets-sealed-secrets-2-18-6-no-crds,docker.io/bitnami/sealed-secrets-controller:0.37.0,tag
secrets-store-csi-driver-secrets-store-csi-driver-1-6-0-default,registry.k8s.io/csi-secrets-store/driver:v1.6.0,tag
secrets-store-csi-driver-secrets-store-csi-driver-1-6-0-default,registry.k8s.io/sig-storage/csi-node-driver-registrar:v2.16.0,tag
secrets-store-csi-driver-secrets-store-csi-driver-1-6-0-default,registry.k8s.io/sig-storage/livenessprobe:v2.18.0,tag
secrets-store-csi-driver-secrets-store-csi-driver-1-6-0-sync-secret-rotation,registry.k8s.io/csi-secrets-store/driver:v1.6.0,tag
secrets-store-csi-driver-secrets-store-csi-driver-1-6-0-sync-secret-rotation,registry.k8s.io/sig-storage/csi-node-driver-registrar:v2.16.0,tag
secrets-store-csi-driver-secrets-store-csi-driver-1-6-0-sync-secret-rotation,registry.k8s.io/sig-storage/livenessprobe:v2.18.0,tag
stakater-reloader-2-2-12-controller-default-reviewed,ghcr.io/stakater/reloader:v1.4.17,tag
stakater-reloader-2-2-12-default,ghcr.io/stakater/reloader:v1.4.17,tag
stakater-reloader-2-2-14-default,ghcr.io/stakater/reloader:v1.4.19,tag
strimzi-strimzi-kafka-operator-1-0-0-default,quay.io/strimzi/operator:1.0.0,tag
strimzi-strimzi-kafka-operator-1-0-0-no-crds,quay.io/strimzi/operator:1.0.0,tag
timoni-flux-aio-2-9-4-0-default,ghcr.io/fluxcd/helm-controller:v1.6.3,tag
timoni-flux-aio-2-9-4-0-default,ghcr.io/fluxcd/kustomize-controller:v1.9.4,tag
timoni-flux-aio-2-9-4-0-default,ghcr.io/fluxcd/notification-controller:v1.9.3,tag
timoni-flux-aio-2-9-4-0-default,ghcr.io/fluxcd/source-controller:v1.9.4,tag
timoni-flux-aio-2-9-4-0-default,ghcr.io/fluxcd/source-watcher:v2.2.3,tag
timoni-redis-8-10-1-default,docker.io/redis:8.10.1-alpine@sha256:becdda6c7f4b3fb42e42fd7f120bbf5c54c4caaaf16f26da24e4563d2c1f0576,digest
traefik-traefik-40-2-0-default,docker.io/traefik:v3.7.1,tag
traefik-traefik-40-2-0-no-crds,docker.io/traefik:v3.7.1,tag
traefik-traefik-41-0-2-default,docker.io/traefik:v3.7.6,tag
valkey-valkey-0-11-0-default,docker.io/valkey/valkey:9.1.1,tag
velero-velero-12-0-1-default,docker.io/velero/velero:v1.18.0,tag
velero-velero-12-0-1-no-crds,docker.io/velero/velero:v1.18.0,tag
velero-velero-12-1-0-default,docker.io/velero/velero:v1.18.1,tag
vm-victoria-logs-single-0-12-5-default,victoriametrics/victoria-logs:v1.50.0,tag
vm-victoria-metrics-single-0-39-0-default,victoriametrics/victoria-metrics:v1.144.0,tag
vm-victoria-metrics-single-0-39-0-default-reviewed,victoriametrics/victoria-metrics:v1.144.0,tag
