producer,name,source_kind,contents_kind,chart,chart_version,bundle_digest,file_count,verdict_lane,verdict_status,oci_reference,oci_published,receipt
config-workshop-catalog,catalog-prometheus-community-prometheus-node-exporter-4.55.0-default,helm-chart,rendered-config,prometheus-node-exporter,4.55.0,sha256:fc41cdf426cc531e849f5938fc5fa189d49e8b07cac823447eec554e408ded37,2,safe-to-flatten,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-prometheus-community-prometheus-node-exporter-4-55-0-default:latest,published,data/certified-bundles/receipts/catalog/prometheus-node-exporter-4.55.0-default/receipt.yaml
config-workshop-catalog,catalog-prometheus-community-prometheus-pushgateway-3.6.0-default,helm-chart,rendered-config,prometheus-pushgateway,3.6.0,sha256:a8a5bd04a9d125d6fc2597cbf2a455ee952c8821e4b8f651f3af4fae61bd1bcf,2,safe-to-flatten,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-prometheus-community-prometheus-pushgateway-3-6-0-default:latest,published,data/certified-bundles/receipts/catalog/prometheus-pushgateway-3.6.0-default/receipt.yaml
config-workshop-catalog,catalog-rook-release-rook-ceph-cluster-v1.19.5-default,helm-chart,rendered-config,rook-ceph-cluster,v1.19.5,sha256:7e84b18412bac963460585cc474b0d215430b22becad222c926f273487df6c1b,2,safe-to-flatten,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-rook-release-rook-ceph-cluster-v1-19-5-default:latest,published,data/certified-bundles/receipts/catalog/rook-ceph-cluster-v1.19.5-default/receipt.yaml
config-workshop-catalog,catalog-stakater-reloader-2.2.12-default,helm-chart,rendered-config,reloader,2.2.12,sha256:aae7896c9fef230c76ffdde42041efdf2f6aa7b0b59bb79d61877289de9f47bf,2,safe-to-flatten,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-stakater-reloader-2-2-12-default:latest,published,data/certified-bundles/receipts/catalog/reloader-2.2.12-default/receipt.yaml
config-workshop-catalog,catalog-stakater-reloader-2.2.14-default,helm-chart,rendered-config,reloader,2.2.14,sha256:41b40364fa2c100aed525894b060065d470553ab1286cc440ac17218e93d043a,2,safe-to-flatten,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-stakater-reloader-2-2-14-default:latest,published,data/certified-bundles/receipts/catalog/reloader-2.2.14-default/receipt.yaml
config-workshop-catalog,catalog-vm-victoria-metrics-single-0.39.0-default,helm-chart,rendered-config,victoria-metrics-single,0.39.0,sha256:62ab272d95358ddca8a48f8ec591931e2f2ad7d0a2a3f73c22753efa7af78583,2,safe-to-flatten,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-vm-victoria-metrics-single-0-39-0-default:latest,published,data/certified-bundles/receipts/catalog/victoria-metrics-single-0.39.0-default/receipt.yaml
config-workshop-catalog,catalog-bitnami-apache-11.4.29-default,helm-chart,rendered-config,apache,11.4.29,sha256:a9ed53af3fbb62b21dcf0da7f0443a66772f81dff4de0c65cc3798e24538bec6,2,safe-to-flatten,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-bitnami-apache-11-4-29-default:latest,published,data/certified-bundles/receipts/catalog/apache-11.4.29-default/receipt.yaml
config-workshop-catalog,catalog-bitnami-elasticsearch-22.1.6-default,helm-chart,rendered-config,elasticsearch,22.1.6,sha256:d241c2e048d1ada5980125e27a608c45847cbac63117f38609a09e1322819648,2,safe-to-flatten,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-bitnami-elasticsearch-22-1-6-default:latest,published,data/certified-bundles/receipts/catalog/elasticsearch-22.1.6-default/receipt.yaml
config-workshop-catalog,catalog-bitnami-memcached-8.5.5-default,helm-chart,rendered-config,memcached,8.5.5,sha256:87e0248d1428983b0b2aa9bb4316c8ad807949a7a3fa59c5227fb284ea9903cc,2,safe-to-flatten,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-bitnami-memcached-8-5-5-default:latest,published,data/certified-bundles/receipts/catalog/memcached-8.5.5-default/receipt.yaml
config-workshop-catalog,catalog-bitnami-opensearch-2.0.10-default,helm-chart,rendered-config,opensearch,2.0.10,sha256:94a32f89d5d9f51386a8b26740f1e34f30008377ddc391f88c73b9115961b01d,2,safe-to-flatten,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-bitnami-opensearch-2-0-10-default:latest,published,data/certified-bundles/receipts/catalog/opensearch-2.0.10-default/receipt.yaml
config-workshop-catalog,catalog-bitnami-phpmyadmin-20.0.0-default,helm-chart,rendered-config,phpmyadmin,20.0.0,sha256:450ebbdbf0fb9952f16af5d838b158cc6d964abe1890480c7af3d642a38a6c68,2,safe-to-flatten,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-bitnami-phpmyadmin-20-0-0-default:latest,published,data/certified-bundles/receipts/catalog/phpmyadmin-20.0.0-default/receipt.yaml
config-workshop-catalog,catalog-bitnami-spark-10.0.3-default,helm-chart,rendered-config,spark,10.0.3,sha256:2f0f4a28df8f370fa167e5f9ffae20df50424ac410abe4e7532c4cb87f4d9b6d,2,safe-to-flatten,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-bitnami-spark-10-0-3-default:latest,published,data/certified-bundles/receipts/catalog/spark-10.0.3-default/receipt.yaml
config-workshop-catalog,catalog-bitnami-zookeeper-13.8.7-default,helm-chart,rendered-config,zookeeper,13.8.7,sha256:9c156c3619ad18725cc5794536e85ad30e3ff4c4d37ab9b56234f6b04c27b245,2,safe-to-flatten,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-bitnami-zookeeper-13-8-7-default:latest,published,data/certified-bundles/receipts/catalog/zookeeper-13.8.7-default/receipt.yaml
config-workshop-catalog,catalog-external-dns-external-dns-1.21.1-default,helm-chart,rendered-config,external-dns,1.21.1,sha256:2c1f356182245164e26f6107054aeb96be0f5a690a778ea06a094f795f034c25,3,flatten-with-routes,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-external-dns-external-dns-1-21-1-default:latest,published,data/certified-bundles/receipts/catalog/external-dns-1.21.1-default/receipt.yaml
config-workshop-catalog,catalog-grafana-alloy-1.11.0-default,helm-chart,rendered-config,alloy,1.11.0,sha256:6e32777563ddad235768b363c34bed61d97c30954e2eebe8f79b063821f5a440,3,flatten-with-routes,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-grafana-alloy-1-11-0-default:latest,published,data/certified-bundles/receipts/catalog/alloy-1.11.0-default/receipt.yaml
config-workshop-catalog,catalog-grafana-alloy-1.8.2-default,helm-chart,rendered-config,alloy,1.8.2,sha256:5d4f35a07cb653cc96c8c7d43570e1ae796cddfb681167c453c1fda06ca78e1d,3,flatten-with-routes,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-grafana-alloy-1-8-2-default:latest,published,data/certified-bundles/receipts/catalog/alloy-1.8.2-default/receipt.yaml
config-workshop-catalog,catalog-linkerd-linkerd-crds-1.8.0-default,helm-chart,rendered-config,linkerd-crds,1.8.0,sha256:2723d56e4bdd46b9f4fb0298f164a2961907d49acdff719aaac1c63361d19f0d,3,flatten-with-routes,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-linkerd-linkerd-crds-1-8-0-default:latest,published,data/certified-bundles/receipts/catalog/linkerd-crds-1.8.0-default/receipt.yaml
config-workshop-catalog,catalog-minio-operator-operator-7.1.1-default,helm-chart,rendered-config,operator,7.1.1,sha256:f27f9bb4949e8fa147eb88bb4839e82e72430b7992a9a007ab4b4cd274bf4a15,3,flatten-with-routes,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-minio-operator-operator-7-1-1-default:latest,published,data/certified-bundles/receipts/catalog/operator-7.1.1-default/receipt.yaml
config-workshop-catalog,catalog-nats-nack-0.34.0-default,helm-chart,rendered-config,nack,0.34.0,sha256:0a73104045abf1a9553f209caa7cdd24d941e2e7b1a078b1afdb1b1d29c227dd,3,flatten-with-routes,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-nats-nack-0-34-0-default:latest,published,data/certified-bundles/receipts/catalog/nack-0.34.0-default/receipt.yaml
config-workshop-catalog,catalog-prometheus-community-prometheus-operator-crds-29.0.0-default,helm-chart,rendered-config,prometheus-operator-crds,29.0.0,sha256:60f477b4a766e0b7ccfe13b1681d798dcafcce2c4bd55391b5a63d6287e08a6d,3,flatten-with-routes,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-prometheus-community-prometheus-operator-crds-29-0-0-default:latest,published,data/certified-bundles/receipts/catalog/prometheus-operator-crds-29.0.0-default/receipt.yaml
config-workshop-catalog,catalog-strimzi-strimzi-kafka-operator-1.0.0-default,helm-chart,rendered-config,strimzi-kafka-operator,1.0.0,sha256:294eee3efbb82b23a4efa4d489f531ec28d573e2dae8e89a35d26fe9873b0435,3,flatten-with-routes,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-strimzi-strimzi-kafka-operator-1-0-0-default:latest,published,data/certified-bundles/receipts/catalog/strimzi-kafka-operator-1.0.0-default/receipt.yaml
config-workshop-catalog,catalog-argo-cd-argo-events-2.4.21-default,helm-chart,rendered-config,argo-events,2.4.21,sha256:4f6ae53e43f15b6b0450e2f98522076871b86af272e29395baefcd145b3ab9fc,4,flatten-with-routes,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-argo-cd-argo-events-2-4-21-default:latest,published,data/certified-bundles/receipts/catalog/argo-events-2.4.21-default/receipt.yaml
config-workshop-catalog,catalog-argo-cd-argo-rollouts-2.40.9-default,helm-chart,rendered-config,argo-rollouts,2.40.9,sha256:1b50004af5ed92d1147a731b19b7f64a3cef57eb9c9cc6c0163920237d7da6a3,4,flatten-with-routes,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-argo-cd-argo-rollouts-2-40-9-default:latest,published,data/certified-bundles/receipts/catalog/argo-rollouts-2.40.9-default/receipt.yaml
config-workshop-catalog,catalog-argo-cd-argocd-image-updater-1.2.2-default,helm-chart,rendered-config,argocd-image-updater,1.2.2,sha256:9de62e24ea9fc785a346c9c70bf9cd8b3f6b59ede104c3a2ab1984f84b4b01f0,4,flatten-with-routes,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-argo-cd-argocd-image-updater-1-2-2-default:latest,published,data/certified-bundles/receipts/catalog/argocd-image-updater-1.2.2-default/receipt.yaml
config-workshop-catalog,catalog-rook-release-rook-ceph-v1.19.5-default,helm-chart,rendered-config,rook-ceph,v1.19.5,sha256:fa22559a14eba5e9cb038cc3e5a999a86ad01dd7b85b5d574266618b6a2d87e8,4,flatten-with-routes,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-rook-release-rook-ceph-v1-19-5-default:latest,published,data/certified-bundles/receipts/catalog/rook-ceph-v1.19.5-default/receipt.yaml
config-workshop-catalog,catalog-policy-reporter-policy-reporter-3.9.1-default,helm-chart,rendered-config,policy-reporter,3.9.1,sha256:82392e105c0de69c02d9e663b994784cf46787cb5ecef639d838eb7afc11be90,2,safe-to-flatten,certified,europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bundles/catalog-policy-reporter-policy-reporter-3-9-1-default:latest,published,data/certified-bundles/receipts/catalog/policy-reporter-3.9.1-default/receipt.yaml
config-workshop-catalog,catalog-argo-cd-argo-cd-10.1.3-default,helm-chart,rendered-config,argo-cd,10.1.3,b2cbe21e58abbf285edb7710df9df299c93bb288293eed091ef7e24f83f850b5,4,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/argo-cd-10.1.3-default/receipt.yaml
config-workshop-catalog,catalog-argo-cd-argo-cd-10.1.3-no-crds,helm-chart,rendered-config,argo-cd,10.1.3,813fb156368c0a1588c666c9870f07e5441347d11af65a9d349161109ae1a5da,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/argo-cd-10.1.3-no-crds/receipt.yaml
config-workshop-catalog,catalog-argo-cd-argo-cd-10.2.1-default,helm-chart,rendered-config,argo-cd,10.2.1,a2ba05a7684443115b1516e1b01a03ebe845cdfcf956722539ae0d3f5bff8780,4,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/argo-cd-10.2.1-default/receipt.yaml
config-workshop-catalog,catalog-argo-cd-argo-cd-10.2.1-no-crds,helm-chart,rendered-config,argo-cd,10.2.1,51d717634a2d0098d0791629aad974dc79b1ec0de68e4adfe00005de2003ca14,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/argo-cd-10.2.1-no-crds/receipt.yaml
config-workshop-catalog,catalog-argo-cd-argo-cd-9.5.15-no-crds,helm-chart,rendered-config,argo-cd,9.5.15,23a51fb8ea2215b08a853bbb26698d80f58a5514b68d4f49cdcd870a8371fc71,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/argo-cd-9.5.15-no-crds/receipt.yaml
config-workshop-catalog,catalog-argo-cd-argo-cd-9.5.17-default,helm-chart,rendered-config,argo-cd,9.5.17,e79d4daf30498e893d2dc41c736de2de1fe3ff3a4dc396212a86336143f80fa7,4,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/argo-cd-9.5.17-default/receipt.yaml
config-workshop-catalog,catalog-argo-cd-argo-cd-9.5.17-no-crds,helm-chart,rendered-config,argo-cd,9.5.17,58d54d31b7e52f80c4a352f48a8828fc62fc31b8e2c8aea497f756ae5ce0f9ec,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/argo-cd-9.5.17-no-crds/receipt.yaml
config-workshop-catalog,catalog-argo-cd-argo-events-2.4.21-no-crds,helm-chart,rendered-config,argo-events,2.4.21,4858a0854eb393c136be157686a7417478ee33c88428452eaa21ad3fed65ad49,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/argo-events-2.4.21-no-crds/receipt.yaml
config-workshop-catalog,catalog-argo-cd-argo-rollouts-2.40.9-no-crds,helm-chart,rendered-config,argo-rollouts,2.40.9,6facde581531cc4995b342bf9b3614f4c73f5c8d9ba057ae92895db6c3813dd7,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/argo-rollouts-2.40.9-no-crds/receipt.yaml
config-workshop-catalog,catalog-argo-cd-argo-workflows-1.0.14-default,helm-chart,rendered-config,argo-workflows,1.0.14,677516f7d311ffdfcf7a4b424585cada43ba104af51ef7e283c575d8279c16bc,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/argo-workflows-1.0.14-default/receipt.yaml
config-workshop-catalog,catalog-argo-cd-argo-workflows-1.0.14-controller-default-reviewed,helm-chart,rendered-config,argo-workflows,1.0.14,677516f7d311ffdfcf7a4b424585cada43ba104af51ef7e283c575d8279c16bc,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/argo-workflows-1.0.14-controller-default-reviewed/receipt.yaml
config-workshop-catalog,catalog-argo-cd-argo-workflows-1.0.14-minimal-crds,helm-chart,rendered-config,argo-workflows,1.0.14,8c1919f7c1841fb4dbaf12f2d110c82e4426e8e766310cc850efe81d2fb2fd4b,4,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/argo-workflows-1.0.14-minimal-crds/receipt.yaml
config-workshop-catalog,catalog-autoscaler-cluster-autoscaler-9.57.0-controller-default-reviewed,helm-chart,rendered-config,cluster-autoscaler,9.57.0,b89d1d1b0acbcfc12528c4aa8b29451000eb5734e04818aeedabf713c958837a,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/cluster-autoscaler-9.57.0-controller-default-reviewed/receipt.yaml
config-workshop-catalog,catalog-autoscaler-vertical-pod-autoscaler-0.9.0-default,helm-chart,rendered-config,vertical-pod-autoscaler,0.9.0,9d7307f629bdc478fa0c9bc6646359976b96d0cfd549bd66c13442facfa57490,3,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/vertical-pod-autoscaler-0.9.0-default/receipt.yaml
config-workshop-catalog,catalog-autoscaler-vertical-pod-autoscaler-0.9.0-no-crds,helm-chart,rendered-config,vertical-pod-autoscaler,0.9.0,874f8d5277136c7721ff190fc6993d2f3d4de6c990ca7828c5f5e3a08d48ccf6,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/vertical-pod-autoscaler-0.9.0-no-crds/receipt.yaml
config-workshop-catalog,catalog-aws-ebs-csi-driver-aws-ebs-csi-driver-2.60.1-default,helm-chart,rendered-config,aws-ebs-csi-driver,2.60.1,ae9f0b30339870e7bab818ea4eb299e5393416b5efd5053dd5800017373bb3a7,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/aws-ebs-csi-driver-2.60.1-default/receipt.yaml
config-workshop-catalog,catalog-cloudnative-pg-cloudnative-pg-0.28.2-default,helm-chart,rendered-config,cloudnative-pg,0.28.2,67190a176fe9539df56c63c033cfffb1538a06bc47d8624532a0a980fe50bd46,4,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/cloudnative-pg-0.28.2-default/receipt.yaml
config-workshop-catalog,catalog-cloudnative-pg-cloudnative-pg-0.28.2-no-crds,helm-chart,rendered-config,cloudnative-pg,0.28.2,2b48d08cac37e72b6840cff94c0f89c31721c9fa5c124ec2c671614f904b849d,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/cloudnative-pg-0.28.2-no-crds/receipt.yaml
config-workshop-catalog,catalog-elastic-eck-operator-3.4.0-default,helm-chart,rendered-config,eck-operator,3.4.0,11bd8f291f9da0611bf6795dbbbe41a9e4e5ae9fe4cd58e9bad69dd883aee278,4,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/eck-operator-3.4.0-default/receipt.yaml
config-workshop-catalog,catalog-elastic-eck-operator-3.4.0-ha,helm-chart,rendered-config,eck-operator,3.4.0,20bc4c9cdd28f35aa9c1f646c0af7bc092faac39f8ce3e3606861b98789ee54a,4,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/eck-operator-3.4.0-ha/receipt.yaml
config-workshop-catalog,catalog-elastic-eck-operator-3.4.0-no-crds,helm-chart,rendered-config,eck-operator,3.4.0,6da1150ac5e27b67009e5c20dddf061a5a92af72adfc4551a866fa0d28e23a87,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/eck-operator-3.4.0-no-crds/receipt.yaml
config-workshop-catalog,catalog-elastic-filebeat-8.5.1-node-or-cluster-collector,helm-chart,rendered-config,filebeat,8.5.1,690fcc3d2e2d1019f35b7d9ec64ba0783b4dc445a2060c400d49dae6a251e020,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/filebeat-8.5.1-node-or-cluster-collector/receipt.yaml
config-workshop-catalog,catalog-elastic-logstash-8.5.1-ha,helm-chart,rendered-config,logstash,8.5.1,d65903a7c75f9e3cdaed333b6a2daddcca45d3cc7f80ff09e6b7972a90c3aa70,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/logstash-8.5.1-ha/receipt.yaml
config-workshop-catalog,catalog-external-dns-external-dns-1.21.1-dry-run-txt-registry,helm-chart,rendered-config,external-dns,1.21.1,8e3b831abefa8ca2b8754e4beb16fbc1e369965dc95b8f83e1de76cd8f2a3e62,3,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/external-dns-1.21.1-dry-run-txt-registry/receipt.yaml
config-workshop-catalog,catalog-external-dns-external-dns-1.21.1-no-crds,helm-chart,rendered-config,external-dns,1.21.1,1479961761882b58c3cfcb955197ae178c15def12065e35b72023c25ac1dd7cf,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/external-dns-1.21.1-no-crds/receipt.yaml
config-workshop-catalog,catalog-external-secrets-external-secrets-2.5.0-no-crds,helm-chart,rendered-config,external-secrets,2.5.0,da5857fba93e0394594d7e072b31e3cf28985392b5cc0443730a23b722d7670b,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/external-secrets-2.5.0-no-crds/receipt.yaml
config-workshop-catalog,catalog-external-secrets-external-secrets-2.7.0-default,helm-chart,rendered-config,external-secrets,2.7.0,33f0d74470d5f0a3affc7589a1929d5dc6cd1a30b557ccfb624545820a0a0d11,3,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/external-secrets-2.7.0-default/receipt.yaml
config-workshop-catalog,catalog-external-secrets-external-secrets-2.7.0-no-crds,helm-chart,rendered-config,external-secrets,2.7.0,63eae27464b7c2c352d5b4fd8c1c7aa21c6e04cf024ca530206b0f6b2d9819d1,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/external-secrets-2.7.0-no-crds/receipt.yaml
config-workshop-catalog,catalog-external-secrets-external-secrets-2.8.0-no-crds,helm-chart,rendered-config,external-secrets,2.8.0,75ce0bfaa1c4ed14044edbd406eaa256987967a395676e2902a280e9abfa3304,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/external-secrets-2.8.0-no-crds/receipt.yaml
config-workshop-catalog,catalog-fluent-fluentd-0.5.3-default,helm-chart,rendered-config,fluentd,0.5.3,9d7c1ec5d0f201623aa61a0fa2adcb477bac4b7366f5a9b87d9b4a3754c2491a,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/fluentd-0.5.3-default/receipt.yaml
config-workshop-catalog,catalog-grafana-alloy-1.8.2-no-crds,helm-chart,rendered-config,alloy,1.8.2,3284915e4cee6101e8279e10a5ef11937e6d860b01b95549079d809f64a17e22,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/alloy-1.8.2-no-crds/receipt.yaml
config-workshop-catalog,catalog-grafana-rollout-operator-0.49.0-default,helm-chart,rendered-config,rollout-operator,0.49.0,dc6b652767aec075b147247c38dbce391bb86750a54e749a45576fd6791d4763,3,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/rollout-operator-0.49.0-default/receipt.yaml
config-workshop-catalog,catalog-grafana-rollout-operator-0.49.0-no-crds,helm-chart,rendered-config,rollout-operator,0.49.0,ae6b9000b84edf8a5ad01c4399619b76ad28b808486d623fc482035ed5e3b403,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/rollout-operator-0.49.0-no-crds/receipt.yaml
config-workshop-catalog,catalog-grafana-tempo-1.24.4-local-persistent,helm-chart,rendered-config,tempo,1.24.4,df7ce7b40425eef8d057bdd80416ea3ae781ababe7ce6a154db74990c0f07905,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/tempo-1.24.4-local-persistent/receipt.yaml
config-workshop-catalog,catalog-grafana-tempo-1.24.4-s3-query-observability,helm-chart,rendered-config,tempo,1.24.4,4e981336df773cdd82b2551d35d27d61f4b39e6a3df0a9a693ac81fd0d3cf8ed,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/tempo-1.24.4-s3-query-observability/receipt.yaml
config-workshop-catalog,catalog-hashicorp-terraform-1.1.2-default,helm-chart,rendered-config,terraform,1.1.2,5cc2a190066cc639af6f8856b1ff8e28a40e61546d53cd04f19c5b14d6c37d3b,3,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/terraform-1.1.2-default/receipt.yaml
config-workshop-catalog,catalog-hashicorp-terraform-1.1.2-no-crds,helm-chart,rendered-config,terraform,1.1.2,a8b9e5e6ce83d71e19d70e4695bdda1a2cb28c26e094a0f28b70b58a3fc6a50a,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/terraform-1.1.2-no-crds/receipt.yaml
config-workshop-catalog,catalog-hashicorp-vault-0.32.0-dev-mode,helm-chart,rendered-config,vault,0.32.0,f07ae80c317a1156f1f6ae6dc849300de0ba4683eb3ffae67cdcfcd6e8072955,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/vault-0.32.0-dev-mode/receipt.yaml
config-workshop-catalog,catalog-hashicorp-vault-0.32.0-ha-raft-ui,helm-chart,rendered-config,vault,0.32.0,734a212cbb2e8d11ed288d32bc8b709e859248ef5587090b04e0fa407b248b5f,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/vault-0.32.0-ha-raft-ui/receipt.yaml
config-workshop-catalog,catalog-ingress-nginx-ingress-nginx-4.15.1-admission-disabled,helm-chart,rendered-config,ingress-nginx,4.15.1,ad133758fa1985241f9dd1fe766f6ca9f17e199bf7562e37b3c2834a6588c25e,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/ingress-nginx-4.15.1-admission-disabled/receipt.yaml
config-workshop-catalog,catalog-ingress-nginx-ingress-nginx-4.15.1-internal-clusterip,helm-chart,rendered-config,ingress-nginx,4.15.1,a94ba2b56636baf7e732766c12c98d808b57c276156fa7a3a752b4137bf5f46a,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/ingress-nginx-4.15.1-internal-clusterip/receipt.yaml
config-workshop-catalog,catalog-istio-gateway-1.30.0-controller-default-reviewed,helm-chart,rendered-config,gateway,1.30.0,07b3cb11d265a7b857b231a347be2c71742e5bc1eeb02efddd7ce71ecc1c7afc,2,safe-to-flatten,certified,,not published,data/certified-bundles/receipts/catalog/gateway-1.30.0-controller-default-reviewed/receipt.yaml
config-workshop-catalog,catalog-istio-istiod-1.30.0-default,helm-chart,rendered-config,istiod,1.30.0,53385181293dd9a8228f37a370148dde3cc77acecf5a3a8539fa1b8eb0f9afdf,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/istiod-1.30.0-default/receipt.yaml
config-workshop-catalog,catalog-jaegertracing-jaeger-operator-2.57.0-default,helm-chart,rendered-config,jaeger-operator,2.57.0,c17323ac7d71b000b42732323a79731fe3d9244ba4e641d8349a73a71b8807ab,3,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/jaeger-operator-2.57.0-default/receipt.yaml
config-workshop-catalog,catalog-jaegertracing-jaeger-operator-2.57.0-no-crds,helm-chart,rendered-config,jaeger-operator,2.57.0,14755312bc08dd5aad02a12a16f32a04e54adad141a93cb28ff42b2e49066975,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/jaeger-operator-2.57.0-no-crds/receipt.yaml
config-workshop-catalog,catalog-jetstack-cert-manager-v1.20.2-crds-enabled,helm-chart,rendered-config,cert-manager,v1.20.2,e288b2413bd1919173bee6afcd823be61399f101cfe2cf61f8e0df56740fefe0,4,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/cert-manager-v1.20.2-crds-enabled/receipt.yaml
config-workshop-catalog,catalog-jetstack-trust-manager-v0.22.1-default,helm-chart,rendered-config,trust-manager,v0.22.1,50eb2239a5db07734497711c4e812eb111d231852c2f614e5b0a1faec7bab683,4,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/trust-manager-v0.22.1-default/receipt.yaml
config-workshop-catalog,catalog-jetstack-trust-manager-v0.22.1-no-crds,helm-chart,rendered-config,trust-manager,v0.22.1,5d0b08f8abda179089de0d4acead48bd8a3752c16766ed8ef1b95478065e9250,2,flatten-with-routes,certified,,not published,data/certified-bundles/receipts/catalog/trust-manager-v0.22.1-no-crds/receipt.yaml
