chart,base_variant,variant_path,path_type,quirk_origin,render_proof_status,installer_proof_status,scan_status,gitops_status,live_status,remaining_gap,evidence_path,notes
bitnami/postgresql@18.6.7,generated-passwords,generated-passwords,base-variant,chart-or-base,pass,pass,pass,pass,pass,none,recipes/bitnami/postgresql/18.6.7/revisions/generated-passwords/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/postgresql-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/postgresql-generated-passwords/observation-receipt.json | runs/live-helm-confighub-compare/bitnami-postgresql-generated-passwords/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/bitnami-postgresql-generated-passwords/receipt.yaml | runs/live-kind-parity/bitnami-postgresql-generated-passwords/receipt.yaml
bitnami/postgresql@18.7.0,existing-secret,existing-secret,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/postgresql/18.7.0/revisions/existing-secret/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/bitnami-postgresql-18.7.0-existing-secret/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
bitnami/postgresql@18.7.0,generated-passwords,generated-passwords,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/postgresql/18.7.0/revisions/generated-passwords/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/bitnami-postgresql-18.7.0-generated-passwords/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
bitnami/rabbitmq@16.0.14,existing-secret,existing-secret,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/rabbitmq/16.0.14/revisions/existing-secret/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/bitnami-rabbitmq-16.0.14-existing-secret/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/bitnami-rabbitmq-existing-secret/receipt.yaml
bitnami/rabbitmq@16.0.14,generated-passwords,generated-passwords,base-variant,chart-or-base,pass,pass,pass,pass,pass,none,recipes/bitnami/rabbitmq/16.0.14/revisions/generated-passwords/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/rabbitmq-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/rabbitmq-generated-passwords/observation-receipt.json | runs/live-helm-confighub-compare/bitnami-rabbitmq-generated-passwords/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/bitnami-rabbitmq-generated-passwords/receipt.yaml | runs/live-kind-parity/bitnami-rabbitmq-generated-passwords/receipt.yaml
bitnami/redis@25.5.3,default,bitnami-redis-default-to-reuse-existing-secret,base-to-base-diff,variant-introduced,derived-from-rendered-revisions,not-applicable,inherits-base-scan-status,not-tested-by-diff,not-tested-by-diff,target facts must be satisfied before delivery,recipes/bitnami/redis/25.5.3/diffs/default-to-reuse-existing-secret.yaml,from=default;to=reuse-existing-secret;added=0;removed=1;changed=2;targetFacts=1
bitnami/redis@25.5.3,default,default,base-variant,chart-or-base,pass,pass,pass,pass,pass,none,recipes/bitnami/redis/25.5.3/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/redis-confighub-proof/latest/confighub-proof-receipt.yaml | runs/redis-local-kind/latest/observation-receipt.yaml | runs/live-helm-confighub-compare/bitnami-redis-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/bitnami-redis-default/receipt.yaml | runs/live-kind-parity/bitnami-redis-default/receipt.yaml
bitnami/redis@25.5.3,default,prod-us-east,derived-confighub-variant,post-render-path,inherits-base-render,post-upload-clone,check-receipt-required,not-target-bound,not-attempted,target/live evidence may be separate,runs/derived-variant-execution/redis-prod-us-east/variant-create-receipt.yaml,sourceSpace=helm-redis-confighub-proof;downstreamSpace=Redis-prod-us-east
bitnami/redis@25.5.3,default,staging-eu-west,derived-confighub-variant,post-render-path,inherits-base-render,post-upload-clone,check-receipt-required,not-target-bound,not-attempted,target/live evidence may be separate,runs/derived-variant-execution/redis-staging-eu-west/variant-create-receipt.yaml,sourceSpace=helm-redis-confighub-proof;downstreamSpace=Redis-staging-eu-west
bitnami/redis@25.5.3,default,default-to-reuse-existing-secret,upgrade-simulation,path-introduced,simulation,not-applied,not-applicable,not-tested,not-tested,live operation not proven,recipes/bitnami/redis/25.5.3/operations/default-to-reuse-existing-secret/upgrade-simulation-receipt.yaml,kind=UpgradeSimulationReceipt;result=warn
bitnami/redis@25.5.3,reuse-existing-secret,reuse-existing-secret,base-variant,chart-or-base,pass,missing,missing,pass,pass,confighub_upload_variant_scan_safe_ops;live_helm_vs_confighub_dual_compare,recipes/bitnami/redis/25.5.3/revisions/reuse-existing-secret/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/redis-local-kind/reuse-existing-secret-latest/observation-receipt.yaml | data/runtime-gitops/receipts/bitnami-redis/reuse-existing-secret/latest.yaml | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/bitnami-redis-reuse-existing-secret/receipt.yaml
bitnami/redis@25.5.3,reuse-existing-secret,reuse-existing-secret-to-default,upgrade-simulation,path-introduced,simulation,not-applied,not-applicable,not-tested,not-tested,live operation not proven,recipes/bitnami/redis/25.5.3/operations/reuse-existing-secret-to-default/rollback-simulation-receipt.yaml,kind=RollbackSimulationReceipt;result=warn
bitnami/redis@27.0.0,default,bitnami-redis-default-to-reuse-existing-secret,base-to-base-diff,variant-introduced,derived-from-rendered-revisions,not-applicable,inherits-base-scan-status,not-tested-by-diff,not-tested-by-diff,target facts must be satisfied before delivery,recipes/bitnami/redis/27.0.0/diffs/default-to-reuse-existing-secret.yaml,from=default;to=reuse-existing-secret;added=0;removed=1;changed=2;targetFacts=1
bitnami/redis@27.0.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/redis/27.0.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/bitnami-redis-27.0.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
bitnami/redis@27.0.0,default,default-to-reuse-existing-secret,upgrade-simulation,path-introduced,simulation,not-applied,not-applicable,not-tested,not-tested,live operation not proven,recipes/bitnami/redis/27.0.0/operations/default-to-reuse-existing-secret/upgrade-simulation-receipt.yaml,kind=UpgradeSimulationReceipt;result=warn
bitnami/redis@27.0.0,reuse-existing-secret,reuse-existing-secret,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/redis/27.0.0/revisions/reuse-existing-secret/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/bitnami-redis-27.0.0-reuse-existing-secret/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
bitnami/redis@27.0.0,reuse-existing-secret,reuse-existing-secret-to-default,upgrade-simulation,path-introduced,simulation,not-applied,not-applicable,not-tested,not-tested,live operation not proven,recipes/bitnami/redis/27.0.0/operations/reuse-existing-secret-to-default/rollback-simulation-receipt.yaml,kind=RollbackSimulationReceipt;result=warn
bitnami/spark@10.0.3,default,default,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/spark/10.0.3/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/bitnami-spark-10.0.3-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
bitnami/spark@10.0.3,ha,ha,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/spark/10.0.3/revisions/ha/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/bitnami-spark-10.0.3-ha/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
bitnami/zookeeper@13.8.7,default,default,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/zookeeper/13.8.7/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/bitnami-zookeeper-13.8.7-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
bitnami/zookeeper@13.8.7,ha,ha,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/zookeeper/13.8.7/revisions/ha/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/bitnami-zookeeper-13.8.7-ha/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
cloudnative-pg/cloudnative-pg@0.28.2,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/cloudnative-pg/cloudnative-pg/0.28.2/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/cloudnative-pg-cloudnative-pg-0.28.2-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/cloudnative-pg-cloudnative-pg-default/receipt.yaml
cloudnative-pg/cloudnative-pg@0.28.2,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,missing,fail,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/cloudnative-pg/cloudnative-pg/0.28.2/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/cloudnative-pg-cloudnative-pg-0.28.2-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
coredns/coredns@1.45.2,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/coredns/coredns/1.45.2/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/coredns-coredns-1.45.2-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
crossplane-stable/crossplane@2.3.1,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/crossplane-stable/crossplane/2.3.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/crossplane-stable-crossplane-2.3.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
descheduler/descheduler@0.36.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/descheduler/descheduler/0.36.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/descheduler-descheduler-0.36.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/descheduler-descheduler-default/receipt.yaml
dex/dex@0.24.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,fail,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/dex/dex/0.24.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/dex-dex-0.24.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
elastic/eck-operator@3.4.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/elastic/eck-operator/3.4.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/elastic-eck-operator-3.4.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/elastic-eck-operator-default/receipt.yaml
elastic/eck-operator@3.4.0,ha,ha,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/elastic/eck-operator/3.4.0/revisions/ha/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/elastic-eck-operator-3.4.0-ha/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
elastic/eck-operator@3.4.0,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/elastic/eck-operator/3.4.0/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/elastic-eck-operator-3.4.0-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
elastic/filebeat@8.5.1,default,default,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/elastic/filebeat/8.5.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/elastic-filebeat-8.5.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
elastic/filebeat@8.5.1,node-or-cluster-collector,node-or-cluster-collector,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/elastic/filebeat/8.5.1/revisions/node-or-cluster-collector/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/elastic-filebeat-8.5.1-node-or-cluster-collector/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
elastic/kibana@8.5.1,default,default,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/elastic/kibana/8.5.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/elastic-kibana-8.5.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
elastic/logstash@8.5.1,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/elastic/logstash/8.5.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/elastic-logstash-8.5.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/elastic-logstash-default/receipt.yaml
elastic/logstash@8.5.1,ha,ha,base-variant,chart-or-base,pass,missing,missing,missing,fail,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/elastic/logstash/8.5.1/revisions/ha/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/elastic-logstash-8.5.1-ha/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
elastic/metricbeat@8.5.1,default,default,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/elastic/metricbeat/8.5.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/elastic-metricbeat-8.5.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
external-dns/external-dns@1.21.1,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/external-dns/external-dns/1.21.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/external-dns-external-dns-1.21.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
external-dns/external-dns@1.21.1,dry-run-txt-registry,dry-run-txt-registry,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/external-dns/external-dns/1.21.1/revisions/dry-run-txt-registry/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/external-dns-external-dns-1.21.1-dry-run-txt-registry/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/external-dns-external-dns-dry-run-txt-registry/receipt.yaml
external-dns/external-dns@1.21.1,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/external-dns/external-dns/1.21.1/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/external-dns-external-dns-1.21.1-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
external-secrets/external-secrets@2.5.0,default,default,base-variant,chart-or-base,pass,pass,pass,pass,pass,none,recipes/external-secrets/external-secrets/2.5.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/external-secrets-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/external-secrets-default/observation-receipt.json | runs/live-helm-confighub-compare/external-secrets-external-secrets-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/external-secrets-external-secrets-default/receipt.yaml | runs/live-kind-parity/external-secrets-external-secrets-default/receipt.yaml
external-secrets/external-secrets@2.5.0,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,blocked,fail,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/external-secrets/external-secrets/2.5.0/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/external-secrets-external-secrets-2.5.0-no-crds/observation-receipt.yaml | data/runtime-gitops/receipts/external-secrets-external-secrets/no-crds/latest.yaml | no live Helm vs ConfigHub dual-deploy comparison receipt | runs/live-kind-parity/external-secrets-external-secrets-no-crds/receipt.yaml
fairwinds-stable/goldilocks@10.3.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/fairwinds-stable/goldilocks/10.3.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/fairwinds-stable-goldilocks-10.3.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
fairwinds-stable/vpa@4.11.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/fairwinds-stable/vpa/4.11.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/fairwinds-stable-vpa-4.11.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
fairwinds-stable/vpa@4.11.0,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,missing,blocked,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/fairwinds-stable/vpa/4.11.0/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/fairwinds-stable-vpa-4.11.0-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
falcosecurity/falco@9.0.0,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/falcosecurity/falco/9.0.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/falcosecurity-falco-9.0.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
falcosecurity/falcosidekick@0.13.1,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/falcosecurity/falcosidekick/0.13.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/falcosecurity-falcosidekick-0.13.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
fluent/fluent-bit@0.57.6,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/fluent/fluent-bit/0.57.6/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/fluent-fluent-bit-0.57.6-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
fluent/fluentd@0.5.3,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/fluent/fluentd/0.5.3/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/fluent-fluentd-0.5.3-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
gatekeeper/gatekeeper@3.22.2,default,default,base-variant,chart-or-base,pass,missing,missing,missing,pass,confighub_upload_variant_scan_safe_ops;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/gatekeeper/gatekeeper/3.22.2/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/gatekeeper-gatekeeper-3.22.2-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
gatekeeper/gatekeeper@3.22.2,no-crds,no-crds,base-variant,chart-or-base,pass,missing,missing,missing,fail,confighub_upload_variant_scan_safe_ops;local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/gatekeeper/gatekeeper/3.22.2/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/gatekeeper-gatekeeper-3.22.2-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
