chart,version,package_path,installer_yaml,installer_oci_ref,publication_status,publication_receipt,published_digest,default_base,bases,base_count,rendered_yaml_paths,rendered_yaml_sha256s,external_requires_count,collector,transformers,public_catalog,proof_surface,chart_page,matrix_rows,setup_command,inspect_command,list_command
elastic/eck-operator,3.4.0,packages/elastic/eck-operator/3.4.0,packages/elastic/eck-operator/3.4.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-eck-operator:3.4.0,published-receipt,runs/installer-oci/elastic-eck-operator/3.4.0/installer-package-publication-receipt.yaml,cd2b877729df1a9078e0613afd43eebbc5093cb4040dc975d6ba6295155d073d,default,default;ha;no-crds,3,packages/elastic/eck-operator/3.4.0/bases/default/upstream.yaml;packages/elastic/eck-operator/3.4.0/bases/ha/upstream.yaml;packages/elastic/eck-operator/3.4.0/bases/no-crds/upstream.yaml,11bd8f291f9da0611bf6795dbbbe41a9e4e5ae9fe4cd58e9bad69dd883aee278;20bc4c9cdd28f35aa9c1f646c0af7bc092faac39f8ce3e3606861b98789ee54a;6da1150ac5e27b67009e5c20dddf061a5a92af72adfc4551a866fa0d28e23a87,0,no,0,yes,next80-proof-grade,site/charts/elastic-eck-operator-3-4-0.html,4,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-eck-operator:3.4.0 --base default --work-dir .tmp/demo/elastic-eck-operator-3-4-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-eck-operator:3.4.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-eck-operator
elastic/filebeat,8.5.1,packages/elastic/filebeat/8.5.1,packages/elastic/filebeat/8.5.1/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-filebeat:8.5.1,published-receipt,runs/installer-oci/elastic-filebeat/8.5.1/installer-package-publication-receipt.yaml,95bc33c6d25dededed894c19f91e62d96fed2ece5ad24449a894f0f0b82eb003,default,default;node-or-cluster-collector,2,packages/elastic/filebeat/8.5.1/bases/default/upstream.yaml;packages/elastic/filebeat/8.5.1/bases/node-or-cluster-collector/upstream.yaml,690fcc3d2e2d1019f35b7d9ec64ba0783b4dc445a2060c400d49dae6a251e020;690fcc3d2e2d1019f35b7d9ec64ba0783b4dc445a2060c400d49dae6a251e020,4,yes,0,yes,next80-proof-grade,site/charts/elastic-filebeat-8-5-1.html,7,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-filebeat:8.5.1 --base default --work-dir .tmp/demo/elastic-filebeat-8-5-1-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-filebeat:8.5.1,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-filebeat
elastic/kibana,8.5.1,packages/elastic/kibana/8.5.1,packages/elastic/kibana/8.5.1/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-kibana:8.5.1,published-receipt,runs/installer-oci/elastic-kibana/8.5.1/installer-package-publication-receipt.yaml,d5b3718e4dfcbd0e0aa19b7e9924711311eb4904ca20d321a188f2d1044a92d9,default,default,1,packages/elastic/kibana/8.5.1/bases/default/upstream.yaml,3c0e03c571ed6c5635edd63244a0085634a30bd73e011e2db802c9d1c63b0cb3,0,no,0,yes,next80-proof-grade,site/charts/elastic-kibana-8-5-1.html,5,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-kibana:8.5.1 --base default --work-dir .tmp/demo/elastic-kibana-8-5-1-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-kibana:8.5.1,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-kibana
elastic/logstash,8.5.1,packages/elastic/logstash/8.5.1,packages/elastic/logstash/8.5.1/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-logstash:8.5.1,published-receipt,runs/installer-oci/elastic-logstash/8.5.1/installer-package-publication-receipt.yaml,83975cfa57b676362b21dc888072d70ae569ab4503ca2e72d170d8e5a19e2bd3,default,default;ha,2,packages/elastic/logstash/8.5.1/bases/default/upstream.yaml;packages/elastic/logstash/8.5.1/bases/ha/upstream.yaml,1bb5971d54f2bb9fd05ffe69b339261a9c31e8b81eeba48064a9dbc337fe5ecd;d65903a7c75f9e3cdaed333b6a2daddcca45d3cc7f80ff09e6b7972a90c3aa70,1,yes,0,yes,next80-proof-grade,site/charts/elastic-logstash-8-5-1.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-logstash:8.5.1 --base default --work-dir .tmp/demo/elastic-logstash-8-5-1-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-logstash:8.5.1,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-logstash
elastic/metricbeat,8.5.1,packages/elastic/metricbeat/8.5.1,packages/elastic/metricbeat/8.5.1/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-metricbeat:8.5.1,published-receipt,runs/installer-oci/elastic-metricbeat/8.5.1/installer-package-publication-receipt.yaml,1ff5a1bfab7deb2f18d4a44644527ff1b969134f0342e33fb5b2a3fd62c67c80,default,default,1,packages/elastic/metricbeat/8.5.1/bases/default/upstream.yaml,805a258f07a07f1cdef0ee45ee427a06e28cc18380e52368840efeb7b672e939,2,yes,0,yes,next80-proof-grade,site/charts/elastic-metricbeat-8-5-1.html,4,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-metricbeat:8.5.1 --base default --work-dir .tmp/demo/elastic-metricbeat-8-5-1-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-metricbeat:8.5.1,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-metricbeat
external-dns/external-dns,1.21.1,packages/external-dns/external-dns/1.21.1,packages/external-dns/external-dns/1.21.1/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-dns-external-dns:1.21.1,published-receipt,runs/installer-oci/external-dns-external-dns/1.21.1/installer-package-publication-receipt.yaml,e988e84b50eb145af6d13f9159c6fb77a02e020b6f55ec6b847e82ad75362a7f,default,default;no-crds;dry-run-txt-registry,3,packages/external-dns/external-dns/1.21.1/bases/default/upstream.yaml;packages/external-dns/external-dns/1.21.1/bases/no-crds/upstream.yaml;packages/external-dns/external-dns/1.21.1/bases/dry-run-txt-registry/upstream.yaml,764caa006e0e36ed1ad27659090d71a9ca5ff4d671962684b49500971c57ee74;1479961761882b58c3cfcb955197ae178c15def12065e35b72023c25ac1dd7cf;8e3b831abefa8ca2b8754e4beb16fbc1e369965dc95b8f83e1de76cd8f2a3e62,0,no,0,yes,next80-proof-grade,site/charts/external-dns-external-dns-1-21-1.html,6,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-dns-external-dns:1.21.1 --base default --work-dir .tmp/demo/external-dns-external-dns-1-21-1-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-dns-external-dns:1.21.1,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-dns-external-dns
external-secrets/external-secrets,2.5.0,packages/external-secrets/external-secrets/2.5.0,packages/external-secrets/external-secrets/2.5.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.5.0,published-receipt,runs/installer-oci/external-secrets-external-secrets/2.5.0/installer-package-publication-receipt.yaml,1f4e5b986a37206d61120c82456eaff8b6c5b1ae0f1ef810aa5dbed89c56ea91,default,default;no-crds,2,packages/external-secrets/external-secrets/2.5.0/bases/default/upstream.yaml;packages/external-secrets/external-secrets/2.5.0/bases/no-crds/upstream.yaml,f1c832a9af788c9d2a7a0b066d76a7d8af253d83f5b0fa39c1aa91271230d3db;da5857fba93e0394594d7e072b31e3cf28985392b5cc0443730a23b722d7670b,25,yes,4,yes,top20-catalog-supported,site/charts/external-secrets-external-secrets-2-5-0.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.5.0 --base default --work-dir .tmp/demo/external-secrets-external-secrets-2-5-0-default --non-interactive --namespace external-secrets,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.5.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets
external-secrets/external-secrets,2.7.0,packages/external-secrets/external-secrets/2.7.0,packages/external-secrets/external-secrets/2.7.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.7.0,published-receipt,runs/installer-oci/external-secrets-external-secrets/2.7.0/installer-package-publication-receipt.yaml,42ee5df4017453a1e3d0ea07d6430d0b258d5e0599c86a5d5d6b48896b5abde4,default,default;no-crds,2,packages/external-secrets/external-secrets/2.7.0/bases/default/upstream.yaml;packages/external-secrets/external-secrets/2.7.0/bases/no-crds/upstream.yaml,33f0d74470d5f0a3affc7589a1929d5dc6cd1a30b557ccfb624545820a0a0d11;63eae27464b7c2c352d5b4fd8c1c7aa21c6e04cf024ca530206b0f6b2d9819d1,26,yes,4,no,,,0,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.7.0 --base default --work-dir .tmp/demo/external-secrets-external-secrets-2-7-0-default --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.7.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets
external-secrets/external-secrets,2.8.0,packages/external-secrets/external-secrets/2.8.0,packages/external-secrets/external-secrets/2.8.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.8.0,published-receipt,runs/installer-oci/external-secrets-external-secrets/2.8.0/installer-package-publication-receipt.yaml,4cb4c3e9dd71329332f7757b33ac5d9980d6ed5a33153d6eb85b2f145bfb1f78,default,default;no-crds,2,packages/external-secrets/external-secrets/2.8.0/bases/default/upstream.yaml;packages/external-secrets/external-secrets/2.8.0/bases/no-crds/upstream.yaml,bb3555fb22fc50b3cebf8a96068d20a887fcf58fc52cb3785704928cdaf40be3;75ce0bfaa1c4ed14044edbd406eaa256987967a395676e2902a280e9abfa3304,27,yes,4,no,,,0,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.8.0 --base default --work-dir .tmp/demo/external-secrets-external-secrets-2-8-0-default --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets:2.8.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/external-secrets-external-secrets
fairwinds-stable/goldilocks,10.3.0,packages/fairwinds-stable/goldilocks/10.3.0,packages/fairwinds-stable/goldilocks/10.3.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fairwinds-stable-goldilocks:10.3.0,published-receipt,runs/installer-oci/fairwinds-stable-goldilocks/10.3.0/installer-package-publication-receipt.yaml,1ccb876ce49d490494141334c674ec6da4f46accbea5f1bdda5f59a20454b68a,default,default,1,packages/fairwinds-stable/goldilocks/10.3.0/bases/default/upstream.yaml,5939f53dfe4e6c888630fc4c30fcc478e4786a56cb0092139c418510da17d7a5,0,no,0,yes,next80-proof-grade,site/charts/fairwinds-stable-goldilocks-10-3-0.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fairwinds-stable-goldilocks:10.3.0 --base default --work-dir .tmp/demo/fairwinds-stable-goldilocks-10-3-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fairwinds-stable-goldilocks:10.3.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fairwinds-stable-goldilocks
fairwinds-stable/vpa,4.11.0,packages/fairwinds-stable/vpa/4.11.0,packages/fairwinds-stable/vpa/4.11.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fairwinds-stable-vpa:4.11.0,published-receipt,runs/installer-oci/fairwinds-stable-vpa/4.11.0/installer-package-publication-receipt.yaml,eeac04c6aef9e85d0bc8d789a78a641267ce88f6f7d6129b5621fa76c55ee6d3,default,default;no-crds,2,packages/fairwinds-stable/vpa/4.11.0/bases/default/upstream.yaml;packages/fairwinds-stable/vpa/4.11.0/bases/no-crds/upstream.yaml,9fc49375853347271950b87624ed5215a97a56370dc361b14d22f7efb157a48b;bf99b3e1df92e9ba5da5ab284c98749da9618c5c55358dff3021639057119187,4,yes,0,yes,next80-proof-grade,site/charts/fairwinds-stable-vpa-4-11-0.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fairwinds-stable-vpa:4.11.0 --base default --work-dir .tmp/demo/fairwinds-stable-vpa-4-11-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fairwinds-stable-vpa:4.11.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fairwinds-stable-vpa
falcosecurity/falco,9.0.0,packages/falcosecurity/falco/9.0.0,packages/falcosecurity/falco/9.0.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/falcosecurity-falco:9.0.0,published-receipt,runs/installer-oci/falcosecurity-falco/9.0.0/installer-package-publication-receipt.yaml,a519fcb3bb6edf83336ad98da88745645597448bd6514358b40993ba4eb6ee9b,default,default,1,packages/falcosecurity/falco/9.0.0/bases/default/upstream.yaml,e417f53227667413d5d51b89157f00c603af2cd613e282816c27df69408f7648,0,no,0,yes,next80-proof-grade,site/charts/falcosecurity-falco-9-0-0.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/falcosecurity-falco:9.0.0 --base default --work-dir .tmp/demo/falcosecurity-falco-9-0-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/falcosecurity-falco:9.0.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/falcosecurity-falco
falcosecurity/falcosidekick,0.13.1,packages/falcosecurity/falcosidekick/0.13.1,packages/falcosecurity/falcosidekick/0.13.1/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/falcosecurity-falcosidekick:0.13.1,published-receipt,runs/installer-oci/falcosecurity-falcosidekick/0.13.1/installer-package-publication-receipt.yaml,f4aef20f7e695a5fc58795613158b54bda2fd086357d8d7cf353caab4a612047,default,default,1,packages/falcosecurity/falcosidekick/0.13.1/bases/default/upstream.yaml,7a657f26e36fdc7b72d0ec1ba0831010739e3f84677af99e7397a500a414d0b4,0,no,0,yes,next80-proof-grade,site/charts/falcosecurity-falcosidekick-0-13-1.html,2,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/falcosecurity-falcosidekick:0.13.1 --base default --work-dir .tmp/demo/falcosecurity-falcosidekick-0-13-1-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/falcosecurity-falcosidekick:0.13.1,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/falcosecurity-falcosidekick
fluent/fluent-bit,0.57.6,packages/fluent/fluent-bit/0.57.6,packages/fluent/fluent-bit/0.57.6/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fluent-fluent-bit:0.57.6,published-receipt,runs/installer-oci/fluent-fluent-bit/0.57.6/installer-package-publication-receipt.yaml,927d51336074709b3466f6ec458392d5b590073ff38953c4b7a524e65a63a90d,default,default,1,packages/fluent/fluent-bit/0.57.6/bases/default/upstream.yaml,464d9136c0ba9e845fd81c1dbea556e717d47930d7cb58755de67ead7f8f2a2b,0,no,0,yes,next80-proof-grade,site/charts/fluent-fluent-bit-0-57-6.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fluent-fluent-bit:0.57.6 --base default --work-dir .tmp/demo/fluent-fluent-bit-0-57-6-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fluent-fluent-bit:0.57.6,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fluent-fluent-bit
fluent/fluentd,0.5.3,packages/fluent/fluentd/0.5.3,packages/fluent/fluentd/0.5.3/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fluent-fluentd:0.5.3,published-receipt,runs/installer-oci/fluent-fluentd/0.5.3/installer-package-publication-receipt.yaml,73e36b924e73bb87db5c7c1fbac81cb593724cbde6618c7cd6c20aef3a2ce8c9,default,default,1,packages/fluent/fluentd/0.5.3/bases/default/upstream.yaml,9d7c1ec5d0f201623aa61a0fa2adcb477bac4b7366f5a9b87d9b4a3754c2491a,0,no,0,yes,next80-proof-grade,site/charts/fluent-fluentd-0-5-3.html,4,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fluent-fluentd:0.5.3 --base default --work-dir .tmp/demo/fluent-fluentd-0-5-3-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fluent-fluentd:0.5.3,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/fluent-fluentd
gatekeeper/gatekeeper,3.22.2,packages/gatekeeper/gatekeeper/3.22.2,packages/gatekeeper/gatekeeper/3.22.2/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/gatekeeper-gatekeeper:3.22.2,published-receipt,runs/installer-oci/gatekeeper-gatekeeper/3.22.2/installer-package-publication-receipt.yaml,93f4fd6fd457c859f1d391321e420ae938693dd2711e4baf5fa49454d6832f40,default,default;no-crds,2,packages/gatekeeper/gatekeeper/3.22.2/bases/default/upstream.yaml;packages/gatekeeper/gatekeeper/3.22.2/bases/no-crds/upstream.yaml,757e7fe97f5331bd964463ed228d147bdc090f3bb6d7c34b319522124efd2e5d;ab5488411d047ab53e8c5c5cece3730c66ce7c8f9cb3ff9da1135d64eca97e1c,17,yes,0,yes,next80-proof-grade,site/charts/gatekeeper-gatekeeper-3-22-2.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/gatekeeper-gatekeeper:3.22.2 --base default --work-dir .tmp/demo/gatekeeper-gatekeeper-3-22-2-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/gatekeeper-gatekeeper:3.22.2,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/gatekeeper-gatekeeper
gitlab/gitlab-runner,0.89.0,packages/gitlab/gitlab-runner/0.89.0,packages/gitlab/gitlab-runner/0.89.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/gitlab-gitlab-runner:0.89.0,published-receipt,runs/installer-oci/gitlab-gitlab-runner/0.89.0/installer-package-publication-receipt.yaml,e14db565ea0b5e569dcb29d5854158da33e0c003bb46a61af64596dc14232d4e,default,default,1,packages/gitlab/gitlab-runner/0.89.0/bases/default/upstream.yaml,ad0d78b72ba8c9c6d896ee2faf620db82e9c52d2794f3dbbcbe6f3705c43d95e,0,no,0,yes,next80-proof-grade,site/charts/gitlab-gitlab-runner-0-89-0.html,5,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/gitlab-gitlab-runner:0.89.0 --base default --work-dir .tmp/demo/gitlab-gitlab-runner-0-89-0-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/gitlab-gitlab-runner:0.89.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/gitlab-gitlab-runner
grafana/alloy,1.11.0,packages/grafana/alloy/1.11.0,packages/grafana/alloy/1.11.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-alloy:1.11.0,published-receipt,runs/installer-oci/grafana-alloy/1.11.0/installer-package-publication-receipt.yaml,1c852abf30f2d7c4e801f923f8feab4c620e51603c4a00a57f3fb3a99dd0112b,default,default,1,packages/grafana/alloy/1.11.0/bases/default/upstream.yaml,d6e75fca48c764892e27664e0137148e30e34428763f411ef4eca669720e2ba6,0,no,0,no,,,0,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-alloy:1.11.0 --base default --work-dir .tmp/demo/grafana-alloy-1-11-0-default --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-alloy:1.11.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-alloy
grafana/alloy,1.8.2,packages/grafana/alloy/1.8.2,packages/grafana/alloy/1.8.2/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-alloy:1.8.2,published-receipt,runs/installer-oci/grafana-alloy/1.8.2/installer-package-publication-receipt.yaml,ca3141104f9da7a56a4b5ac332ea2018dd73309c7bf448e99221fd2b4c92a725,default,default;no-crds,2,packages/grafana/alloy/1.8.2/bases/default/upstream.yaml;packages/grafana/alloy/1.8.2/bases/no-crds/upstream.yaml,984319325f620b099f091df4c45ef851f0dd7593526f146d5271dbf477f7f37b;3284915e4cee6101e8279e10a5ef11937e6d860b01b95549079d809f64a17e22,0,no,0,yes,next80-proof-grade,site/charts/grafana-alloy-1-8-2.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-alloy:1.8.2 --base default --work-dir .tmp/demo/grafana-alloy-1-8-2-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-alloy:1.8.2,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-alloy
grafana/grafana,10.5.15,packages/grafana/grafana/10.5.15,packages/grafana/grafana/10.5.15/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-grafana:10.5.15,published-receipt,runs/installer-oci/grafana-grafana/10.5.15/installer-package-publication-receipt.yaml,8b30df5ee79a265b613e696b16450bd304557454a2faea12a4cc779784fa11ed,existing-secret-ingress,static-passwords;existing-secret-ingress,2,packages/grafana/grafana/10.5.15/bases/static-passwords/upstream.yaml;packages/grafana/grafana/10.5.15/bases/existing-secret-ingress/upstream.yaml,893351c9b8cad0a10b0176a946bf514a76c5895bdb2d88a31bdd53a94288066d;04b1fc4abd47d12c2eef1e06e7f4dc7cb2dd6ffd639a7a8967bda1c98a00fb60,1,yes,1,yes,top20-catalog-supported,site/charts/grafana-grafana-10-5-15.html,5,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-grafana:10.5.15 --base existing-secret-ingress --work-dir .tmp/demo/grafana-grafana-10-5-15-existing-secret-ingress --non-interactive --namespace grafana,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-grafana:10.5.15,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-grafana
grafana/loki,7.0.0,packages/grafana/loki/7.0.0,packages/grafana/loki/7.0.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-loki:7.0.0,published-receipt,runs/installer-oci/grafana-loki/7.0.0/installer-package-publication-receipt.yaml,811e4991d8fc6afad30e30b87ebd1a56fe15a9c331882c99bd0221cee2bd9126,single-binary-filesystem,single-binary-filesystem;simple-scalable-minio,2,packages/grafana/loki/7.0.0/bases/single-binary-filesystem/upstream.yaml;packages/grafana/loki/7.0.0/bases/simple-scalable-minio/upstream.yaml,6c1e4c38271f2c48cb66ac6e39be8643524e774fec8cf363875c66bf3ea2bb30;91787d0999a776a5b32de6fa06264eb4ba43bc520a66f82234a07cdf94c2f207,0,no,0,yes,top20-catalog-supported,site/charts/grafana-loki-7-0-0.html,3,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-loki:7.0.0 --base single-binary-filesystem --work-dir .tmp/demo/grafana-loki-7-0-0-single-binary-filesystem --non-interactive --namespace loki,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-loki:7.0.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-loki
grafana/loki,7.1.0,packages/grafana/loki/7.1.0,packages/grafana/loki/7.1.0/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-loki:7.1.0,published-receipt,runs/installer-oci/grafana-loki/7.1.0/installer-package-publication-receipt.yaml,bc46d26a4002b46b9073b1e7f2a61d38a96ecae9aa8c23d5e936c2985bc58204,default,default,1,packages/grafana/loki/7.1.0/bases/default/upstream.yaml,2e25c21e656867877b5211bfb1914d335806e76df455a78f72e7ec7f8bd8b9ff,0,no,0,no,,,0,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-loki:7.1.0 --base default --work-dir .tmp/demo/grafana-loki-7-1-0-default --non-interactive,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-loki:7.1.0,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-loki
grafana/promtail,6.17.1,packages/grafana/promtail/6.17.1,packages/grafana/promtail/6.17.1/installer.yaml,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-promtail:6.17.1,published-receipt,runs/installer-oci/grafana-promtail/6.17.1/installer-package-publication-receipt.yaml,9188545be328ef5274745f362eede9cf1610a38ca13ade9a254f613a5bee4f62,default,default,1,packages/grafana/promtail/6.17.1/bases/default/upstream.yaml,06ff3623536aeca2cb083040a0b0c22d6627e57cd6600f3f3482dd1e7d56eb35,0,no,0,yes,next80-proof-grade,site/charts/grafana-promtail-6-17-1.html,2,cub installer setup --pull oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-promtail:6.17.1 --base default --work-dir .tmp/demo/grafana-promtail-6-17-1-default --non-interactive --namespace default,cub installer inspect oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-promtail:6.17.1,cub installer list oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/grafana-promtail
