chart,base,rendered_secret_count,target_fact_secret_count,lifecycle_secret_count,user_secret_count,review_secret_count,overall_disposition,dispositions,roles,evidence,notes
minio-operator/operator@7.1.1,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/minio-operator/operator/7.1.1/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
minio-operator/tenant@7.1.1,default,1,0,0,0,1,delivered,delivered,secret-material-review,recipes/minio-operator/tenant/7.1.1/revisions/default/r001/rendered/release-objects.yaml,Secret handling is explicit for this base; read secrets.csv for per-Secret ownership.
nats/nack@0.34.0,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/nats/nack/0.34.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
nats/nack@0.34.0,no-crds,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/nats/nack/0.34.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
nats/nats@2.14.0,default,1,0,0,0,1,delivered,delivered,secret-material-review,recipes/nats/nats/2.14.0/revisions/default/r001/rendered/release-objects.yaml,Secret handling is explicit for this base; read secrets.csv for per-Secret ownership.
nats/nats@2.14.0,ha,1,0,0,0,1,delivered,delivered,secret-material-review,recipes/nats/nats/2.14.0/revisions/ha/r001/rendered/release-objects.yaml,Secret handling is explicit for this base; read secrets.csv for per-Secret ownership.
nats/surveyor@0.20.9,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/nats/surveyor/0.20.9/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
nats/surveyor@0.20.9,default-reviewed,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/nats/surveyor/0.20.9/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
nfs-subdir-external-provisioner/nfs-subdir-external-provisioner@4.0.18,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
open-telemetry/opentelemetry-operator@0.114.0,default,0,1,1,0,0,staged,staged,kubernetes-lifecycle-state,recipes/open-telemetry/opentelemetry-operator/0.114.0/variants/default/variant.yaml,Secret handling is explicit for this base; read secrets.csv for per-Secret ownership.
open-telemetry/opentelemetry-operator@0.114.0,no-crds,0,1,1,0,0,staged,staged,kubernetes-lifecycle-state,recipes/open-telemetry/opentelemetry-operator/0.114.0/variants/no-crds/variant.yaml,Secret handling is explicit for this base; read secrets.csv for per-Secret ownership.
opencost/opencost@2.5.21,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/opencost/opencost/2.5.21/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
percona/pg-operator@3.0.0,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/percona/pg-operator/3.0.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
percona/pg-operator@3.0.0,no-crds,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/percona/pg-operator/3.0.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
percona/psmdb-operator@1.22.0,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/percona/psmdb-operator/1.22.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
percona/psmdb-operator@1.22.0,no-crds,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/percona/psmdb-operator/1.22.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
percona/pxc-operator@1.19.1,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/percona/pxc-operator/1.19.1/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
percona/pxc-operator@1.19.1,no-crds,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/percona/pxc-operator/1.19.1/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
projectcalico/tigera-operator@v3.32.0,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/projectcalico/tigera-operator/v3.32.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
prometheus-community/alertmanager@1.37.0,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/prometheus-community/alertmanager/1.37.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
prometheus-community/alertmanager@1.37.0,ha,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/prometheus-community/alertmanager/1.37.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
prometheus-community/kube-prometheus-stack@85.3.3,default,2,1,1,1,1,observed,observed;staged,kubernetes-lifecycle-state;secret-material-review;user-credential-material,data/hook-lifecycle/receipts/prometheus-community-kube-prometheus-stack/default/latest.yaml;recipes/prometheus-community/kube-prometheus-stack/85.3.3/variants/default/variant.yaml,Secret handling is explicit for this base; read secrets.csv for per-Secret ownership.
prometheus-community/kube-prometheus-stack@85.3.3,no-crds,2,1,1,1,1,delivered-and-staged,delivered;staged,kubernetes-lifecycle-state;secret-material-review;user-credential-material,recipes/prometheus-community/kube-prometheus-stack/85.3.3/revisions/no-crds/r001/rendered/release-objects.yaml;recipes/prometheus-community/kube-prometheus-stack/85.3.3/variants/no-crds/variant.yaml,Secret handling is explicit for this base; read secrets.csv for per-Secret ownership.
prometheus-community/kube-state-metrics@7.4.0,cluster-metrics-readonly,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/prometheus-community/kube-state-metrics/7.4.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
prometheus-community/kube-state-metrics@7.4.0,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/prometheus-community/kube-state-metrics/7.4.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
prometheus-community/prometheus-adapter@5.3.0,cluster-metrics-readonly,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/prometheus-community/prometheus-adapter/5.3.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
prometheus-community/prometheus-adapter@5.3.0,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/prometheus-community/prometheus-adapter/5.3.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
prometheus-community/prometheus-blackbox-exporter@11.10.0,cluster-metrics-readonly,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/prometheus-community/prometheus-blackbox-exporter/11.10.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
prometheus-community/prometheus-blackbox-exporter@11.10.0,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/prometheus-community/prometheus-blackbox-exporter/11.10.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
prometheus-community/prometheus-node-exporter@4.55.0,cluster-metrics-readonly,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/prometheus-community/prometheus-node-exporter/4.55.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
prometheus-community/prometheus-node-exporter@4.55.0,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/prometheus-community/prometheus-node-exporter/4.55.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
prometheus-community/prometheus-operator-crds@29.0.0,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/prometheus-community/prometheus-operator-crds/29.0.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
prometheus-community/prometheus-pushgateway@3.6.0,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/prometheus-community/prometheus-pushgateway/3.6.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
prometheus-community/prometheus@29.8.0,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/prometheus-community/prometheus/29.8.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
prometheus-community/prometheus@29.8.0,server-only-ephemeral,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/prometheus-community/prometheus/29.8.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
rook-release/rook-ceph-cluster@v1.19.5,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/rook-release/rook-ceph-cluster/v1.19.5/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
rook-release/rook-ceph@v1.19.5,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/rook-release/rook-ceph/v1.19.5/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
runix/pgadmin4@1.62.0,default,1,0,0,1,0,delivered,delivered,user-credential-material,recipes/runix/pgadmin4/1.62.0/revisions/default/r001/rendered/release-objects.yaml,Secret handling is explicit for this base; read secrets.csv for per-Secret ownership.
sealed-secrets/sealed-secrets@2.18.6,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/sealed-secrets/sealed-secrets/2.18.6/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
sealed-secrets/sealed-secrets@2.18.6,no-crds,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/sealed-secrets/sealed-secrets/2.18.6/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,sync-secret-rotation,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
stakater/reloader@2.2.12,controller-default-reviewed,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/stakater/reloader/2.2.12/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
stakater/reloader@2.2.12,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/stakater/reloader/2.2.12/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
strimzi/strimzi-kafka-operator@1.0.0,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/strimzi/strimzi-kafka-operator/1.0.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
strimzi/strimzi-kafka-operator@1.0.0,no-crds,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/strimzi/strimzi-kafka-operator/1.0.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
traefik/traefik@40.2.0,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/traefik/traefik/40.2.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
traefik/traefik@40.2.0,no-crds,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/traefik/traefik/40.2.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
velero/velero@12.0.1,default,1,0,0,0,1,delivered,delivered,secret-material-review,recipes/velero/velero/12.0.1/revisions/default/r001/rendered/release-objects.yaml,Secret handling is explicit for this base; read secrets.csv for per-Secret ownership.
velero/velero@12.0.1,no-crds,1,0,0,0,1,delivered,delivered,secret-material-review,recipes/velero/velero/12.0.1/revisions/no-crds/r001/rendered/release-objects.yaml,Secret handling is explicit for this base; read secrets.csv for per-Secret ownership.
vm/victoria-logs-single@0.12.5,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/vm/victoria-logs-single/0.12.5/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
vm/victoria-metrics-single@0.39.0,default,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/vm/victoria-metrics-single/0.39.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
vm/victoria-metrics-single@0.39.0,default-reviewed,0,0,0,0,0,not-applicable,not-applicable,not-applicable,recipes/vm/victoria-metrics-single/0.39.0/artifact-index.yaml,No rendered Secret or required target Secret is present in the committed artifact index for this base.
