name,source_type,source_name,source_version,source_selection,source_selection_kind,source_selection_provider,base,status,object_count,base_digest_role,object_digest,object_digest_role,source_record,objects,source_intent_status,materialization_status,inspection_evidence_state,inspection_result_state,materialization_evidence_state,materialization_result_state,destination_evidence_state,destination_result_state,post_deployment_evidence_state,post_deployment_result_state,flattening_verdict,lifecycle_requirements_status,route_intent_status,route_resolution_status,field_ownership_status,package_oci_ref,literal_config_oci_status,release_oci_status,policy_profile,resource_class,owner_class,change_cadence,classification_source,live_space
aicr-eks-h100-training-kubeflow-v0-14-0-argocd,aicr,eks-h100-training-kubeflow,v0.14.0,eks-h100-training-kubeflow,source-variant,NVIDIA AICR,argocd,partial,17,source-output-inventory,fc03b2950c81db63a4853424fcb30942e9ecf0e94e54f7474439421dcc254801,inventory-file,examples/aicr/eks-h100-training-kubeflow/argocd-oci-receipt.yaml,examples/aicr/eks-h100-training-kubeflow/argocd-rendered,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,flatten-with-routes,recorded,recorded,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aicr-eks-h100-training-kubeflow-argocd:0.14.0,public-anonymous-pull-proved,base-variant-uploaded,catalog-standard,system-configuration,platform-team,planned-platform-release,,
aicr-eks-h100-training-kubeflow-v0-14-0-base,aicr,eks-h100-training-kubeflow,v0.14.0,eks-h100-training-kubeflow,source-variant,NVIDIA AICR,base,partial,29,source-output-inventory,6d3e39557e3274037fc57cc1ba437ea3c96d0b4f72effc7b037608bb44488104,inventory-file,examples/aicr/eks-h100-training-kubeflow/generation-receipt.yaml,examples/aicr/eks-h100-training-kubeflow/flux-oci-bundle,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,recorded,awaits-variant-and-target,partly-declared,,local-only,not-run,catalog-standard,system-configuration,platform-team,planned-platform-release,,
aicr-eks-h100-training-kubeflow-v0-19-0-argocd,aicr,eks-h100-training-kubeflow,v0.19.0,h100-eks-ubuntu-training-kubeflow,source-variant,NVIDIA AICR,argocd,partial,17,aicr-platform-index,0825f8ba4888da84810184289cb1b0e0313b11f8f7414a4e91bae37fff5b7b94,inventory-file,examples/aicr/eks-h100-training-kubeflow-v0-19-0/generation-receipt.yaml,examples/aicr/eks-h100-training-kubeflow-v0-19-0/argocd-rendered,recorded,captured,completed,available,completed,pass,blocked,blocked,not-run,not-run,flatten-with-routes,recorded,recorded,blocked,declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aicr-eks-h100-training-kubeflow-argocd:0.19.0,public-anonymous-pull-proved,published-and-pulled-by-digest,catalog-standard,system-configuration,platform-team,planned-platform-release,,
aicr-eks-h100-training-kubeflow-v0-20-0-argocd,aicr,eks-h100-training-kubeflow,v0.20.0,h100-eks-ubuntu-training-kubeflow,source-variant,NVIDIA AICR,argocd,partial,17,aicr-platform-index,f2a4f9e60e872bf2266a8dc89a239e704b0dd5f77a643c3bdf9561a088de99cc,inventory-file,examples/aicr/eks-h100-training-kubeflow-v0-20-0/generation-receipt.yaml,examples/aicr/eks-h100-training-kubeflow-v0-20-0/argocd-rendered,recorded,captured,completed,available,completed,pass,blocked,blocked,not-run,not-run,flatten-with-routes,recorded,recorded,blocked,declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aicr-eks-h100-training-kubeflow/aicr-bundle:0.20.0,public-anonymous-pull-proved,not-run,catalog-standard,system-configuration,platform-team,planned-platform-release,,
aqua-trivy-operator-0-32-1-default,helm,aqua/trivy-operator,0.32.1,default,catalog-preset,Config Workshop,default,available,33,helm-variant-revision,4728643a42924d6af2c0b2b4f1f616938c31b6271ed7e32bac2ce36e5e339a25,canonical-object-set,data/helm-render-intents/intents/aqua-trivy-operator-0-32-1-default.yaml,recipes/aqua/trivy-operator/0.32.1/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aqua-trivy-operator:0.32.1,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
aqua-trivy-operator-0-32-1-no-crds,helm,aqua/trivy-operator,0.32.1,no-crds,catalog-preset,Config Workshop,no-crds,available,0,helm-variant-revision,875c8aa838c2841aeda6fbd5ffe95e4f7e2c6a36d64194715bb4039aff0ed492,canonical-object-set,data/helm-render-intents/intents/aqua-trivy-operator-0-32-1-no-crds.yaml,recipes/aqua/trivy-operator/0.32.1/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aqua-trivy-operator:0.32.1,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
argo-cd-argo-cd-10-1-3-default,helm,argo-cd/argo-cd,10.1.3,default,catalog-preset,Config Workshop,default,available,55,helm-variant-revision,b2cbe21e58abbf285edb7710df9df299c93bb288293eed091ef7e24f83f850b5,canonical-object-set,data/helm-render-intents/intents/argo-cd-argo-cd-10-1-3-default.yaml,recipes/argo-cd/argo-cd/10.1.3/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/argo-cd-argo-cd:10.1.3,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
argo-cd-argo-cd-10-1-3-no-crds,helm,argo-cd/argo-cd,10.1.3,no-crds,catalog-preset,Config Workshop,no-crds,available,52,helm-variant-revision,813fb156368c0a1588c666c9870f07e5441347d11af65a9d349161109ae1a5da,canonical-object-set,data/helm-render-intents/intents/argo-cd-argo-cd-10-1-3-no-crds.yaml,recipes/argo-cd/argo-cd/10.1.3/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/argo-cd-argo-cd:10.1.3,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
argo-cd-argo-cd-10-2-1-default,helm,argo-cd/argo-cd,10.2.1,default,catalog-preset,Config Workshop,default,available,55,helm-variant-revision,a2ba05a7684443115b1516e1b01a03ebe845cdfcf956722539ae0d3f5bff8780,canonical-object-set,data/helm-render-intents/intents/argo-cd-argo-cd-10-2-1-default.yaml,recipes/argo-cd/argo-cd/10.2.1/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/argo-cd-argo-cd:10.2.1,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
argo-cd-argo-cd-10-2-1-no-crds,helm,argo-cd/argo-cd,10.2.1,no-crds,catalog-preset,Config Workshop,no-crds,available,52,helm-variant-revision,51d717634a2d0098d0791629aad974dc79b1ec0de68e4adfe00005de2003ca14,canonical-object-set,data/helm-render-intents/intents/argo-cd-argo-cd-10-2-1-no-crds.yaml,recipes/argo-cd/argo-cd/10.2.1/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/argo-cd-argo-cd:10.2.1,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
argo-cd-argo-cd-9-5-15-default,helm,argo-cd/argo-cd,9.5.15,default,catalog-preset,Config Workshop,default,available,49,helm-variant-revision,e52ddef5e56e347a8959dd1e8591e116479bf8aa8682c83e3753fe7355a38cc0,canonical-object-set,data/helm-render-intents/intents/argo-cd-argo-cd-9-5-15-default.yaml,recipes/argo-cd/argo-cd/9.5.15/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,flatten-with-routes,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/argo-cd-argo-cd:9.5.15,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
argo-cd-argo-cd-9-5-15-no-crds,helm,argo-cd/argo-cd,9.5.15,no-crds,catalog-preset,Config Workshop,no-crds,available,46,helm-variant-revision,23a51fb8ea2215b08a853bbb26698d80f58a5514b68d4f49cdcd870a8371fc71,canonical-object-set,data/helm-render-intents/intents/argo-cd-argo-cd-9-5-15-no-crds.yaml,recipes/argo-cd/argo-cd/9.5.15/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/argo-cd-argo-cd:9.5.15,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
argo-cd-argo-cd-9-5-17-default,helm,argo-cd/argo-cd,9.5.17,default,catalog-preset,Config Workshop,default,available,49,helm-variant-revision,e79d4daf30498e893d2dc41c736de2de1fe3ff3a4dc396212a86336143f80fa7,canonical-object-set,data/helm-render-intents/intents/argo-cd-argo-cd-9-5-17-default.yaml,recipes/argo-cd/argo-cd/9.5.17/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/argo-cd-argo-cd:9.5.17,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
argo-cd-argo-cd-9-5-17-no-crds,helm,argo-cd/argo-cd,9.5.17,no-crds,catalog-preset,Config Workshop,no-crds,available,46,helm-variant-revision,58d54d31b7e52f80c4a352f48a8828fc62fc31b8e2c8aea497f756ae5ce0f9ec,canonical-object-set,data/helm-render-intents/intents/argo-cd-argo-cd-9-5-17-no-crds.yaml,recipes/argo-cd/argo-cd/9.5.17/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/argo-cd-argo-cd:9.5.17,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
argo-cd-argo-events-2-4-21-default,helm,argo-cd/argo-events,2.4.21,default,catalog-preset,Config Workshop,default,available,9,helm-variant-revision,fe5c705f2f03410df75055542a79619c82947dafbf3f1c01c05eca2fc197503b,canonical-object-set,data/helm-render-intents/intents/argo-cd-argo-events-2-4-21-default.yaml,recipes/argo-cd/argo-events/2.4.21/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,flatten-with-routes,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/argo-cd-argo-events:2.4.21,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
argo-cd-argo-events-2-4-21-no-crds,helm,argo-cd/argo-events,2.4.21,no-crds,catalog-preset,Config Workshop,no-crds,available,0,helm-variant-revision,4858a0854eb393c136be157686a7417478ee33c88428452eaa21ad3fed65ad49,canonical-object-set,data/helm-render-intents/intents/argo-cd-argo-events-2-4-21-no-crds.yaml,recipes/argo-cd/argo-events/2.4.21/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/argo-cd-argo-events:2.4.21,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
argo-cd-argo-rollouts-2-40-9-default,helm,argo-cd/argo-rollouts,2.40.9,default,catalog-preset,Config Workshop,default,available,14,helm-variant-revision,cd696130d24a1a676d5bc1abb9978ff10d6d4e6e072655c6ef275453b1e85e47,canonical-object-set,data/helm-render-intents/intents/argo-cd-argo-rollouts-2-40-9-default.yaml,recipes/argo-cd/argo-rollouts/2.40.9/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,flatten-with-routes,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/argo-cd-argo-rollouts:2.40.9,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
argo-cd-argo-rollouts-2-40-9-no-crds,helm,argo-cd/argo-rollouts,2.40.9,no-crds,catalog-preset,Config Workshop,no-crds,available,0,helm-variant-revision,6facde581531cc4995b342bf9b3614f4c73f5c8d9ba057ae92895db6c3813dd7,canonical-object-set,data/helm-render-intents/intents/argo-cd-argo-rollouts-2-40-9-no-crds.yaml,recipes/argo-cd/argo-rollouts/2.40.9/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/argo-cd-argo-rollouts:2.40.9,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
argo-cd-argo-workflows-1-0-14-controller-default-reviewed,helm,argo-cd/argo-workflows,1.0.14,controller-default-reviewed,catalog-preset,Config Workshop,controller-default-reviewed,available,19,helm-variant-revision,677516f7d311ffdfcf7a4b424585cada43ba104af51ef7e283c575d8279c16bc,canonical-object-set,data/helm-render-intents/intents/argo-cd-argo-workflows-1-0-14-controller-default-reviewed.yaml,recipes/argo-cd/argo-workflows/1.0.14/revisions/controller-default-reviewed/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,recorded,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/argo-cd-argo-workflows:1.0.14,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
argo-cd-argo-workflows-1-0-14-default,helm,argo-cd/argo-workflows,1.0.14,default,catalog-preset,Config Workshop,default,available,19,helm-variant-revision,677516f7d311ffdfcf7a4b424585cada43ba104af51ef7e283c575d8279c16bc,canonical-object-set,data/helm-render-intents/intents/argo-cd-argo-workflows-1-0-14-default.yaml,recipes/argo-cd/argo-workflows/1.0.14/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,recorded,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/argo-cd-argo-workflows:1.0.14,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
argo-cd-argo-workflows-1-0-14-minimal-crds,helm,argo-cd/argo-workflows,1.0.14,minimal-crds,catalog-preset,Config Workshop,minimal-crds,available,0,helm-variant-revision,8c1919f7c1841fb4dbaf12f2d110c82e4426e8e766310cc850efe81d2fb2fd4b,canonical-object-set,data/helm-render-intents/intents/argo-cd-argo-workflows-1-0-14-minimal-crds.yaml,recipes/argo-cd/argo-workflows/1.0.14/revisions/minimal-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/argo-cd-argo-workflows:1.0.14,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
argo-cd-argocd-image-updater-1-2-2-default,helm,argo-cd/argocd-image-updater,1.2.2,default,catalog-preset,Config Workshop,default,available,11,helm-variant-revision,0b3646b69dab9a21cad5cbc550a95ffb9ac4be833cc2d076b1fd12cbe4e4eaf2,canonical-object-set,data/helm-render-intents/intents/argo-cd-argocd-image-updater-1-2-2-default.yaml,recipes/argo-cd/argocd-image-updater/1.2.2/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,flatten-with-routes,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/argo-cd-argocd-image-updater:1.2.2,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
autoscaler-cluster-autoscaler-9-57-0-controller-default-reviewed,helm,autoscaler/cluster-autoscaler,9.57.0,controller-default-reviewed,catalog-preset,Config Workshop,controller-default-reviewed,available,8,helm-variant-revision,b89d1d1b0acbcfc12528c4aa8b29451000eb5734e04818aeedabf713c958837a,canonical-object-set,data/helm-render-intents/intents/autoscaler-cluster-autoscaler-9-57-0-controller-default-reviewed.yaml,recipes/autoscaler/cluster-autoscaler/9.57.0/revisions/controller-default-reviewed/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/autoscaler-cluster-autoscaler:9.57.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
autoscaler-cluster-autoscaler-9-57-0-default,helm,autoscaler/cluster-autoscaler,9.57.0,default,catalog-preset,Config Workshop,default,available,7,helm-variant-revision,9e67f520b5c65ff34d72f8c85e4245c2d9d238b6da336112dfa272a060d69446,canonical-object-set,data/helm-render-intents/intents/autoscaler-cluster-autoscaler-9-57-0-default.yaml,recipes/autoscaler/cluster-autoscaler/9.57.0/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,safe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/autoscaler-cluster-autoscaler:9.57.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
autoscaler-vertical-pod-autoscaler-0-9-0-default,helm,autoscaler/vertical-pod-autoscaler,0.9.0,default,catalog-preset,Config Workshop,default,available,39,helm-variant-revision,9d7307f629bdc478fa0c9bc6646359976b96d0cfd549bd66c13442facfa57490,canonical-object-set,data/helm-render-intents/intents/autoscaler-vertical-pod-autoscaler-0-9-0-default.yaml,recipes/autoscaler/vertical-pod-autoscaler/0.9.0/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/autoscaler-vertical-pod-autoscaler:0.9.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
autoscaler-vertical-pod-autoscaler-0-9-0-no-crds,helm,autoscaler/vertical-pod-autoscaler,0.9.0,no-crds,catalog-preset,Config Workshop,no-crds,available,0,helm-variant-revision,874f8d5277136c7721ff190fc6993d2f3d4de6c990ca7828c5f5e3a08d48ccf6,canonical-object-set,data/helm-render-intents/intents/autoscaler-vertical-pod-autoscaler-0-9-0-no-crds.yaml,recipes/autoscaler/vertical-pod-autoscaler/0.9.0/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,not-assessed,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/autoscaler-vertical-pod-autoscaler:0.9.0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
aws-controllers-k8s-ec2-chart-1-18-4-default,helm,aws-controllers-k8s/ec2-chart,1.18.4,default,catalog-preset,Config Workshop,default,available,32,helm-variant-revision,f554824764fd9d781aaea445b728b209a93a190ccd8865ccdf235139377fcc59,canonical-object-set,data/helm-render-intents/intents/aws-controllers-k8s-ec2-chart-1-18-4-default.yaml,recipes/aws-controllers-k8s/ec2-chart/1.18.4/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,flatten-with-routes,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aws-controllers-k8s-ec2-chart:1.18.4,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
aws-controllers-k8s-ec2-chart-1-18-4-eks-inference,helm,aws-controllers-k8s/ec2-chart,1.18.4,eks-inference,catalog-preset,Config Workshop,eks-inference,available,32,helm-variant-revision,52eab19d8c3c6c160d3259bd15bc468fa31eb295238e0b428fda9e53b8514a7d,canonical-object-set,data/helm-render-intents/intents/aws-controllers-k8s-ec2-chart-1-18-4-eks-inference.yaml,recipes/aws-controllers-k8s/ec2-chart/1.18.4/revisions/eks-inference/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,flatten-with-routes,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aws-controllers-k8s-ec2-chart:1.18.4,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
aws-controllers-k8s-eks-chart-1-16-3-default,helm,aws-controllers-k8s/eks-chart,1.16.3,default,catalog-preset,Config Workshop,default,available,20,helm-variant-revision,3fe09ae2024abed56f4c85fa918c2950dc8fddc677cec46dc69b681cd43bc3a9,canonical-object-set,data/helm-render-intents/intents/aws-controllers-k8s-eks-chart-1-16-3-default.yaml,recipes/aws-controllers-k8s/eks-chart/1.16.3/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,flatten-with-routes,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aws-controllers-k8s-eks-chart:1.16.3,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
aws-controllers-k8s-eks-chart-1-16-3-eks-inference,helm,aws-controllers-k8s/eks-chart,1.16.3,eks-inference,catalog-preset,Config Workshop,eks-inference,available,20,helm-variant-revision,7fd0d6032acd22425401c38a877d2b949ec9c0e3e49da622c6d06c3fd2658e8e,canonical-object-set,data/helm-render-intents/intents/aws-controllers-k8s-eks-chart-1-16-3-eks-inference.yaml,recipes/aws-controllers-k8s/eks-chart/1.16.3/revisions/eks-inference/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,flatten-with-routes,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aws-controllers-k8s-eks-chart:1.16.3,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
aws-controllers-k8s-iam-chart-1-7-3-default,helm,aws-controllers-k8s/iam-chart,1.7.3,default,catalog-preset,Config Workshop,default,available,19,helm-variant-revision,350845a2ef277c599db5d4729da7c557505b39a6f6aec4be1e9d06dbb622243b,canonical-object-set,data/helm-render-intents/intents/aws-controllers-k8s-iam-chart-1-7-3-default.yaml,recipes/aws-controllers-k8s/iam-chart/1.7.3/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,flatten-with-routes,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aws-controllers-k8s-iam-chart:1.7.3,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
aws-controllers-k8s-iam-chart-1-7-3-eks-inference,helm,aws-controllers-k8s/iam-chart,1.7.3,eks-inference,catalog-preset,Config Workshop,eks-inference,available,19,helm-variant-revision,6f0442b679faf210cd45a2b44856acd2d96b675d5dc004f5b53f33677ec9c67d,canonical-object-set,data/helm-render-intents/intents/aws-controllers-k8s-iam-chart-1-7-3-eks-inference.yaml,recipes/aws-controllers-k8s/iam-chart/1.7.3/revisions/eks-inference/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,flatten-with-routes,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aws-controllers-k8s-iam-chart:1.7.3,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
aws-ebs-csi-driver-aws-ebs-csi-driver-2-60-1-default,helm,aws-ebs-csi-driver/aws-ebs-csi-driver,2.60.1,default,catalog-preset,Config Workshop,default,available,19,helm-variant-revision,ae9f0b30339870e7bab818ea4eb299e5393416b5efd5053dd5800017373bb3a7,canonical-object-set,data/helm-render-intents/intents/aws-ebs-csi-driver-aws-ebs-csi-driver-2-60-1-default.yaml,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aws-ebs-csi-driver-aws-ebs-csi-driver:2.60.1,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-apache-11-4-29-default,helm,bitnami/apache,11.4.29,default,catalog-preset,Config Workshop,default,available,5,helm-variant-revision,0b37f6d8ae27b5b341860619b89aa3d78e02d7bd01a2271fab216d4e65be047c,canonical-object-set,data/helm-render-intents/intents/bitnami-apache-11-4-29-default.yaml,recipes/bitnami/apache/11.4.29/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,safe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-apache:11.4.29,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
