chart,variant,lane,lane_label,recorded,disposition,derived,reason,next_action,owner
cloudnative-pg/cloudnative-pg@0.28.2,no-crds,gitops_oci_live,G,pass,pass,no,,,
cloudnative-pg/cloudnative-pg@0.28.2,no-crds,live_helm_vs_confighub_parity,P,pass,pass,no,,,
cloudnative-pg/cloudnative-pg@0.28.2,no-crds,two_cluster_kind_parity,K,pass,pass,no,,,
coredns/coredns@1.45.2,default,render_parity,R,pass,pass,no,,,
coredns/coredns@1.45.2,default,in_confighub,C,pass,pass,no,,,
coredns/coredns@1.45.2,default,local_live,L,pass,pass,no,,,
coredns/coredns@1.45.2,default,gitops_oci_live,G,pass,pass,no,,,
coredns/coredns@1.45.2,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
coredns/coredns@1.45.2,default,two_cluster_kind_parity,K,pass,pass,no,,,
crossplane-stable/crossplane@2.3.1,default,render_parity,R,pass,pass,no,,,
crossplane-stable/crossplane@2.3.1,default,in_confighub,C,pass,pass,no,,,
crossplane-stable/crossplane@2.3.1,default,local_live,L,pass,pass,no,,,
crossplane-stable/crossplane@2.3.1,default,gitops_oci_live,G,pass,pass,no,,,
crossplane-stable/crossplane@2.3.1,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
crossplane-stable/crossplane@2.3.1,default,two_cluster_kind_parity,K,pass,pass,no,,,
descheduler/descheduler@0.36.0,default,render_parity,R,pass,pass,no,,,
descheduler/descheduler@0.36.0,default,in_confighub,C,pass,pass,no,,,
descheduler/descheduler@0.36.0,default,local_live,L,pass,pass,no,,,
descheduler/descheduler@0.36.0,default,gitops_oci_live,G,pass,pass,no,,,
descheduler/descheduler@0.36.0,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
descheduler/descheduler@0.36.0,default,two_cluster_kind_parity,K,pass,pass,no,,,
dex/dex@0.24.0,default,render_parity,R,pass,pass,no,,,
dex/dex@0.24.0,default,in_confighub,C,pass,pass,no,,,
dex/dex@0.24.0,default,local_live,L,fail,fail,no,,,
dex/dex@0.24.0,default,gitops_oci_live,G,missing,blocked,yes,upstream: single-cluster local live failed; live lanes cannot make a green claim until it converges,fix or route the local-live failure first,either
dex/dex@0.24.0,default,live_helm_vs_confighub_parity,P,missing,blocked,yes,upstream: single-cluster local live failed; live lanes cannot make a green claim until it converges,fix or route the local-live failure first,either
dex/dex@0.24.0,default,two_cluster_kind_parity,K,missing,blocked,yes,upstream: single-cluster local live failed; live lanes cannot make a green claim until it converges,fix or route the local-live failure first,either
elastic/eck-operator@3.4.0,default,render_parity,R,pass,pass,no,,,
elastic/eck-operator@3.4.0,default,in_confighub,C,pass,pass,no,,,
elastic/eck-operator@3.4.0,default,local_live,L,pass,pass,no,,,
elastic/eck-operator@3.4.0,default,gitops_oci_live,G,pass,pass,no,,,
elastic/eck-operator@3.4.0,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
elastic/eck-operator@3.4.0,default,two_cluster_kind_parity,K,pass,pass,no,,,
elastic/eck-operator@3.4.0,ha,render_parity,R,pass,pass,no,,,
elastic/eck-operator@3.4.0,ha,in_confighub,C,pass,pass,no,,,
elastic/eck-operator@3.4.0,ha,local_live,L,pass,pass,no,,,
elastic/eck-operator@3.4.0,ha,gitops_oci_live,G,pass,pass,no,,,
elastic/eck-operator@3.4.0,ha,live_helm_vs_confighub_parity,P,pass,pass,no,,,
elastic/eck-operator@3.4.0,ha,two_cluster_kind_parity,K,pass,pass,no,,,
elastic/eck-operator@3.4.0,no-crds,render_parity,R,pass,pass,no,,,
elastic/eck-operator@3.4.0,no-crds,in_confighub,C,pass,pass,no,,,
elastic/eck-operator@3.4.0,no-crds,local_live,L,pass,pass,no,,,
elastic/eck-operator@3.4.0,no-crds,gitops_oci_live,G,pass,pass,no,,,
elastic/eck-operator@3.4.0,no-crds,live_helm_vs_confighub_parity,P,pass,pass,no,,,
elastic/eck-operator@3.4.0,no-crds,two_cluster_kind_parity,K,pass,pass,no,,,
elastic/filebeat@8.5.1,default,render_parity,R,pass,pass,no,,,
elastic/filebeat@8.5.1,default,in_confighub,C,pass,pass,no,,,
elastic/filebeat@8.5.1,default,local_live,L,blocked,blocked,no,,,
elastic/filebeat@8.5.1,default,gitops_oci_live,G,watch,watch,no,,,
elastic/filebeat@8.5.1,default,live_helm_vs_confighub_parity,P,watch,watch,no,,,
elastic/filebeat@8.5.1,default,two_cluster_kind_parity,K,blocked,blocked,no,,,
elastic/filebeat@8.5.1,node-or-cluster-collector,render_parity,R,pass,pass,no,,,
elastic/filebeat@8.5.1,node-or-cluster-collector,in_confighub,C,pass,pass,no,,,
elastic/filebeat@8.5.1,node-or-cluster-collector,local_live,L,blocked,blocked,no,,,
elastic/filebeat@8.5.1,node-or-cluster-collector,gitops_oci_live,G,watch,watch,no,,,
elastic/filebeat@8.5.1,node-or-cluster-collector,live_helm_vs_confighub_parity,P,watch,watch,no,,,
elastic/filebeat@8.5.1,node-or-cluster-collector,two_cluster_kind_parity,K,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
elastic/kibana@8.5.1,default,render_parity,R,pass,pass,no,,,
elastic/kibana@8.5.1,default,in_confighub,C,pass,pass,no,,,
elastic/kibana@8.5.1,default,local_live,L,blocked,blocked,no,,,
elastic/kibana@8.5.1,default,gitops_oci_live,G,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
elastic/kibana@8.5.1,default,live_helm_vs_confighub_parity,P,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
elastic/kibana@8.5.1,default,two_cluster_kind_parity,K,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
elastic/logstash@8.5.1,default,render_parity,R,pass,pass,no,,,
elastic/logstash@8.5.1,default,in_confighub,C,pass,pass,no,,,
elastic/logstash@8.5.1,default,local_live,L,pass,pass,no,,,
elastic/logstash@8.5.1,default,gitops_oci_live,G,pass,pass,no,,,
elastic/logstash@8.5.1,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
elastic/logstash@8.5.1,default,two_cluster_kind_parity,K,pass,pass,no,,,
elastic/logstash@8.5.1,ha,render_parity,R,pass,pass,no,,,
elastic/logstash@8.5.1,ha,in_confighub,C,pass,pass,no,,,
elastic/logstash@8.5.1,ha,local_live,L,fail,fail,no,,,
elastic/logstash@8.5.1,ha,gitops_oci_live,G,pass,pass,no,,,
elastic/logstash@8.5.1,ha,live_helm_vs_confighub_parity,P,pass,pass,no,,,
elastic/logstash@8.5.1,ha,two_cluster_kind_parity,K,pass,pass,no,,,
elastic/metricbeat@8.5.1,default,render_parity,R,pass,pass,no,,,
elastic/metricbeat@8.5.1,default,in_confighub,C,pass,pass,no,,,
elastic/metricbeat@8.5.1,default,local_live,L,blocked,blocked,no,,,
elastic/metricbeat@8.5.1,default,gitops_oci_live,G,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
elastic/metricbeat@8.5.1,default,live_helm_vs_confighub_parity,P,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
elastic/metricbeat@8.5.1,default,two_cluster_kind_parity,K,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
external-dns/external-dns@1.21.1,default,render_parity,R,pass,pass,no,,,
external-dns/external-dns@1.21.1,default,in_confighub,C,pass,pass,no,,,
external-dns/external-dns@1.21.1,default,local_live,L,pass,pass,no,,,
external-dns/external-dns@1.21.1,default,gitops_oci_live,G,pass,pass,no,,,
external-dns/external-dns@1.21.1,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
external-dns/external-dns@1.21.1,default,two_cluster_kind_parity,K,pass,pass,no,,,
external-dns/external-dns@1.21.1,dry-run-txt-registry,render_parity,R,pass,pass,no,,,
external-dns/external-dns@1.21.1,dry-run-txt-registry,in_confighub,C,pass,pass,no,,,
external-dns/external-dns@1.21.1,dry-run-txt-registry,local_live,L,pass,pass,no,,,
external-dns/external-dns@1.21.1,dry-run-txt-registry,gitops_oci_live,G,pass,pass,no,,,
external-dns/external-dns@1.21.1,dry-run-txt-registry,live_helm_vs_confighub_parity,P,pass,pass,no,,,
external-dns/external-dns@1.21.1,dry-run-txt-registry,two_cluster_kind_parity,K,pass,pass,no,,,
external-dns/external-dns@1.21.1,no-crds,render_parity,R,pass,pass,no,,,
external-dns/external-dns@1.21.1,no-crds,in_confighub,C,pass,pass,no,,,
external-dns/external-dns@1.21.1,no-crds,local_live,L,pass,pass,no,,,
external-dns/external-dns@1.21.1,no-crds,gitops_oci_live,G,pass,pass,no,,,
external-dns/external-dns@1.21.1,no-crds,live_helm_vs_confighub_parity,P,pass,pass,no,,,
external-dns/external-dns@1.21.1,no-crds,two_cluster_kind_parity,K,pass,pass,no,,,
external-secrets/external-secrets@2.5.0,default,render_parity,R,pass,pass,no,,,
external-secrets/external-secrets@2.5.0,default,in_confighub,C,pass,pass,no,,,
external-secrets/external-secrets@2.5.0,default,local_live,L,pass,pass,no,,,
external-secrets/external-secrets@2.5.0,default,gitops_oci_live,G,pass,pass,no,,,
external-secrets/external-secrets@2.5.0,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
external-secrets/external-secrets@2.5.0,default,two_cluster_kind_parity,K,pass,pass,no,,,
external-secrets/external-secrets@2.5.0,no-crds,render_parity,R,pass,pass,no,,,
external-secrets/external-secrets@2.5.0,no-crds,in_confighub,C,pass,pass,no,,,
external-secrets/external-secrets@2.5.0,no-crds,local_live,L,pass,pass,no,,,
external-secrets/external-secrets@2.5.0,no-crds,gitops_oci_live,G,pass,pass,no,,,
external-secrets/external-secrets@2.5.0,no-crds,live_helm_vs_confighub_parity,P,pass,pass,no,,,
external-secrets/external-secrets@2.5.0,no-crds,two_cluster_kind_parity,K,pass,pass,no,,,
fairwinds-stable/goldilocks@10.3.0,default,render_parity,R,pass,pass,no,,,
fairwinds-stable/goldilocks@10.3.0,default,in_confighub,C,pass,pass,no,,,
fairwinds-stable/goldilocks@10.3.0,default,local_live,L,pass,pass,no,,,
fairwinds-stable/goldilocks@10.3.0,default,gitops_oci_live,G,pass,pass,no,,,
fairwinds-stable/goldilocks@10.3.0,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
fairwinds-stable/goldilocks@10.3.0,default,two_cluster_kind_parity,K,pass,pass,no,,,
fairwinds-stable/vpa@4.11.0,default,render_parity,R,pass,pass,no,,,
fairwinds-stable/vpa@4.11.0,default,in_confighub,C,pass,pass,no,,,
fairwinds-stable/vpa@4.11.0,default,local_live,L,pass,pass,no,,,
fairwinds-stable/vpa@4.11.0,default,gitops_oci_live,G,pass,pass,no,,,
fairwinds-stable/vpa@4.11.0,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
fairwinds-stable/vpa@4.11.0,default,two_cluster_kind_parity,K,watch,watch,no,,,
fairwinds-stable/vpa@4.11.0,no-crds,render_parity,R,pass,pass,no,,,
fairwinds-stable/vpa@4.11.0,no-crds,in_confighub,C,pass,pass,no,,,
fairwinds-stable/vpa@4.11.0,no-crds,local_live,L,pass,pass,no,,,
fairwinds-stable/vpa@4.11.0,no-crds,gitops_oci_live,G,pass,pass,no,,,
fairwinds-stable/vpa@4.11.0,no-crds,live_helm_vs_confighub_parity,P,pass,pass,no,,,
fairwinds-stable/vpa@4.11.0,no-crds,two_cluster_kind_parity,K,watch,watch,no,,,
falcosecurity/falco@9.0.0,default,render_parity,R,pass,pass,no,,,
falcosecurity/falco@9.0.0,default,in_confighub,C,pass,pass,no,,,
falcosecurity/falco@9.0.0,default,local_live,L,pass,pass,no,,,
falcosecurity/falco@9.0.0,default,gitops_oci_live,G,pass,pass,no,,,
falcosecurity/falco@9.0.0,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
falcosecurity/falco@9.0.0,default,two_cluster_kind_parity,K,pass,pass,no,,,
falcosecurity/falcosidekick@0.13.1,default,render_parity,R,pass,pass,no,,,
falcosecurity/falcosidekick@0.13.1,default,in_confighub,C,pass,pass,no,,,
falcosecurity/falcosidekick@0.13.1,default,local_live,L,pass,pass,no,,,
falcosecurity/falcosidekick@0.13.1,default,gitops_oci_live,G,pass,pass,no,,,
falcosecurity/falcosidekick@0.13.1,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
falcosecurity/falcosidekick@0.13.1,default,two_cluster_kind_parity,K,pass,pass,no,,,
fluent/fluent-bit@0.57.6,default,render_parity,R,pass,pass,no,,,
fluent/fluent-bit@0.57.6,default,in_confighub,C,pass,pass,no,,,
fluent/fluent-bit@0.57.6,default,local_live,L,pass,pass,no,,,
fluent/fluent-bit@0.57.6,default,gitops_oci_live,G,pass,pass,no,,,
fluent/fluent-bit@0.57.6,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
fluent/fluent-bit@0.57.6,default,two_cluster_kind_parity,K,pass,pass,no,,,
fluent/fluentd@0.5.3,default,render_parity,R,pass,pass,no,,,
fluent/fluentd@0.5.3,default,in_confighub,C,pass,pass,no,,,
fluent/fluentd@0.5.3,default,local_live,L,pass,pass,no,,,
fluent/fluentd@0.5.3,default,gitops_oci_live,G,watch,watch,no,,,
fluent/fluentd@0.5.3,default,live_helm_vs_confighub_parity,P,watch,watch,no,,,
fluent/fluentd@0.5.3,default,two_cluster_kind_parity,K,pass,pass,no,,,
gatekeeper/gatekeeper@3.22.2,default,render_parity,R,pass,pass,no,,,
gatekeeper/gatekeeper@3.22.2,default,in_confighub,C,pass,pass,no,,,
gatekeeper/gatekeeper@3.22.2,default,local_live,L,pass,pass,no,,,
gatekeeper/gatekeeper@3.22.2,default,gitops_oci_live,G,pass,pass,no,,,
gatekeeper/gatekeeper@3.22.2,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
gatekeeper/gatekeeper@3.22.2,default,two_cluster_kind_parity,K,pass,pass,no,,,
gatekeeper/gatekeeper@3.22.2,no-crds,render_parity,R,pass,pass,no,,,
gatekeeper/gatekeeper@3.22.2,no-crds,in_confighub,C,pass,pass,no,,,
gatekeeper/gatekeeper@3.22.2,no-crds,local_live,L,pass,pass,no,,,
gatekeeper/gatekeeper@3.22.2,no-crds,gitops_oci_live,G,pass,pass,no,,,
gatekeeper/gatekeeper@3.22.2,no-crds,live_helm_vs_confighub_parity,P,pass,pass,no,,,
gatekeeper/gatekeeper@3.22.2,no-crds,two_cluster_kind_parity,K,pass,pass,no,,,
gitlab/gitlab-runner@0.89.0,default,render_parity,R,pass,pass,no,,,
gitlab/gitlab-runner@0.89.0,default,in_confighub,C,pass,pass,no,,,
gitlab/gitlab-runner@0.89.0,default,local_live,L,fail,fail,no,,,
gitlab/gitlab-runner@0.89.0,default,gitops_oci_live,G,missing,blocked,yes,upstream: single-cluster local live failed; live lanes cannot make a green claim until it converges,fix or route the local-live failure first,either
gitlab/gitlab-runner@0.89.0,default,live_helm_vs_confighub_parity,P,missing,blocked,yes,upstream: single-cluster local live failed; live lanes cannot make a green claim until it converges,fix or route the local-live failure first,either
gitlab/gitlab-runner@0.89.0,default,two_cluster_kind_parity,K,missing,blocked,yes,upstream: single-cluster local live failed; live lanes cannot make a green claim until it converges,fix or route the local-live failure first,either
grafana/alloy@1.8.2,default,render_parity,R,pass,pass,no,,,
grafana/alloy@1.8.2,default,in_confighub,C,pass,pass,no,,,
