chart,variant,lane,lane_label,recorded,disposition,derived,reason,next_action,owner
autoscaler/cluster-autoscaler@9.57.0,default,in_confighub,C,pass,pass,no,,,
autoscaler/cluster-autoscaler@9.57.0,default,local_live,L,pass,pass,no,,,
autoscaler/cluster-autoscaler@9.57.0,default,gitops_oci_live,G,pass,pass,no,,,
autoscaler/cluster-autoscaler@9.57.0,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
autoscaler/cluster-autoscaler@9.57.0,default,two_cluster_kind_parity,K,watch,watch,no,,,
autoscaler/vertical-pod-autoscaler@0.9.0,default,render_parity,R,pass,pass,no,,,
autoscaler/vertical-pod-autoscaler@0.9.0,default,in_confighub,C,pass,pass,no,,,
autoscaler/vertical-pod-autoscaler@0.9.0,default,local_live,L,blocked,blocked,no,,,
autoscaler/vertical-pod-autoscaler@0.9.0,default,gitops_oci_live,G,pass,pass,no,,,
autoscaler/vertical-pod-autoscaler@0.9.0,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
autoscaler/vertical-pod-autoscaler@0.9.0,default,two_cluster_kind_parity,K,pass,pass,no,,,
autoscaler/vertical-pod-autoscaler@0.9.0,no-crds,render_parity,R,pass,pass,no,,,
autoscaler/vertical-pod-autoscaler@0.9.0,no-crds,in_confighub,C,pass,pass,no,,,
autoscaler/vertical-pod-autoscaler@0.9.0,no-crds,local_live,L,blocked,blocked,no,,,
autoscaler/vertical-pod-autoscaler@0.9.0,no-crds,gitops_oci_live,G,pass,pass,no,,,
autoscaler/vertical-pod-autoscaler@0.9.0,no-crds,live_helm_vs_confighub_parity,P,pass,pass,no,,,
autoscaler/vertical-pod-autoscaler@0.9.0,no-crds,two_cluster_kind_parity,K,pass,pass,no,,,
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,default,render_parity,R,pass,pass,no,,,
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,default,in_confighub,C,pass,pass,no,,,
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,default,local_live,L,fail,fail,no,,,
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,default,gitops_oci_live,G,missing,blocked,yes,upstream: single-cluster local live failed; live lanes cannot make a green claim until it converges,fix or route the local-live failure first,either
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,default,live_helm_vs_confighub_parity,P,missing,blocked,yes,upstream: single-cluster local live failed; live lanes cannot make a green claim until it converges,fix or route the local-live failure first,either
aws-ebs-csi-driver/aws-ebs-csi-driver@2.60.1,default,two_cluster_kind_parity,K,missing,blocked,yes,upstream: single-cluster local live failed; live lanes cannot make a green claim until it converges,fix or route the local-live failure first,either
bitnami/apache@11.4.29,default,render_parity,R,pass,pass,no,,,
bitnami/apache@11.4.29,default,in_confighub,C,pass,pass,no,,,
bitnami/apache@11.4.29,default,local_live,L,blocked,blocked,no,,,
bitnami/apache@11.4.29,default,gitops_oci_live,G,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/apache@11.4.29,default,live_helm_vs_confighub_parity,P,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/apache@11.4.29,default,two_cluster_kind_parity,K,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/contour@21.1.4,default,render_parity,R,pass,pass,no,,,
bitnami/contour@21.1.4,default,in_confighub,C,pass,pass,no,,,
bitnami/contour@21.1.4,default,local_live,L,blocked,blocked,no,,,
bitnami/contour@21.1.4,default,gitops_oci_live,G,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/contour@21.1.4,default,live_helm_vs_confighub_parity,P,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/contour@21.1.4,default,two_cluster_kind_parity,K,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/contour@21.1.4,no-crds,render_parity,R,pass,pass,no,,,
bitnami/contour@21.1.4,no-crds,in_confighub,C,pass,pass,no,,,
bitnami/contour@21.1.4,no-crds,local_live,L,blocked,blocked,no,,,
bitnami/contour@21.1.4,no-crds,gitops_oci_live,G,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/contour@21.1.4,no-crds,live_helm_vs_confighub_parity,P,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/contour@21.1.4,no-crds,two_cluster_kind_parity,K,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/elasticsearch@22.1.6,default,render_parity,R,pass,pass,no,,,
bitnami/elasticsearch@22.1.6,default,in_confighub,C,pass,pass,no,,,
bitnami/elasticsearch@22.1.6,default,local_live,L,fail,fail,no,,,
bitnami/elasticsearch@22.1.6,default,gitops_oci_live,G,missing,blocked,yes,upstream: single-cluster local live failed; live lanes cannot make a green claim until it converges,fix or route the local-live failure first,either
bitnami/elasticsearch@22.1.6,default,live_helm_vs_confighub_parity,P,missing,blocked,yes,upstream: single-cluster local live failed; live lanes cannot make a green claim until it converges,fix or route the local-live failure first,either
bitnami/elasticsearch@22.1.6,default,two_cluster_kind_parity,K,missing,blocked,yes,upstream: single-cluster local live failed; live lanes cannot make a green claim until it converges,fix or route the local-live failure first,either
bitnami/elasticsearch@22.1.6,ha,render_parity,R,pass,pass,no,,,
bitnami/elasticsearch@22.1.6,ha,in_confighub,C,pass,pass,no,,,
bitnami/elasticsearch@22.1.6,ha,local_live,L,fail,fail,no,,,
bitnami/elasticsearch@22.1.6,ha,gitops_oci_live,G,missing,blocked,yes,upstream: single-cluster local live failed; live lanes cannot make a green claim until it converges,fix or route the local-live failure first,either
bitnami/elasticsearch@22.1.6,ha,live_helm_vs_confighub_parity,P,missing,blocked,yes,upstream: single-cluster local live failed; live lanes cannot make a green claim until it converges,fix or route the local-live failure first,either
bitnami/elasticsearch@22.1.6,ha,two_cluster_kind_parity,K,missing,blocked,yes,upstream: single-cluster local live failed; live lanes cannot make a green claim until it converges,fix or route the local-live failure first,either
bitnami/memcached@8.5.5,default,render_parity,R,pass,pass,no,,,
bitnami/memcached@8.5.5,default,in_confighub,C,pass,pass,no,,,
bitnami/memcached@8.5.5,default,local_live,L,pass,pass,no,,,
bitnami/memcached@8.5.5,default,gitops_oci_live,G,pass,pass,no,,,
bitnami/memcached@8.5.5,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/memcached@8.5.5,default,two_cluster_kind_parity,K,pass,pass,no,,,
bitnami/mongodb@19.0.7,existing-secret-replicaset,render_parity,R,pass,pass,no,,,
bitnami/mongodb@19.0.7,existing-secret-replicaset,in_confighub,C,pass,pass,no,,,
bitnami/mongodb@19.0.7,existing-secret-replicaset,local_live,L,pass,pass,no,,,
bitnami/mongodb@19.0.7,existing-secret-replicaset,gitops_oci_live,G,pass,pass,no,,,
bitnami/mongodb@19.0.7,existing-secret-replicaset,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/mongodb@19.0.7,existing-secret-replicaset,two_cluster_kind_parity,K,pass,pass,no,,,
bitnami/mongodb@19.0.7,generated-passwords,render_parity,R,pass,pass,no,,,
bitnami/mongodb@19.0.7,generated-passwords,in_confighub,C,pass,pass,no,,,
bitnami/mongodb@19.0.7,generated-passwords,local_live,L,pass,pass,no,,,
bitnami/mongodb@19.0.7,generated-passwords,gitops_oci_live,G,pass,pass,no,,,
bitnami/mongodb@19.0.7,generated-passwords,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/mongodb@19.0.7,generated-passwords,two_cluster_kind_parity,K,pass,pass,no,,,
bitnami/mongodb@19.0.9,existing-secret-replicaset,render_parity,R,pass,pass,no,,,
bitnami/mongodb@19.0.9,existing-secret-replicaset,in_confighub,C,pass,pass,no,,,
bitnami/mongodb@19.0.9,existing-secret-replicaset,local_live,L,pass,pass,no,,,
bitnami/mongodb@19.0.9,existing-secret-replicaset,gitops_oci_live,G,watch,watch,no,,,
bitnami/mongodb@19.0.9,existing-secret-replicaset,live_helm_vs_confighub_parity,P,watch,watch,no,,,
bitnami/mongodb@19.0.9,existing-secret-replicaset,two_cluster_kind_parity,K,missing,todo,yes,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,either
bitnami/mongodb@19.0.9,generated-passwords,render_parity,R,pass,pass,no,,,
bitnami/mongodb@19.0.9,generated-passwords,in_confighub,C,pass,pass,no,,,
bitnami/mongodb@19.0.9,generated-passwords,local_live,L,pass,pass,no,,,
bitnami/mongodb@19.0.9,generated-passwords,gitops_oci_live,G,pass,pass,no,,,
bitnami/mongodb@19.0.9,generated-passwords,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/mongodb@19.0.9,generated-passwords,two_cluster_kind_parity,K,missing,todo,yes,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,either
bitnami/mongodb@19.1.0,existing-secret-replicaset,render_parity,R,pass,pass,no,,,
bitnami/mongodb@19.1.0,existing-secret-replicaset,in_confighub,C,pass,pass,no,,,
bitnami/mongodb@19.1.0,existing-secret-replicaset,local_live,L,pass,pass,no,,,
bitnami/mongodb@19.1.0,existing-secret-replicaset,gitops_oci_live,G,watch,watch,no,,,
bitnami/mongodb@19.1.0,existing-secret-replicaset,live_helm_vs_confighub_parity,P,watch,watch,no,,,
bitnami/mongodb@19.1.0,existing-secret-replicaset,two_cluster_kind_parity,K,missing,todo,yes,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,either
bitnami/mongodb@19.1.0,generated-passwords,render_parity,R,pass,pass,no,,,
bitnami/mongodb@19.1.0,generated-passwords,in_confighub,C,pass,pass,no,,,
bitnami/mongodb@19.1.0,generated-passwords,local_live,L,pass,pass,no,,,
bitnami/mongodb@19.1.0,generated-passwords,gitops_oci_live,G,pass,pass,no,,,
bitnami/mongodb@19.1.0,generated-passwords,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/mongodb@19.1.0,generated-passwords,two_cluster_kind_parity,K,missing,todo,yes,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,either
bitnami/mysql@14.0.3,existing-secret,render_parity,R,pass,pass,no,,,
bitnami/mysql@14.0.3,existing-secret,in_confighub,C,pass,pass,no,,,
bitnami/mysql@14.0.3,existing-secret,local_live,L,pass,pass,no,,,
bitnami/mysql@14.0.3,existing-secret,gitops_oci_live,G,pass,pass,no,,,
bitnami/mysql@14.0.3,existing-secret,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/mysql@14.0.3,existing-secret,two_cluster_kind_parity,K,pass,pass,no,,,
bitnami/mysql@14.0.3,generated-passwords,render_parity,R,pass,pass,no,,,
bitnami/mysql@14.0.3,generated-passwords,in_confighub,C,pass,pass,no,,,
bitnami/mysql@14.0.3,generated-passwords,local_live,L,pass,pass,no,,,
bitnami/mysql@14.0.3,generated-passwords,gitops_oci_live,G,pass,pass,no,,,
bitnami/mysql@14.0.3,generated-passwords,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/mysql@14.0.3,generated-passwords,two_cluster_kind_parity,K,pass,pass,no,,,
bitnami/nginx@24.0.2,existing-tls-ingress,render_parity,R,pass,pass,no,,,
bitnami/nginx@24.0.2,existing-tls-ingress,in_confighub,C,pass,pass,no,,,
bitnami/nginx@24.0.2,existing-tls-ingress,local_live,L,pass,pass,no,,,
bitnami/nginx@24.0.2,existing-tls-ingress,gitops_oci_live,G,pass,pass,no,,,
bitnami/nginx@24.0.2,existing-tls-ingress,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/nginx@24.0.2,existing-tls-ingress,two_cluster_kind_parity,K,pass,pass,no,,,
bitnami/nginx@24.0.2,http-clusterip,render_parity,R,pass,pass,no,,,
bitnami/nginx@24.0.2,http-clusterip,in_confighub,C,pass,pass,no,,,
bitnami/nginx@24.0.2,http-clusterip,local_live,L,pass,pass,no,,,
bitnami/nginx@24.0.2,http-clusterip,gitops_oci_live,G,pass,pass,no,,,
bitnami/nginx@24.0.2,http-clusterip,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/nginx@24.0.2,http-clusterip,two_cluster_kind_parity,K,pass,pass,no,,,
bitnami/nginx@24.0.4,existing-tls-ingress,render_parity,R,pass,pass,no,,,
bitnami/nginx@24.0.4,existing-tls-ingress,in_confighub,C,pass,pass,no,,,
bitnami/nginx@24.0.4,existing-tls-ingress,local_live,L,pass,pass,no,,,
bitnami/nginx@24.0.4,existing-tls-ingress,gitops_oci_live,G,watch,watch,no,,,
bitnami/nginx@24.0.4,existing-tls-ingress,live_helm_vs_confighub_parity,P,watch,watch,no,,,
bitnami/nginx@24.0.4,existing-tls-ingress,two_cluster_kind_parity,K,missing,todo,yes,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,either
bitnami/nginx@24.0.4,http-clusterip,render_parity,R,pass,pass,no,,,
bitnami/nginx@24.0.4,http-clusterip,in_confighub,C,pass,pass,no,,,
bitnami/nginx@24.0.4,http-clusterip,local_live,L,pass,pass,no,,,
bitnami/nginx@24.0.4,http-clusterip,gitops_oci_live,G,pass,pass,no,,,
bitnami/nginx@24.0.4,http-clusterip,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/nginx@24.0.4,http-clusterip,two_cluster_kind_parity,K,missing,todo,yes,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,either
bitnami/nginx@25.0.0,existing-tls-ingress,render_parity,R,pass,pass,no,,,
bitnami/nginx@25.0.0,existing-tls-ingress,in_confighub,C,pass,pass,no,,,
bitnami/nginx@25.0.0,existing-tls-ingress,local_live,L,pass,pass,no,,,
bitnami/nginx@25.0.0,existing-tls-ingress,gitops_oci_live,G,watch,watch,no,,,
bitnami/nginx@25.0.0,existing-tls-ingress,live_helm_vs_confighub_parity,P,watch,watch,no,,,
bitnami/nginx@25.0.0,existing-tls-ingress,two_cluster_kind_parity,K,missing,todo,yes,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,either
bitnami/nginx@25.0.0,http-clusterip,render_parity,R,pass,pass,no,,,
bitnami/nginx@25.0.0,http-clusterip,in_confighub,C,pass,pass,no,,,
bitnami/nginx@25.0.0,http-clusterip,local_live,L,pass,pass,no,,,
bitnami/nginx@25.0.0,http-clusterip,gitops_oci_live,G,pass,pass,no,,,
bitnami/nginx@25.0.0,http-clusterip,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/nginx@25.0.0,http-clusterip,two_cluster_kind_parity,K,missing,todo,yes,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,either
bitnami/opensearch@2.0.10,default,render_parity,R,pass,pass,no,,,
bitnami/opensearch@2.0.10,default,in_confighub,C,pass,pass,no,,,
bitnami/opensearch@2.0.10,default,local_live,L,fail,fail,no,,,
bitnami/opensearch@2.0.10,default,gitops_oci_live,G,watch,watch,no,,,
bitnami/opensearch@2.0.10,default,live_helm_vs_confighub_parity,P,watch,watch,no,,,
bitnami/opensearch@2.0.10,default,two_cluster_kind_parity,K,blocked,blocked,no,,,
bitnami/opensearch@2.0.10,ha,render_parity,R,pass,pass,no,,,
bitnami/opensearch@2.0.10,ha,in_confighub,C,pass,pass,no,,,
bitnami/opensearch@2.0.10,ha,local_live,L,fail,fail,no,,,
bitnami/opensearch@2.0.10,ha,gitops_oci_live,G,watch,watch,no,,,
bitnami/opensearch@2.0.10,ha,live_helm_vs_confighub_parity,P,watch,watch,no,,,
bitnami/opensearch@2.0.10,ha,two_cluster_kind_parity,K,blocked,blocked,no,,,
bitnami/phpmyadmin@20.0.0,default,render_parity,R,pass,pass,no,,,
bitnami/phpmyadmin@20.0.0,default,in_confighub,C,pass,pass,no,,,
bitnami/phpmyadmin@20.0.0,default,local_live,L,blocked,blocked,no,,,
bitnami/phpmyadmin@20.0.0,default,gitops_oci_live,G,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/phpmyadmin@20.0.0,default,live_helm_vs_confighub_parity,P,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/phpmyadmin@20.0.0,default,two_cluster_kind_parity,K,missing,blocked,yes,upstream: single-cluster local live is blocked (missing prerequisite (mount/secret/config)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/postgresql@18.6.10,existing-secret,render_parity,R,pass,pass,no,,,
bitnami/postgresql@18.6.10,existing-secret,in_confighub,C,pass,pass,no,,,
bitnami/postgresql@18.6.10,existing-secret,local_live,L,pass,pass,no,,,
bitnami/postgresql@18.6.10,existing-secret,gitops_oci_live,G,pass,pass,no,,,
bitnami/postgresql@18.6.10,existing-secret,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/postgresql@18.6.10,existing-secret,two_cluster_kind_parity,K,missing,todo,yes,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,either
bitnami/postgresql@18.6.10,generated-passwords,render_parity,R,pass,pass,no,,,
bitnami/postgresql@18.6.10,generated-passwords,in_confighub,C,pass,pass,no,,,
bitnami/postgresql@18.6.10,generated-passwords,local_live,L,pass,pass,no,,,
bitnami/postgresql@18.6.10,generated-passwords,gitops_oci_live,G,pass,pass,no,,,
bitnami/postgresql@18.6.10,generated-passwords,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/postgresql@18.6.10,generated-passwords,two_cluster_kind_parity,K,missing,todo,yes,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,either
bitnami/postgresql@18.6.7,existing-secret,render_parity,R,pass,pass,no,,,
bitnami/postgresql@18.6.7,existing-secret,in_confighub,C,pass,pass,no,,,
bitnami/postgresql@18.6.7,existing-secret,local_live,L,pass,pass,no,,,
bitnami/postgresql@18.6.7,existing-secret,gitops_oci_live,G,pass,pass,no,,,
bitnami/postgresql@18.6.7,existing-secret,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/postgresql@18.6.7,existing-secret,two_cluster_kind_parity,K,pass,pass,no,,,
bitnami/postgresql@18.6.7,generated-passwords,render_parity,R,pass,pass,no,,,
bitnami/postgresql@18.6.7,generated-passwords,in_confighub,C,pass,pass,no,,,
bitnami/postgresql@18.6.7,generated-passwords,local_live,L,pass,pass,no,,,
bitnami/postgresql@18.6.7,generated-passwords,gitops_oci_live,G,pass,pass,no,,,
bitnami/postgresql@18.6.7,generated-passwords,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/postgresql@18.6.7,generated-passwords,two_cluster_kind_parity,K,pass,pass,no,,,
bitnami/postgresql@18.7.0,existing-secret,render_parity,R,pass,pass,no,,,
bitnami/postgresql@18.7.0,existing-secret,in_confighub,C,pass,pass,no,,,
bitnami/postgresql@18.7.0,existing-secret,local_live,L,pass,pass,no,,,
bitnami/postgresql@18.7.0,existing-secret,gitops_oci_live,G,pass,pass,no,,,
bitnami/postgresql@18.7.0,existing-secret,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/postgresql@18.7.0,existing-secret,two_cluster_kind_parity,K,missing,todo,yes,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,either
bitnami/postgresql@18.7.0,generated-passwords,render_parity,R,pass,pass,no,,,
bitnami/postgresql@18.7.0,generated-passwords,in_confighub,C,pass,pass,no,,,
bitnami/postgresql@18.7.0,generated-passwords,local_live,L,pass,pass,no,,,
bitnami/postgresql@18.7.0,generated-passwords,gitops_oci_live,G,pass,pass,no,,,
bitnami/postgresql@18.7.0,generated-passwords,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/postgresql@18.7.0,generated-passwords,two_cluster_kind_parity,K,missing,todo,yes,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,either
bitnami/rabbitmq@16.0.14,existing-secret,render_parity,R,pass,pass,no,,,
bitnami/rabbitmq@16.0.14,existing-secret,in_confighub,C,pass,pass,no,,,
bitnami/rabbitmq@16.0.14,existing-secret,local_live,L,pass,pass,no,,,
bitnami/rabbitmq@16.0.14,existing-secret,gitops_oci_live,G,pass,pass,no,,,
bitnami/rabbitmq@16.0.14,existing-secret,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/rabbitmq@16.0.14,existing-secret,two_cluster_kind_parity,K,pass,pass,no,,,
bitnami/rabbitmq@16.0.14,generated-passwords,render_parity,R,pass,pass,no,,,
bitnami/rabbitmq@16.0.14,generated-passwords,in_confighub,C,pass,pass,no,,,
bitnami/rabbitmq@16.0.14,generated-passwords,local_live,L,pass,pass,no,,,
bitnami/rabbitmq@16.0.14,generated-passwords,gitops_oci_live,G,pass,pass,no,,,
bitnami/rabbitmq@16.0.14,generated-passwords,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/rabbitmq@16.0.14,generated-passwords,two_cluster_kind_parity,K,pass,pass,no,,,
bitnami/redis@25.5.3,default,render_parity,R,pass,pass,no,,,
bitnami/redis@25.5.3,default,in_confighub,C,pass,pass,no,,,
bitnami/redis@25.5.3,default,local_live,L,pass,pass,no,,,
bitnami/redis@25.5.3,default,gitops_oci_live,G,pass,pass,no,,,
bitnami/redis@25.5.3,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/redis@25.5.3,default,two_cluster_kind_parity,K,pass,pass,no,,,
bitnami/redis@25.5.3,reuse-existing-secret,render_parity,R,pass,pass,no,,,
bitnami/redis@25.5.3,reuse-existing-secret,in_confighub,C,pass,pass,no,,,
bitnami/redis@25.5.3,reuse-existing-secret,local_live,L,pass,pass,no,,,
bitnami/redis@25.5.3,reuse-existing-secret,gitops_oci_live,G,pass,pass,no,,,
bitnami/redis@25.5.3,reuse-existing-secret,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/redis@25.5.3,reuse-existing-secret,two_cluster_kind_parity,K,pass,pass,no,,,
bitnami/redis@27.0.0,default,render_parity,R,pass,pass,no,,,
bitnami/redis@27.0.0,default,in_confighub,C,pass,pass,no,,,
bitnami/redis@27.0.0,default,local_live,L,pass,pass,no,,,
bitnami/redis@27.0.0,default,gitops_oci_live,G,pass,pass,no,,,
bitnami/redis@27.0.0,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/redis@27.0.0,default,two_cluster_kind_parity,K,missing,todo,yes,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,either
bitnami/redis@27.0.0,reuse-existing-secret,render_parity,R,pass,pass,no,,,
bitnami/redis@27.0.0,reuse-existing-secret,in_confighub,C,pass,pass,no,,,
bitnami/redis@27.0.0,reuse-existing-secret,local_live,L,pass,pass,no,,,
bitnami/redis@27.0.0,reuse-existing-secret,gitops_oci_live,G,pass,pass,no,,,
bitnami/redis@27.0.0,reuse-existing-secret,live_helm_vs_confighub_parity,P,pass,pass,no,,,
bitnami/redis@27.0.0,reuse-existing-secret,two_cluster_kind_parity,K,missing,todo,yes,single-cluster local live passes; this live lane is runnable but not yet recorded,run the two-cluster kind parity lane,either
bitnami/spark@10.0.3,default,render_parity,R,pass,pass,no,,,
bitnami/spark@10.0.3,default,in_confighub,C,pass,pass,no,,,
bitnami/spark@10.0.3,default,local_live,L,blocked,blocked,no,,,
bitnami/spark@10.0.3,default,gitops_oci_live,G,missing,blocked,yes,upstream: single-cluster local live is blocked (image unavailable (registry purge)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/spark@10.0.3,default,live_helm_vs_confighub_parity,P,missing,blocked,yes,upstream: single-cluster local live is blocked (image unavailable (registry purge)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/spark@10.0.3,default,two_cluster_kind_parity,K,missing,blocked,yes,upstream: single-cluster local live is blocked (image unavailable (registry purge)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/spark@10.0.3,ha,render_parity,R,pass,pass,no,,,
bitnami/spark@10.0.3,ha,in_confighub,C,pass,pass,no,,,
bitnami/spark@10.0.3,ha,local_live,L,blocked,blocked,no,,,
bitnami/spark@10.0.3,ha,gitops_oci_live,G,missing,blocked,yes,upstream: single-cluster local live is blocked (image unavailable (registry purge)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/spark@10.0.3,ha,live_helm_vs_confighub_parity,P,missing,blocked,yes,upstream: single-cluster local live is blocked (image unavailable (registry purge)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/spark@10.0.3,ha,two_cluster_kind_parity,K,missing,blocked,yes,upstream: single-cluster local live is blocked (image unavailable (registry purge)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/zookeeper@13.8.7,default,render_parity,R,pass,pass,no,,,
bitnami/zookeeper@13.8.7,default,in_confighub,C,pass,pass,no,,,
bitnami/zookeeper@13.8.7,default,local_live,L,blocked,blocked,no,,,
bitnami/zookeeper@13.8.7,default,gitops_oci_live,G,missing,blocked,yes,upstream: single-cluster local live is blocked (image unavailable (registry purge)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/zookeeper@13.8.7,default,live_helm_vs_confighub_parity,P,missing,blocked,yes,upstream: single-cluster local live is blocked (image unavailable (registry purge)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/zookeeper@13.8.7,default,two_cluster_kind_parity,K,missing,blocked,yes,upstream: single-cluster local live is blocked (image unavailable (registry purge)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/zookeeper@13.8.7,ha,render_parity,R,pass,pass,no,,,
bitnami/zookeeper@13.8.7,ha,in_confighub,C,pass,pass,no,,,
bitnami/zookeeper@13.8.7,ha,local_live,L,blocked,blocked,no,,,
bitnami/zookeeper@13.8.7,ha,gitops_oci_live,G,missing,blocked,yes,upstream: single-cluster local live is blocked (image unavailable (registry purge)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/zookeeper@13.8.7,ha,live_helm_vs_confighub_parity,P,missing,blocked,yes,upstream: single-cluster local live is blocked (image unavailable (registry purge)),resolve the local-live prerequisite first; the live lanes inherit it,either
bitnami/zookeeper@13.8.7,ha,two_cluster_kind_parity,K,missing,blocked,yes,upstream: single-cluster local live is blocked (image unavailable (registry purge)),resolve the local-live prerequisite first; the live lanes inherit it,either
cloudnative-pg/cloudnative-pg@0.28.2,default,render_parity,R,pass,pass,no,,,
cloudnative-pg/cloudnative-pg@0.28.2,default,in_confighub,C,pass,pass,no,,,
cloudnative-pg/cloudnative-pg@0.28.2,default,local_live,L,pass,pass,no,,,
cloudnative-pg/cloudnative-pg@0.28.2,default,gitops_oci_live,G,pass,pass,no,,,
cloudnative-pg/cloudnative-pg@0.28.2,default,live_helm_vs_confighub_parity,P,pass,pass,no,,,
cloudnative-pg/cloudnative-pg@0.28.2,default,two_cluster_kind_parity,K,pass,pass,no,,,
cloudnative-pg/cloudnative-pg@0.28.2,no-crds,render_parity,R,pass,pass,no,,,
cloudnative-pg/cloudnative-pg@0.28.2,no-crds,in_confighub,C,pass,pass,no,,,
cloudnative-pg/cloudnative-pg@0.28.2,no-crds,local_live,L,fail,fail,no,,,
