name,chart,version,base,catalog_layer,recipe_path,variant_path,values_profile,namespace,release_name,rendered_objects_path,package_base_path,installer_package_oci_ref,intent_path,render_parity,confighub_scan_ops,local_kind,gitops_oci_live,live_dual_parity,two_cluster_kind,variant_promotion,lifecycle_route_contract,lifecycle_route_count,gitops_route_count,lifecycle_contract_state,lifecycle_contract_reason,lifecycle_contract_next_action,declared_target_fact_count,target_requirement_count,target_fact_action_count,target_fact_contract_state,target_fact_contract_reason,target_fact_contract_next_action,confighub_change_state,setting_overlap_policy,source_repository_url
autoscaler-vertical-pod-autoscaler-0-9-0-default,autoscaler/vertical-pod-autoscaler,0.9.0,default,F2a,recipes/autoscaler/vertical-pod-autoscaler/0.9.0,recipes/autoscaler/vertical-pod-autoscaler/0.9.0/variants/default/variant.yaml,recipes/autoscaler/vertical-pod-autoscaler/0.9.0/effective-values.yaml,default,vertical-pod-autoscaler,recipes/autoscaler/vertical-pod-autoscaler/0.9.0/revisions/default/r001/rendered/release-objects.yaml,packages/autoscaler/vertical-pod-autoscaler/0.9.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/autoscaler-vertical-pod-autoscaler:0.9.0@sha256:89a68f0ed8a4eb1a5567d5cc2d0396e1b7bd5501637e35abd1a4f08691c6fc44,data/helm-render-intents/intents/autoscaler-vertical-pod-autoscaler-0-9-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,1,1,0,attached,1 target prerequisite declared by this base.,,none-in-catalog-base,review-required,https://kubernetes.github.io/autoscaler
autoscaler-vertical-pod-autoscaler-0-9-0-no-crds,autoscaler/vertical-pod-autoscaler,0.9.0,no-crds,F2b,recipes/autoscaler/vertical-pod-autoscaler/0.9.0,recipes/autoscaler/vertical-pod-autoscaler/0.9.0/variants/no-crds/variant.yaml,recipes/autoscaler/vertical-pod-autoscaler/0.9.0/effective-values-no-crds.yaml,default,vertical-pod-autoscaler,recipes/autoscaler/vertical-pod-autoscaler/0.9.0/revisions/no-crds/r001/rendered/release-objects.yaml,packages/autoscaler/vertical-pod-autoscaler/0.9.0/bases/no-crds,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/autoscaler-vertical-pod-autoscaler:0.9.0@sha256:89a68f0ed8a4eb1a5567d5cc2d0396e1b7bd5501637e35abd1a4f08691c6fc44,data/helm-render-intents/intents/autoscaler-vertical-pod-autoscaler-0-9-0-no-crds.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,1,1,0,attached,1 target prerequisite declared by this base.,,none-in-catalog-base,review-required,https://kubernetes.github.io/autoscaler
aws-controllers-k8s-ec2-chart-1-18-4-default,aws-controllers-k8s/ec2-chart,1.18.4,default,F2a,recipes/aws-controllers-k8s/ec2-chart/1.18.4,recipes/aws-controllers-k8s/ec2-chart/1.18.4/variants/default/variant.yaml,recipes/aws-controllers-k8s/ec2-chart/1.18.4/effective-values.yaml,ack-system,ack-ec2,recipes/aws-controllers-k8s/ec2-chart/1.18.4/revisions/default/r001/rendered/release-objects.yaml,packages/aws-controllers-k8s/ec2-chart/1.18.4/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aws-controllers-k8s-ec2-chart:1.18.4@sha256:30819ef789cbdf0ca8b61d32d7d5607c45017e74e7c522e6b1175e85066714d9,data/helm-render-intents/intents/aws-controllers-k8s-ec2-chart-1-18-4-default.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,oci://public.ecr.aws/aws-controllers-k8s
aws-controllers-k8s-ec2-chart-1-18-4-eks-inference,aws-controllers-k8s/ec2-chart,1.18.4,eks-inference,F2b,recipes/aws-controllers-k8s/ec2-chart/1.18.4,recipes/aws-controllers-k8s/ec2-chart/1.18.4/variants/eks-inference/variant.yaml,recipes/aws-controllers-k8s/ec2-chart/1.18.4/effective-values-eks-inference.yaml,ack-system,ack-ec2,recipes/aws-controllers-k8s/ec2-chart/1.18.4/revisions/eks-inference/r001/rendered/release-objects.yaml,packages/aws-controllers-k8s/ec2-chart/1.18.4/bases/eks-inference,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aws-controllers-k8s-ec2-chart:1.18.4@sha256:30819ef789cbdf0ca8b61d32d7d5607c45017e74e7c522e6b1175e85066714d9,data/helm-render-intents/intents/aws-controllers-k8s-ec2-chart-1-18-4-eks-inference.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,2,2,0,attached,2 target prerequisites declared by this base.,,none-in-catalog-base,review-required,oci://public.ecr.aws/aws-controllers-k8s
aws-controllers-k8s-eks-chart-1-16-3-default,aws-controllers-k8s/eks-chart,1.16.3,default,F2a,recipes/aws-controllers-k8s/eks-chart/1.16.3,recipes/aws-controllers-k8s/eks-chart/1.16.3/variants/default/variant.yaml,recipes/aws-controllers-k8s/eks-chart/1.16.3/effective-values.yaml,ack-system,ack-eks,recipes/aws-controllers-k8s/eks-chart/1.16.3/revisions/default/r001/rendered/release-objects.yaml,packages/aws-controllers-k8s/eks-chart/1.16.3/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aws-controllers-k8s-eks-chart:1.16.3@sha256:7869981d9e40090a96374d47adab251ba8e84f25577c714acbda7e22b6ad9354,data/helm-render-intents/intents/aws-controllers-k8s-eks-chart-1-16-3-default.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,oci://public.ecr.aws/aws-controllers-k8s
aws-controllers-k8s-eks-chart-1-16-3-eks-inference,aws-controllers-k8s/eks-chart,1.16.3,eks-inference,F2b,recipes/aws-controllers-k8s/eks-chart/1.16.3,recipes/aws-controllers-k8s/eks-chart/1.16.3/variants/eks-inference/variant.yaml,recipes/aws-controllers-k8s/eks-chart/1.16.3/effective-values-eks-inference.yaml,ack-system,ack-eks,recipes/aws-controllers-k8s/eks-chart/1.16.3/revisions/eks-inference/r001/rendered/release-objects.yaml,packages/aws-controllers-k8s/eks-chart/1.16.3/bases/eks-inference,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aws-controllers-k8s-eks-chart:1.16.3@sha256:7869981d9e40090a96374d47adab251ba8e84f25577c714acbda7e22b6ad9354,data/helm-render-intents/intents/aws-controllers-k8s-eks-chart-1-16-3-eks-inference.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,2,2,0,attached,2 target prerequisites declared by this base.,,none-in-catalog-base,review-required,oci://public.ecr.aws/aws-controllers-k8s
aws-controllers-k8s-iam-chart-1-7-3-default,aws-controllers-k8s/iam-chart,1.7.3,default,F2a,recipes/aws-controllers-k8s/iam-chart/1.7.3,recipes/aws-controllers-k8s/iam-chart/1.7.3/variants/default/variant.yaml,recipes/aws-controllers-k8s/iam-chart/1.7.3/effective-values.yaml,ack-system,ack-iam,recipes/aws-controllers-k8s/iam-chart/1.7.3/revisions/default/r001/rendered/release-objects.yaml,packages/aws-controllers-k8s/iam-chart/1.7.3/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aws-controllers-k8s-iam-chart:1.7.3@sha256:9f190711f470d853b5a6cb4ce009359c5d5e7733d629df53b353f027a6a9824b,data/helm-render-intents/intents/aws-controllers-k8s-iam-chart-1-7-3-default.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,oci://public.ecr.aws/aws-controllers-k8s
aws-controllers-k8s-iam-chart-1-7-3-eks-inference,aws-controllers-k8s/iam-chart,1.7.3,eks-inference,F2b,recipes/aws-controllers-k8s/iam-chart/1.7.3,recipes/aws-controllers-k8s/iam-chart/1.7.3/variants/eks-inference/variant.yaml,recipes/aws-controllers-k8s/iam-chart/1.7.3/effective-values-eks-inference.yaml,ack-system,ack-iam,recipes/aws-controllers-k8s/iam-chart/1.7.3/revisions/eks-inference/r001/rendered/release-objects.yaml,packages/aws-controllers-k8s/iam-chart/1.7.3/bases/eks-inference,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aws-controllers-k8s-iam-chart:1.7.3@sha256:9f190711f470d853b5a6cb4ce009359c5d5e7733d629df53b353f027a6a9824b,data/helm-render-intents/intents/aws-controllers-k8s-iam-chart-1-7-3-eks-inference.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,2,2,0,attached,2 target prerequisites declared by this base.,,none-in-catalog-base,review-required,oci://public.ecr.aws/aws-controllers-k8s
aws-ebs-csi-driver-aws-ebs-csi-driver-2-60-1-default,aws-ebs-csi-driver/aws-ebs-csi-driver,2.60.1,default,F2a,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/variants/default/variant.yaml,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/effective-values.yaml,default,aws-ebs-csi-driver,recipes/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/revisions/default/r001/rendered/release-objects.yaml,packages/aws-ebs-csi-driver/aws-ebs-csi-driver/2.60.1/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/aws-ebs-csi-driver-aws-ebs-csi-driver:2.60.1@sha256:1c389a08781eecad0f67d1a41c5a1226de5891b96d9ec7e1bf34f14946756d52,data/helm-render-intents/intents/aws-ebs-csi-driver-aws-ebs-csi-driver-2-60-1-default.yaml,yes,yes,no,watch,watch,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,1,actionable-gap,"1 observed prerequisite action record exists, but the base does not declare the prerequisite.","Add the observed prerequisite to spec.targetFacts in the base variant, then rerun its proof.",none-in-catalog-base,review-required,https://kubernetes-sigs.github.io/aws-ebs-csi-driver
bitnami-apache-11-4-29-default,bitnami/apache,11.4.29,default,F2a,recipes/bitnami/apache/11.4.29,recipes/bitnami/apache/11.4.29/variants/default/variant.yaml,recipes/bitnami/apache/11.4.29/effective-values.yaml,default,apache,recipes/bitnami/apache/11.4.29/revisions/default/r001/rendered/release-objects.yaml,packages/bitnami/apache/11.4.29/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-apache:11.4.29@sha256:00d1fe619e9dd8e6ba062ab02a3459c925451a39249e7f94f8088981bde81eb8,data/helm-render-intents/intents/bitnami-apache-11-4-29-default.yaml,yes,yes,no,watch,watch,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://charts.bitnami.com/bitnami
bitnami-apache-11-4-29-legacy,bitnami/apache,11.4.29,legacy,F2b,recipes/bitnami/apache/11.4.29,recipes/bitnami/apache/11.4.29/variants/legacy/variant.yaml,recipes/bitnami/apache/11.4.29/effective-values.yaml,default,apache,recipes/bitnami/apache/11.4.29/revisions/legacy/r001/rendered/release-objects.yaml,packages/bitnami/apache/11.4.29/bases/legacy,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-apache:11.4.29@sha256:00d1fe619e9dd8e6ba062ab02a3459c925451a39249e7f94f8088981bde81eb8,data/helm-render-intents/intents/bitnami-apache-11-4-29-legacy.yaml,yes,yes,yes,watch,watch,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://charts.bitnami.com/bitnami
bitnami-contour-21-1-4-default,bitnami/contour,21.1.4,default,F2a,recipes/bitnami/contour/21.1.4,recipes/bitnami/contour/21.1.4/variants/default/variant.yaml,recipes/bitnami/contour/21.1.4/effective-values.yaml,default,contour,recipes/bitnami/contour/21.1.4/revisions/default/r001/rendered/release-objects.yaml,packages/bitnami/contour/21.1.4/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-contour:21.1.4@sha256:9367550cdf3060ffa460fe6beffb60e102c9f5c6254d3c153974dfc9242767d3,data/helm-render-intents/intents/bitnami-contour-21-1-4-default.yaml,yes,yes,no,watch,watch,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,2,2,0,attached,2 target prerequisites declared by this base.,,none-in-catalog-base,review-required,https://charts.bitnami.com/bitnami
bitnami-contour-21-1-4-legacy,bitnami/contour,21.1.4,legacy,F2b,recipes/bitnami/contour/21.1.4,recipes/bitnami/contour/21.1.4/variants/legacy/variant.yaml,recipes/bitnami/contour/21.1.4/effective-values-legacy.yaml,default,contour,recipes/bitnami/contour/21.1.4/revisions/legacy/r001/rendered/release-objects.yaml,packages/bitnami/contour/21.1.4/bases/legacy,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-contour:21.1.4@sha256:9367550cdf3060ffa460fe6beffb60e102c9f5c6254d3c153974dfc9242767d3,data/helm-render-intents/intents/bitnami-contour-21-1-4-legacy.yaml,yes,yes,no,watch,watch,yes,proven,yes,1,1,attached,1 lifecycle route attached for this exact chart version and base.,,2,2,1,attached-with-observed-actions,2 prerequisite declarations and 1 follow-up action record are attached.,,none-in-catalog-base,review-required,https://charts.bitnami.com/bitnami
bitnami-contour-21-1-4-no-crds,bitnami/contour,21.1.4,no-crds,F2b,recipes/bitnami/contour/21.1.4,recipes/bitnami/contour/21.1.4/variants/no-crds/variant.yaml,recipes/bitnami/contour/21.1.4/effective-values-no-crds.yaml,default,contour,recipes/bitnami/contour/21.1.4/revisions/no-crds/r001/rendered/release-objects.yaml,packages/bitnami/contour/21.1.4/bases/no-crds,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-contour:21.1.4@sha256:9367550cdf3060ffa460fe6beffb60e102c9f5c6254d3c153974dfc9242767d3,data/helm-render-intents/intents/bitnami-contour-21-1-4-no-crds.yaml,yes,yes,no,watch,watch,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,2,2,0,attached,2 target prerequisites declared by this base.,,none-in-catalog-base,review-required,https://charts.bitnami.com/bitnami
bitnami-elasticsearch-22-1-6-default,bitnami/elasticsearch,22.1.6,default,F2a,recipes/bitnami/elasticsearch/22.1.6,recipes/bitnami/elasticsearch/22.1.6/variants/default/variant.yaml,recipes/bitnami/elasticsearch/22.1.6/effective-values.yaml,default,elasticsearch,recipes/bitnami/elasticsearch/22.1.6/revisions/default/r001/rendered/release-objects.yaml,packages/bitnami/elasticsearch/22.1.6/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-elasticsearch:22.1.6@sha256:3322a7fd40b1592166e8dd6156793de0aa33acb39d94b0c2b309f63d3fc758f9,data/helm-render-intents/intents/bitnami-elasticsearch-22-1-6-default.yaml,yes,yes,no,watch,watch,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://charts.bitnami.com/bitnami
bitnami-elasticsearch-22-1-6-ha,bitnami/elasticsearch,22.1.6,ha,F2b,recipes/bitnami/elasticsearch/22.1.6,recipes/bitnami/elasticsearch/22.1.6/variants/ha/variant.yaml,recipes/bitnami/elasticsearch/22.1.6/effective-values-ha.yaml,default,elasticsearch,recipes/bitnami/elasticsearch/22.1.6/revisions/ha/r001/rendered/release-objects.yaml,packages/bitnami/elasticsearch/22.1.6/bases/ha,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-elasticsearch:22.1.6@sha256:3322a7fd40b1592166e8dd6156793de0aa33acb39d94b0c2b309f63d3fc758f9,data/helm-render-intents/intents/bitnami-elasticsearch-22-1-6-ha.yaml,yes,yes,no,watch,watch,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://charts.bitnami.com/bitnami
bitnami-elasticsearch-22-1-6-legacy,bitnami/elasticsearch,22.1.6,legacy,F2b,recipes/bitnami/elasticsearch/22.1.6,recipes/bitnami/elasticsearch/22.1.6/variants/legacy/variant.yaml,recipes/bitnami/elasticsearch/22.1.6/effective-values.yaml,default,elasticsearch,recipes/bitnami/elasticsearch/22.1.6/revisions/legacy/r001/rendered/release-objects.yaml,packages/bitnami/elasticsearch/22.1.6/bases/legacy,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-elasticsearch:22.1.6@sha256:3322a7fd40b1592166e8dd6156793de0aa33acb39d94b0c2b309f63d3fc758f9,data/helm-render-intents/intents/bitnami-elasticsearch-22-1-6-legacy.yaml,yes,yes,yes,watch,watch,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://charts.bitnami.com/bitnami
bitnami-memcached-8-5-5-default,bitnami/memcached,8.5.5,default,F2a,recipes/bitnami/memcached/8.5.5,recipes/bitnami/memcached/8.5.5/variants/default/variant.yaml,recipes/bitnami/memcached/8.5.5/effective-values.yaml,default,memcached,recipes/bitnami/memcached/8.5.5/revisions/default/r001/rendered/release-objects.yaml,packages/bitnami/memcached/8.5.5/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-memcached:8.5.5@sha256:37635092808e22db71cd3d3521bcd02db056a9f46d81f372f98be1d03c89fcb2,data/helm-render-intents/intents/bitnami-memcached-8-5-5-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://charts.bitnami.com/bitnami
bitnami-mongodb-19-0-7-existing-secret-replicaset,bitnami/mongodb,19.0.7,existing-secret-replicaset,F2b,recipes/bitnami/mongodb/19.0.7,recipes/bitnami/mongodb/19.0.7/variants/existing-secret-replicaset/variant.yaml,recipes/bitnami/mongodb/19.0.7/effective-values-existing-secret-replicaset.yaml,mongodb,mongodb,recipes/bitnami/mongodb/19.0.7/revisions/existing-secret-replicaset/r001/rendered/release-objects.yaml,packages/bitnami/mongodb/19.0.7/bases/existing-secret-replicaset,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb:19.0.7@sha256:8f690ed44774fc97011c366cf2e54730d6a07dfb4e6823d1dff07101eb0da534,data/helm-render-intents/intents/bitnami-mongodb-19-0-7-existing-secret-replicaset.yaml,yes,yes,yes,yes,yes,todo,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,1,1,0,attached,1 target prerequisite declared by this base.,,none-in-catalog-base,review-required,https://charts.bitnami.com/bitnami
bitnami-mongodb-19-0-7-static-passwords,bitnami/mongodb,19.0.7,static-passwords,F2b,recipes/bitnami/mongodb/19.0.7,recipes/bitnami/mongodb/19.0.7/variants/static-passwords/variant.yaml,recipes/bitnami/mongodb/19.0.7/effective-values.yaml,mongodb,mongodb,recipes/bitnami/mongodb/19.0.7/revisions/static-passwords/r001/rendered/release-objects.yaml,packages/bitnami/mongodb/19.0.7/bases/static-passwords,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb:19.0.7@sha256:8f690ed44774fc97011c366cf2e54730d6a07dfb4e6823d1dff07101eb0da534,data/helm-render-intents/intents/bitnami-mongodb-19-0-7-static-passwords.yaml,yes,yes,yes,yes,yes,todo,proven-with-watch,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://charts.bitnami.com/bitnami
bitnami-mongodb-19-0-9-existing-secret-replicaset,bitnami/mongodb,19.0.9,existing-secret-replicaset,F2b,recipes/bitnami/mongodb/19.0.9,recipes/bitnami/mongodb/19.0.9/variants/existing-secret-replicaset/variant.yaml,recipes/bitnami/mongodb/19.0.9/effective-values-existing-secret-replicaset.yaml,mongodb,mongodb,recipes/bitnami/mongodb/19.0.9/revisions/existing-secret-replicaset/r001/rendered/release-objects.yaml,packages/bitnami/mongodb/19.0.9/bases/existing-secret-replicaset,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb:19.0.9@sha256:6b4061223db0662d18c357bdfdf358600fa15e477525944de571a4738b222683,data/helm-render-intents/intents/bitnami-mongodb-19-0-9-existing-secret-replicaset.yaml,yes,yes,yes,watch,watch,todo,proven-with-watch,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,1,1,0,attached,1 target prerequisite declared by this base.,,none-in-catalog-base,review-required,https://charts.bitnami.com/bitnami
bitnami-mongodb-19-0-9-static-passwords,bitnami/mongodb,19.0.9,static-passwords,F2b,recipes/bitnami/mongodb/19.0.9,recipes/bitnami/mongodb/19.0.9/variants/static-passwords/variant.yaml,recipes/bitnami/mongodb/19.0.9/effective-values.yaml,mongodb,mongodb,recipes/bitnami/mongodb/19.0.9/revisions/static-passwords/r001/rendered/release-objects.yaml,packages/bitnami/mongodb/19.0.9/bases/static-passwords,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-mongodb:19.0.9@sha256:6b4061223db0662d18c357bdfdf358600fa15e477525944de571a4738b222683,data/helm-render-intents/intents/bitnami-mongodb-19-0-9-static-passwords.yaml,yes,yes,yes,yes,yes,todo,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://charts.bitnami.com/bitnami
