chart,feature,status,support_meaning,evidence
coredns/coredns@1.45.2,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/coredns/coredns/1.45.2/helm-pain-report.yaml;recipes/coredns/coredns/1.45.2/weirdness-and-mitigations.md
coredns/coredns@1.45.2,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/coredns/coredns/1.45.2/helm-pain-report.yaml;recipes/coredns/coredns/1.45.2/weirdness-and-mitigations.md
coredns/coredns@1.45.2,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/coredns/coredns/1.45.2/helm-pain-report.yaml;recipes/coredns/coredns/1.45.2/weirdness-and-mitigations.md
coredns/coredns@1.45.2,existing_secret,buildable - not yet run,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/coredns/coredns/1.45.2/helm-pain-report.yaml;recipes/coredns/coredns/1.45.2/weirdness-and-mitigations.md
coredns/coredns@1.45.2,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/coredns/coredns/1.45.2/helm-pain-report.yaml;recipes/coredns/coredns/1.45.2/weirdness-and-mitigations.md
coredns/coredns@1.45.2,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/coredns/coredns/1.45.2/helm-pain-report.yaml;recipes/coredns/coredns/1.45.2/weirdness-and-mitigations.md
coredns/coredns@1.45.2,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/coredns/coredns/1.45.2/helm-pain-report.yaml;recipes/coredns/coredns/1.45.2/weirdness-and-mitigations.md
coredns/coredns@1.45.2,required_values,yes - mandatory inputs (required/fail),tracked chart fact,data/chart-facts/chart-facts.csv;recipes/coredns/coredns/1.45.2/helm-pain-report.yaml;recipes/coredns/coredns/1.45.2/weirdness-and-mitigations.md
coredns/coredns@1.45.2,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/coredns/coredns/1.45.2/helm-pain-report.yaml;recipes/coredns/coredns/1.45.2/weirdness-and-mitigations.md
coredns/coredns@1.45.2,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/coredns/coredns/1.45.2/helm-pain-report.yaml;recipes/coredns/coredns/1.45.2/weirdness-and-mitigations.md
coredns/coredns@1.45.2,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/coredns/coredns/1.45.2/helm-pain-report.yaml;recipes/coredns/coredns/1.45.2/weirdness-and-mitigations.md
coredns/coredns@1.45.2,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/coredns/coredns/1.45.2/helm-pain-report.yaml;recipes/coredns/coredns/1.45.2/weirdness-and-mitigations.md
coredns/coredns@1.45.2,buildable_not_yet_run,existing-secret (buildable - not yet run),known build path exists but has not been promoted,data/chart-facts/chart-facts.csv;recipes/coredns/coredns/1.45.2/helm-pain-report.yaml;recipes/coredns/coredns/1.45.2/weirdness-and-mitigations.md
coredns/coredns@1.45.2,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/coredns/coredns/1.45.2/helm-pain-report.yaml;recipes/coredns/coredns/1.45.2/weirdness-and-mitigations.md
crossplane-stable/crossplane@2.3.1,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/weirdness-and-mitigations.md
crossplane-stable/crossplane@2.3.1,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/weirdness-and-mitigations.md
crossplane-stable/crossplane@2.3.1,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/weirdness-and-mitigations.md
crossplane-stable/crossplane@2.3.1,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/weirdness-and-mitigations.md
crossplane-stable/crossplane@2.3.1,existing_secret,buildable - not yet run,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/weirdness-and-mitigations.md
crossplane-stable/crossplane@2.3.1,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/weirdness-and-mitigations.md
crossplane-stable/crossplane@2.3.1,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/weirdness-and-mitigations.md
crossplane-stable/crossplane@2.3.1,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/weirdness-and-mitigations.md
crossplane-stable/crossplane@2.3.1,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/weirdness-and-mitigations.md
crossplane-stable/crossplane@2.3.1,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/weirdness-and-mitigations.md
crossplane-stable/crossplane@2.3.1,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/weirdness-and-mitigations.md
crossplane-stable/crossplane@2.3.1,notes,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/weirdness-and-mitigations.md
crossplane-stable/crossplane@2.3.1,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/weirdness-and-mitigations.md
crossplane-stable/crossplane@2.3.1,buildable_not_yet_run,existing-secret (buildable - not yet run),known build path exists but has not been promoted,data/chart-facts/chart-facts.csv;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/weirdness-and-mitigations.md
crossplane-stable/crossplane@2.3.1,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/crossplane-stable/crossplane/2.3.1/helm-pain-report.yaml;recipes/crossplane-stable/crossplane/2.3.1/weirdness-and-mitigations.md
descheduler/descheduler@0.36.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml;recipes/descheduler/descheduler/0.36.0/weirdness-and-mitigations.md
descheduler/descheduler@0.36.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml;recipes/descheduler/descheduler/0.36.0/weirdness-and-mitigations.md
descheduler/descheduler@0.36.0,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml;recipes/descheduler/descheduler/0.36.0/weirdness-and-mitigations.md
descheduler/descheduler@0.36.0,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml;recipes/descheduler/descheduler/0.36.0/weirdness-and-mitigations.md
descheduler/descheduler@0.36.0,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml;recipes/descheduler/descheduler/0.36.0/weirdness-and-mitigations.md
descheduler/descheduler@0.36.0,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml;recipes/descheduler/descheduler/0.36.0/weirdness-and-mitigations.md
descheduler/descheduler@0.36.0,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml;recipes/descheduler/descheduler/0.36.0/weirdness-and-mitigations.md
descheduler/descheduler@0.36.0,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml;recipes/descheduler/descheduler/0.36.0/weirdness-and-mitigations.md
descheduler/descheduler@0.36.0,required_values,yes - mandatory inputs (required/fail),tracked chart fact,data/chart-facts/chart-facts.csv;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml;recipes/descheduler/descheduler/0.36.0/weirdness-and-mitigations.md
descheduler/descheduler@0.36.0,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml;recipes/descheduler/descheduler/0.36.0/weirdness-and-mitigations.md
descheduler/descheduler@0.36.0,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml;recipes/descheduler/descheduler/0.36.0/weirdness-and-mitigations.md
descheduler/descheduler@0.36.0,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml;recipes/descheduler/descheduler/0.36.0/weirdness-and-mitigations.md
descheduler/descheduler@0.36.0,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml;recipes/descheduler/descheduler/0.36.0/weirdness-and-mitigations.md
descheduler/descheduler@0.36.0,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml;recipes/descheduler/descheduler/0.36.0/weirdness-and-mitigations.md
descheduler/descheduler@0.36.0,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/descheduler/descheduler/0.36.0/helm-pain-report.yaml;recipes/descheduler/descheduler/0.36.0/weirdness-and-mitigations.md
dex/dex@0.24.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/dex/dex/0.24.0/helm-pain-report.yaml;recipes/dex/dex/0.24.0/weirdness-and-mitigations.md
dex/dex@0.24.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/dex/dex/0.24.0/helm-pain-report.yaml;recipes/dex/dex/0.24.0/weirdness-and-mitigations.md
dex/dex@0.24.0,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/dex/dex/0.24.0/helm-pain-report.yaml;recipes/dex/dex/0.24.0/weirdness-and-mitigations.md
dex/dex@0.24.0,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/dex/dex/0.24.0/helm-pain-report.yaml;recipes/dex/dex/0.24.0/weirdness-and-mitigations.md
dex/dex@0.24.0,existing_secret,buildable - not yet run,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/dex/dex/0.24.0/helm-pain-report.yaml;recipes/dex/dex/0.24.0/weirdness-and-mitigations.md
dex/dex@0.24.0,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/dex/dex/0.24.0/helm-pain-report.yaml;recipes/dex/dex/0.24.0/weirdness-and-mitigations.md
dex/dex@0.24.0,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/dex/dex/0.24.0/helm-pain-report.yaml;recipes/dex/dex/0.24.0/weirdness-and-mitigations.md
dex/dex@0.24.0,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/dex/dex/0.24.0/helm-pain-report.yaml;recipes/dex/dex/0.24.0/weirdness-and-mitigations.md
dex/dex@0.24.0,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/dex/dex/0.24.0/helm-pain-report.yaml;recipes/dex/dex/0.24.0/weirdness-and-mitigations.md
dex/dex@0.24.0,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/dex/dex/0.24.0/helm-pain-report.yaml;recipes/dex/dex/0.24.0/weirdness-and-mitigations.md
dex/dex@0.24.0,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/dex/dex/0.24.0/helm-pain-report.yaml;recipes/dex/dex/0.24.0/weirdness-and-mitigations.md
dex/dex@0.24.0,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/dex/dex/0.24.0/helm-pain-report.yaml;recipes/dex/dex/0.24.0/weirdness-and-mitigations.md
dex/dex@0.24.0,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/dex/dex/0.24.0/helm-pain-report.yaml;recipes/dex/dex/0.24.0/weirdness-and-mitigations.md
dex/dex@0.24.0,buildable_not_yet_run,existing-secret (buildable - not yet run),known build path exists but has not been promoted,data/chart-facts/chart-facts.csv;recipes/dex/dex/0.24.0/helm-pain-report.yaml;recipes/dex/dex/0.24.0/weirdness-and-mitigations.md
dex/dex@0.24.0,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/dex/dex/0.24.0/helm-pain-report.yaml;recipes/dex/dex/0.24.0/weirdness-and-mitigations.md
elastic/eck-operator@3.4.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/eck-operator/3.4.0/helm-pain-report.yaml;recipes/elastic/eck-operator/3.4.0/weirdness-and-mitigations.md
elastic/eck-operator@3.4.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/eck-operator/3.4.0/helm-pain-report.yaml;recipes/elastic/eck-operator/3.4.0/weirdness-and-mitigations.md
elastic/eck-operator@3.4.0,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/eck-operator/3.4.0/helm-pain-report.yaml;recipes/elastic/eck-operator/3.4.0/weirdness-and-mitigations.md
elastic/eck-operator@3.4.0,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/eck-operator/3.4.0/helm-pain-report.yaml;recipes/elastic/eck-operator/3.4.0/weirdness-and-mitigations.md
elastic/eck-operator@3.4.0,existing_secret,buildable - not yet run,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/elastic/eck-operator/3.4.0/helm-pain-report.yaml;recipes/elastic/eck-operator/3.4.0/weirdness-and-mitigations.md
elastic/eck-operator@3.4.0,crds,present,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/elastic/eck-operator/3.4.0/helm-pain-report.yaml;recipes/elastic/eck-operator/3.4.0/weirdness-and-mitigations.md
elastic/eck-operator@3.4.0,no_crds_variant,built,CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/elastic/eck-operator/3.4.0/helm-pain-report.yaml;recipes/elastic/eck-operator/3.4.0/weirdness-and-mitigations.md
elastic/eck-operator@3.4.0,webhooks,present,admission webhooks are present; count 1; raw count is in chart-facts.csv,data/chart-facts/chart-facts.csv;recipes/elastic/eck-operator/3.4.0/helm-pain-report.yaml;recipes/elastic/eck-operator/3.4.0/weirdness-and-mitigations.md
elastic/eck-operator@3.4.0,required_values,yes - mandatory inputs (required/fail),tracked chart fact,data/chart-facts/chart-facts.csv;recipes/elastic/eck-operator/3.4.0/helm-pain-report.yaml;recipes/elastic/eck-operator/3.4.0/weirdness-and-mitigations.md
elastic/eck-operator@3.4.0,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/eck-operator/3.4.0/helm-pain-report.yaml;recipes/elastic/eck-operator/3.4.0/weirdness-and-mitigations.md
elastic/eck-operator@3.4.0,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/eck-operator/3.4.0/helm-pain-report.yaml;recipes/elastic/eck-operator/3.4.0/weirdness-and-mitigations.md
elastic/eck-operator@3.4.0,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/elastic/eck-operator/3.4.0/helm-pain-report.yaml;recipes/elastic/eck-operator/3.4.0/weirdness-and-mitigations.md
elastic/eck-operator@3.4.0,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/elastic/eck-operator/3.4.0/helm-pain-report.yaml;recipes/elastic/eck-operator/3.4.0/weirdness-and-mitigations.md
elastic/eck-operator@3.4.0,buildable_not_yet_run,existing-secret (buildable - not yet run),known build path exists but has not been promoted,data/chart-facts/chart-facts.csv;recipes/elastic/eck-operator/3.4.0/helm-pain-report.yaml;recipes/elastic/eck-operator/3.4.0/weirdness-and-mitigations.md
elastic/eck-operator@3.4.0,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/elastic/eck-operator/3.4.0/helm-pain-report.yaml;recipes/elastic/eck-operator/3.4.0/weirdness-and-mitigations.md
elastic/filebeat@8.5.1,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml;recipes/elastic/filebeat/8.5.1/weirdness-and-mitigations.md
elastic/filebeat@8.5.1,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml;recipes/elastic/filebeat/8.5.1/weirdness-and-mitigations.md
elastic/filebeat@8.5.1,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml;recipes/elastic/filebeat/8.5.1/weirdness-and-mitigations.md
elastic/filebeat@8.5.1,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml;recipes/elastic/filebeat/8.5.1/weirdness-and-mitigations.md
elastic/filebeat@8.5.1,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml;recipes/elastic/filebeat/8.5.1/weirdness-and-mitigations.md
elastic/filebeat@8.5.1,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml;recipes/elastic/filebeat/8.5.1/weirdness-and-mitigations.md
elastic/filebeat@8.5.1,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml;recipes/elastic/filebeat/8.5.1/weirdness-and-mitigations.md
elastic/filebeat@8.5.1,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml;recipes/elastic/filebeat/8.5.1/weirdness-and-mitigations.md
elastic/filebeat@8.5.1,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml;recipes/elastic/filebeat/8.5.1/weirdness-and-mitigations.md
elastic/filebeat@8.5.1,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml;recipes/elastic/filebeat/8.5.1/weirdness-and-mitigations.md
elastic/filebeat@8.5.1,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml;recipes/elastic/filebeat/8.5.1/weirdness-and-mitigations.md
elastic/filebeat@8.5.1,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml;recipes/elastic/filebeat/8.5.1/weirdness-and-mitigations.md
elastic/filebeat@8.5.1,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml;recipes/elastic/filebeat/8.5.1/weirdness-and-mitigations.md
elastic/filebeat@8.5.1,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml;recipes/elastic/filebeat/8.5.1/weirdness-and-mitigations.md
elastic/filebeat@8.5.1,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/elastic/filebeat/8.5.1/helm-pain-report.yaml;recipes/elastic/filebeat/8.5.1/weirdness-and-mitigations.md
elastic/kibana@8.5.1,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml;recipes/elastic/kibana/8.5.1/weirdness-and-mitigations.md
elastic/kibana@8.5.1,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml;recipes/elastic/kibana/8.5.1/weirdness-and-mitigations.md
elastic/kibana@8.5.1,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml;recipes/elastic/kibana/8.5.1/weirdness-and-mitigations.md
elastic/kibana@8.5.1,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml;recipes/elastic/kibana/8.5.1/weirdness-and-mitigations.md
elastic/kibana@8.5.1,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml;recipes/elastic/kibana/8.5.1/weirdness-and-mitigations.md
elastic/kibana@8.5.1,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml;recipes/elastic/kibana/8.5.1/weirdness-and-mitigations.md
elastic/kibana@8.5.1,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml;recipes/elastic/kibana/8.5.1/weirdness-and-mitigations.md
elastic/kibana@8.5.1,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml;recipes/elastic/kibana/8.5.1/weirdness-and-mitigations.md
elastic/kibana@8.5.1,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml;recipes/elastic/kibana/8.5.1/weirdness-and-mitigations.md
elastic/kibana@8.5.1,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml;recipes/elastic/kibana/8.5.1/weirdness-and-mitigations.md
elastic/kibana@8.5.1,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml;recipes/elastic/kibana/8.5.1/weirdness-and-mitigations.md
elastic/kibana@8.5.1,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml;recipes/elastic/kibana/8.5.1/weirdness-and-mitigations.md
elastic/kibana@8.5.1,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml;recipes/elastic/kibana/8.5.1/weirdness-and-mitigations.md
elastic/kibana@8.5.1,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml;recipes/elastic/kibana/8.5.1/weirdness-and-mitigations.md
elastic/kibana@8.5.1,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/elastic/kibana/8.5.1/helm-pain-report.yaml;recipes/elastic/kibana/8.5.1/weirdness-and-mitigations.md
elastic/logstash@8.5.1,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/logstash/8.5.1/helm-pain-report.yaml;recipes/elastic/logstash/8.5.1/weirdness-and-mitigations.md
elastic/logstash@8.5.1,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/logstash/8.5.1/helm-pain-report.yaml;recipes/elastic/logstash/8.5.1/weirdness-and-mitigations.md
elastic/logstash@8.5.1,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/logstash/8.5.1/helm-pain-report.yaml;recipes/elastic/logstash/8.5.1/weirdness-and-mitigations.md
elastic/logstash@8.5.1,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/logstash/8.5.1/helm-pain-report.yaml;recipes/elastic/logstash/8.5.1/weirdness-and-mitigations.md
elastic/logstash@8.5.1,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/elastic/logstash/8.5.1/helm-pain-report.yaml;recipes/elastic/logstash/8.5.1/weirdness-and-mitigations.md
elastic/logstash@8.5.1,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/logstash/8.5.1/helm-pain-report.yaml;recipes/elastic/logstash/8.5.1/weirdness-and-mitigations.md
elastic/logstash@8.5.1,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/elastic/logstash/8.5.1/helm-pain-report.yaml;recipes/elastic/logstash/8.5.1/weirdness-and-mitigations.md
elastic/logstash@8.5.1,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/logstash/8.5.1/helm-pain-report.yaml;recipes/elastic/logstash/8.5.1/weirdness-and-mitigations.md
elastic/logstash@8.5.1,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/logstash/8.5.1/helm-pain-report.yaml;recipes/elastic/logstash/8.5.1/weirdness-and-mitigations.md
elastic/logstash@8.5.1,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/logstash/8.5.1/helm-pain-report.yaml;recipes/elastic/logstash/8.5.1/weirdness-and-mitigations.md
