chart,feature,status,support_meaning,evidence
prometheus-community/prometheus@29.8.0,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/prometheus-community/prometheus/29.8.0/helm-pain-report.yaml;recipes/prometheus-community/prometheus/29.8.0/weirdness-and-mitigations.md
prometheus-community/prometheus@29.8.0,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/prometheus-community/prometheus/29.8.0/helm-pain-report.yaml;recipes/prometheus-community/prometheus/29.8.0/weirdness-and-mitigations.md
prometheus-community/prometheus@29.8.0,required_values,yes - mandatory inputs (required/fail),tracked chart fact,data/chart-facts/chart-facts.csv;recipes/prometheus-community/prometheus/29.8.0/helm-pain-report.yaml;recipes/prometheus-community/prometheus/29.8.0/weirdness-and-mitigations.md
prometheus-community/prometheus@29.8.0,values_schema,yes - values.schema.json,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/prometheus-community/prometheus/29.8.0/helm-pain-report.yaml;recipes/prometheus-community/prometheus/29.8.0/weirdness-and-mitigations.md
prometheus-community/prometheus@29.8.0,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/prometheus-community/prometheus/29.8.0/helm-pain-report.yaml;recipes/prometheus-community/prometheus/29.8.0/weirdness-and-mitigations.md
prometheus-community/prometheus@29.8.0,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/prometheus-community/prometheus/29.8.0/helm-pain-report.yaml;recipes/prometheus-community/prometheus/29.8.0/weirdness-and-mitigations.md
prometheus-community/prometheus@29.8.0,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/prometheus-community/prometheus/29.8.0/helm-pain-report.yaml;recipes/prometheus-community/prometheus/29.8.0/weirdness-and-mitigations.md
prometheus-community/prometheus@29.8.0,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/prometheus-community/prometheus/29.8.0/helm-pain-report.yaml;recipes/prometheus-community/prometheus/29.8.0/weirdness-and-mitigations.md
prometheus-community/prometheus@29.8.0,not_yet_enabled,ha (curated proof lane - bespoke teaching needed),hard gap or curated proof lane remains,data/chart-facts/chart-facts.csv;recipes/prometheus-community/prometheus/29.8.0/helm-pain-report.yaml;recipes/prometheus-community/prometheus/29.8.0/weirdness-and-mitigations.md
rook-release/rook-ceph-cluster@v1.19.5,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph-cluster@v1.19.5,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph-cluster@v1.19.5,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph-cluster@v1.19.5,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph-cluster@v1.19.5,existing_secret,buildable - not yet run,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph-cluster@v1.19.5,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph-cluster@v1.19.5,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph-cluster@v1.19.5,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph-cluster@v1.19.5,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph-cluster@v1.19.5,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph-cluster@v1.19.5,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph-cluster@v1.19.5,notes,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph-cluster@v1.19.5,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph-cluster@v1.19.5,buildable_not_yet_run,existing-secret (buildable - not yet run),known build path exists but has not been promoted,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph-cluster@v1.19.5,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph-cluster/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph-cluster/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph@v1.19.5,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph@v1.19.5,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph@v1.19.5,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph@v1.19.5,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph@v1.19.5,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph@v1.19.5,crds,present,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph@v1.19.5,no_crds_variant,"NOT built - template-baked CRDs, no toggle (#114)",CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph@v1.19.5,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph@v1.19.5,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph@v1.19.5,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph@v1.19.5,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph@v1.19.5,notes,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph@v1.19.5,extension_slots,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph@v1.19.5,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/weirdness-and-mitigations.md
rook-release/rook-ceph@v1.19.5,not_yet_enabled,"no-crds (template-baked CRDs, no toggle - #114)",hard gap or curated proof lane remains,data/chart-facts/chart-facts.csv;recipes/rook-release/rook-ceph/v1.19.5/helm-pain-report.yaml;recipes/rook-release/rook-ceph/v1.19.5/weirdness-and-mitigations.md
runix/pgadmin4@1.62.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml;recipes/runix/pgadmin4/1.62.0/weirdness-and-mitigations.md
runix/pgadmin4@1.62.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml;recipes/runix/pgadmin4/1.62.0/weirdness-and-mitigations.md
runix/pgadmin4@1.62.0,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml;recipes/runix/pgadmin4/1.62.0/weirdness-and-mitigations.md
runix/pgadmin4@1.62.0,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml;recipes/runix/pgadmin4/1.62.0/weirdness-and-mitigations.md
runix/pgadmin4@1.62.0,existing_secret,buildable - not yet run,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml;recipes/runix/pgadmin4/1.62.0/weirdness-and-mitigations.md
runix/pgadmin4@1.62.0,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml;recipes/runix/pgadmin4/1.62.0/weirdness-and-mitigations.md
runix/pgadmin4@1.62.0,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml;recipes/runix/pgadmin4/1.62.0/weirdness-and-mitigations.md
runix/pgadmin4@1.62.0,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml;recipes/runix/pgadmin4/1.62.0/weirdness-and-mitigations.md
runix/pgadmin4@1.62.0,required_values,yes - mandatory inputs (required/fail),tracked chart fact,data/chart-facts/chart-facts.csv;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml;recipes/runix/pgadmin4/1.62.0/weirdness-and-mitigations.md
runix/pgadmin4@1.62.0,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml;recipes/runix/pgadmin4/1.62.0/weirdness-and-mitigations.md
runix/pgadmin4@1.62.0,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml;recipes/runix/pgadmin4/1.62.0/weirdness-and-mitigations.md
runix/pgadmin4@1.62.0,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml;recipes/runix/pgadmin4/1.62.0/weirdness-and-mitigations.md
runix/pgadmin4@1.62.0,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml;recipes/runix/pgadmin4/1.62.0/weirdness-and-mitigations.md
runix/pgadmin4@1.62.0,buildable_not_yet_run,existing-secret (buildable - not yet run),known build path exists but has not been promoted,data/chart-facts/chart-facts.csv;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml;recipes/runix/pgadmin4/1.62.0/weirdness-and-mitigations.md
runix/pgadmin4@1.62.0,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/runix/pgadmin4/1.62.0/helm-pain-report.yaml;recipes/runix/pgadmin4/1.62.0/weirdness-and-mitigations.md
sealed-secrets/sealed-secrets@2.18.6,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/weirdness-and-mitigations.md
sealed-secrets/sealed-secrets@2.18.6,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/weirdness-and-mitigations.md
sealed-secrets/sealed-secrets@2.18.6,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/weirdness-and-mitigations.md
sealed-secrets/sealed-secrets@2.18.6,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/weirdness-and-mitigations.md
sealed-secrets/sealed-secrets@2.18.6,existing_secret,buildable - not yet run,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/weirdness-and-mitigations.md
sealed-secrets/sealed-secrets@2.18.6,crds,present,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/weirdness-and-mitigations.md
sealed-secrets/sealed-secrets@2.18.6,no_crds_variant,built,CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/weirdness-and-mitigations.md
sealed-secrets/sealed-secrets@2.18.6,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/weirdness-and-mitigations.md
sealed-secrets/sealed-secrets@2.18.6,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/weirdness-and-mitigations.md
sealed-secrets/sealed-secrets@2.18.6,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/weirdness-and-mitigations.md
sealed-secrets/sealed-secrets@2.18.6,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/weirdness-and-mitigations.md
sealed-secrets/sealed-secrets@2.18.6,notes,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/weirdness-and-mitigations.md
sealed-secrets/sealed-secrets@2.18.6,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/weirdness-and-mitigations.md
sealed-secrets/sealed-secrets@2.18.6,buildable_not_yet_run,existing-secret (buildable - not yet run),known build path exists but has not been promoted,data/chart-facts/chart-facts.csv;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/weirdness-and-mitigations.md
sealed-secrets/sealed-secrets@2.18.6,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/sealed-secrets/sealed-secrets/2.18.6/helm-pain-report.yaml;recipes/sealed-secrets/sealed-secrets/2.18.6/weirdness-and-mitigations.md
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/helm-pain-report.yaml;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/weirdness-and-mitigations.md
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/helm-pain-report.yaml;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/weirdness-and-mitigations.md
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/helm-pain-report.yaml;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/weirdness-and-mitigations.md
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/helm-pain-report.yaml;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/weirdness-and-mitigations.md
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/helm-pain-report.yaml;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/weirdness-and-mitigations.md
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/helm-pain-report.yaml;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/weirdness-and-mitigations.md
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,no_crds_variant,buildable - not yet run,CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/helm-pain-report.yaml;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/weirdness-and-mitigations.md
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/helm-pain-report.yaml;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/weirdness-and-mitigations.md
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/helm-pain-report.yaml;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/weirdness-and-mitigations.md
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/helm-pain-report.yaml;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/weirdness-and-mitigations.md
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/helm-pain-report.yaml;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/weirdness-and-mitigations.md
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,notes,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/helm-pain-report.yaml;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/weirdness-and-mitigations.md
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/helm-pain-report.yaml;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/weirdness-and-mitigations.md
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,buildable_not_yet_run,no-crds (buildable - not yet run),known build path exists but has not been promoted,data/chart-facts/chart-facts.csv;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/helm-pain-report.yaml;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/weirdness-and-mitigations.md
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/helm-pain-report.yaml;recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/weirdness-and-mitigations.md
stakater/reloader@2.2.12,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml;recipes/stakater/reloader/2.2.12/weirdness-and-mitigations.md
stakater/reloader@2.2.12,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml;recipes/stakater/reloader/2.2.12/weirdness-and-mitigations.md
stakater/reloader@2.2.12,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml;recipes/stakater/reloader/2.2.12/weirdness-and-mitigations.md
stakater/reloader@2.2.12,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml;recipes/stakater/reloader/2.2.12/weirdness-and-mitigations.md
stakater/reloader@2.2.12,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml;recipes/stakater/reloader/2.2.12/weirdness-and-mitigations.md
stakater/reloader@2.2.12,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml;recipes/stakater/reloader/2.2.12/weirdness-and-mitigations.md
stakater/reloader@2.2.12,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml;recipes/stakater/reloader/2.2.12/weirdness-and-mitigations.md
stakater/reloader@2.2.12,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml;recipes/stakater/reloader/2.2.12/weirdness-and-mitigations.md
stakater/reloader@2.2.12,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml;recipes/stakater/reloader/2.2.12/weirdness-and-mitigations.md
stakater/reloader@2.2.12,values_schema,yes - values.schema.json,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml;recipes/stakater/reloader/2.2.12/weirdness-and-mitigations.md
stakater/reloader@2.2.12,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml;recipes/stakater/reloader/2.2.12/weirdness-and-mitigations.md
stakater/reloader@2.2.12,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml;recipes/stakater/reloader/2.2.12/weirdness-and-mitigations.md
stakater/reloader@2.2.12,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml;recipes/stakater/reloader/2.2.12/weirdness-and-mitigations.md
stakater/reloader@2.2.12,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml;recipes/stakater/reloader/2.2.12/weirdness-and-mitigations.md
stakater/reloader@2.2.12,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/stakater/reloader/2.2.12/helm-pain-report.yaml;recipes/stakater/reloader/2.2.12/weirdness-and-mitigations.md
strimzi/strimzi-kafka-operator@1.0.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/strimzi/strimzi-kafka-operator/1.0.0/helm-pain-report.yaml;recipes/strimzi/strimzi-kafka-operator/1.0.0/weirdness-and-mitigations.md
strimzi/strimzi-kafka-operator@1.0.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/strimzi/strimzi-kafka-operator/1.0.0/helm-pain-report.yaml;recipes/strimzi/strimzi-kafka-operator/1.0.0/weirdness-and-mitigations.md
