chart,base,outcome_level,render_parity,in_confighub,local_live,lifecycle_observation,lifecycle_receipt,lifecycle_policy,gitops_oci_live,live_helm_vs_confighub_parity,two_cluster_kind_parity,two_cluster_kind_parity_reason,complete_core_lane_set,missing_or_non_pass_lanes,recipe_path,package_path,variant_revision,evidence_notes
prometheus-community/prometheus@29.9.0,server-only-ephemeral,live-parity,pass,missing,pass,missing,,,pass,pass,missing,,no,confighub_upload_variant_scan_safe_ops,recipes/prometheus-community/prometheus/29.9.0,packages/prometheus-community/prometheus/29.9.0,recipes/prometheus-community/prometheus/29.9.0/revisions/server-only-ephemeral/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | no ConfigHub proof receipt for package/base | runs/next80-local-kind/prometheus-community-prometheus-29.9.0-server-only-ephemeral/observation-receipt.yaml | runs/live-helm-confighub-compare/prometheus-community-prometheus-server-only-ephemeral-29-9-0/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/prometheus-community-prometheus-server-only-ephemeral-29-9-0/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/prometheus-community-prometheus-server-only-ephemeral-29-9-0/receipt.yaml | no two-cluster kind parity receipt in this repo
rook-release/rook-ceph-cluster@v1.19.5,default,local-live,pass,pass,pass,missing,,,missing,missing,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/rook-release/rook-ceph-cluster/v1.19.5,packages/rook-release/rook-ceph-cluster/v1.19.5,recipes/rook-release/rook-ceph-cluster/v1.19.5/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/rook-ceph-cluster-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/rook-release-rook-ceph-cluster-v1.19.5-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
rook-release/rook-ceph@v1.19.5,default,local-live,pass,pass,pass,missing,,,missing,missing,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/rook-release/rook-ceph/v1.19.5,packages/rook-release/rook-ceph/v1.19.5,recipes/rook-release/rook-ceph/v1.19.5/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/rook-ceph-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/rook-release-rook-ceph-v1.19.5-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
runix/pgadmin4@1.62.0,default,local-live,pass,pass,pass,missing,,,missing,missing,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/runix/pgadmin4/1.62.0,packages/runix/pgadmin4/1.62.0,recipes/runix/pgadmin4/1.62.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/pgadmin4-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/runix-pgadmin4-1.62.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
sealed-secrets/sealed-secrets@2.18.6,default,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/sealed-secrets/sealed-secrets/2.18.6,packages/sealed-secrets/sealed-secrets/2.18.6,recipes/sealed-secrets/sealed-secrets/2.18.6/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/sealed-secrets-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/sealed-secrets-sealed-secrets-2.18.6-default/observation-receipt.yaml | runs/live-helm-confighub-compare/sealed-secrets-sealed-secrets-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/sealed-secrets-sealed-secrets-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/sealed-secrets-sealed-secrets-default/receipt.yaml | runs/live-kind-parity/sealed-secrets-sealed-secrets-default/receipt.yaml
sealed-secrets/sealed-secrets@2.18.6,no-crds,local-live,pass,pass,pass,missing,,,missing,missing,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/sealed-secrets/sealed-secrets/2.18.6,packages/sealed-secrets/sealed-secrets/2.18.6,recipes/sealed-secrets/sealed-secrets/2.18.6/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/sealed-secrets-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/sealed-secrets-sealed-secrets-2.18.6-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,default,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0,packages/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0,recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/secrets-store-csi-driver-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/secrets-store-csi-driver-default/observation-receipt.json | runs/live-helm-confighub-compare/secrets-store-csi-driver-secrets-store-csi-driver-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/secrets-store-csi-driver-secrets-store-csi-driver-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/secrets-store-csi-driver-secrets-store-csi-driver-default/receipt.yaml | runs/live-kind-parity/secrets-store-csi-driver-secrets-store-csi-driver-default/receipt.yaml
secrets-store-csi-driver/secrets-store-csi-driver@1.6.0,sync-secret-rotation,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0,packages/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0,recipes/secrets-store-csi-driver/secrets-store-csi-driver/1.6.0/revisions/sync-secret-rotation/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/secrets-store-csi-driver-sync-secret-rotation-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/secrets-store-csi-driver-secrets-store-csi-driver-1.6.0-sync-secret-rotation/observation-receipt.yaml | runs/live-helm-confighub-compare/secrets-store-csi-driver-secrets-store-csi-driver-sync-secret-rotation/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/secrets-store-csi-driver-secrets-store-csi-driver-sync-secret-rotation/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/secrets-store-csi-driver-secrets-store-csi-driver-sync-secret-rotation/receipt.yaml | runs/live-kind-parity/secrets-store-csi-driver-secrets-store-csi-driver-sync-secret-rotation/receipt.yaml
stakater/reloader@2.2.12,controller-default-reviewed,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,yes,none,recipes/stakater/reloader/2.2.12,packages/stakater/reloader/2.2.12,recipes/stakater/reloader/2.2.12/revisions/controller-default-reviewed/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/reloader-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/stakater-reloader-2.2.12-controller-default-reviewed/observation-receipt.yaml | runs/live-helm-confighub-compare/stakater-reloader-controller-default-reviewed/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/stakater-reloader-controller-default-reviewed/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/stakater-reloader-controller-default-reviewed/receipt.yaml | no two-cluster kind parity receipt in this repo
stakater/reloader@2.2.12,default,local-live,pass,pass,pass,missing,,,missing,missing,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/stakater/reloader/2.2.12,packages/stakater/reloader/2.2.12,recipes/stakater/reloader/2.2.12/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/reloader-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/stakater-reloader-2.2.12-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
strimzi/strimzi-kafka-operator@1.0.0,default,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/strimzi/strimzi-kafka-operator/1.0.0,packages/strimzi/strimzi-kafka-operator/1.0.0,recipes/strimzi/strimzi-kafka-operator/1.0.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/strimzi-kafka-operator-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/strimzi-strimzi-kafka-operator-1.0.0-default/observation-receipt.yaml | runs/live-helm-confighub-compare/strimzi-strimzi-kafka-operator-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/strimzi-strimzi-kafka-operator-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/strimzi-strimzi-kafka-operator-default/receipt.yaml | runs/live-kind-parity/strimzi-strimzi-kafka-operator-default/receipt.yaml
strimzi/strimzi-kafka-operator@1.0.0,no-crds,in-confighub,pass,pass,blocked,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/strimzi/strimzi-kafka-operator/1.0.0,packages/strimzi/strimzi-kafka-operator/1.0.0,recipes/strimzi/strimzi-kafka-operator/1.0.0/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/strimzi-kafka-operator-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/strimzi-strimzi-kafka-operator-1.0.0-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
traefik/traefik@40.2.0,default,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,yes,none,recipes/traefik/traefik/40.2.0,packages/traefik/traefik/40.2.0,recipes/traefik/traefik/40.2.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/traefik-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/traefik-traefik-40.2.0-default/observation-receipt.yaml | runs/live-helm-confighub-compare/traefik-traefik-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/traefik-traefik-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/traefik-traefik-default/receipt.yaml | no two-cluster kind parity receipt in this repo
traefik/traefik@40.2.0,no-crds,local-live,pass,pass,pass,missing,,,watch,watch,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/traefik/traefik/40.2.0,packages/traefik/traefik/40.2.0,recipes/traefik/traefik/40.2.0/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/traefik-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/traefik-traefik-40.2.0-no-crds/observation-receipt.yaml | runs/live-helm-confighub-compare/traefik-traefik-no-crds/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/traefik-traefik-no-crds/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/traefik-traefik-no-crds/receipt.yaml | no two-cluster kind parity receipt in this repo
velero/velero@12.0.1,default,in-confighub,pass,pass,blocked,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/velero/velero/12.0.1,packages/velero/velero/12.0.1,recipes/velero/velero/12.0.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/velero-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/velero-velero-12.0.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
velero/velero@12.0.1,no-crds,in-confighub,pass,pass,blocked,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/velero/velero/12.0.1,packages/velero/velero/12.0.1,recipes/velero/velero/12.0.1/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/velero-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/velero-velero-12.0.1-no-crds/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
vm/victoria-logs-single@0.12.5,default,local-live,pass,pass,pass,missing,,,missing,missing,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/vm/victoria-logs-single/0.12.5,packages/vm/victoria-logs-single/0.12.5,recipes/vm/victoria-logs-single/0.12.5/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/victoria-logs-single-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/vm-victoria-logs-single-0.12.5-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
vm/victoria-metrics-single@0.39.0,default,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,yes,none,recipes/vm/victoria-metrics-single/0.39.0,packages/vm/victoria-metrics-single/0.39.0,recipes/vm/victoria-metrics-single/0.39.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/victoria-metrics-single-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/vm-victoria-metrics-single-0.39.0-default/observation-receipt.yaml | runs/live-helm-confighub-compare/vm-victoria-metrics-single-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/vm-victoria-metrics-single-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/vm-victoria-metrics-single-default/receipt.yaml | no two-cluster kind parity receipt in this repo
vm/victoria-metrics-single@0.39.0,default-reviewed,local-live,pass,pass,pass,missing,,,missing,missing,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/vm/victoria-metrics-single/0.39.0,packages/vm/victoria-metrics-single/0.39.0,recipes/vm/victoria-metrics-single/0.39.0/revisions/default-reviewed/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/victoria-metrics-single-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/vm-victoria-metrics-single-0.39.0-default-reviewed/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
