chart,base,outcome_level,render_parity,in_confighub,local_live,lifecycle_observation,lifecycle_receipt,lifecycle_policy,gitops_oci_live,live_helm_vs_confighub_parity,two_cluster_kind_parity,two_cluster_kind_parity_reason,complete_core_lane_set,missing_or_non_pass_lanes,recipe_path,package_path,variant_revision,evidence_notes
bitnami/nginx@24.0.2,http-clusterip,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/bitnami/nginx/24.0.2,packages/bitnami/nginx/24.0.2,recipes/bitnami/nginx/24.0.2/revisions/http-clusterip/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/nginx-http-clusterip-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/nginx-http-clusterip/observation-receipt.json | runs/live-helm-confighub-compare/bitnami-nginx-http-clusterip/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/bitnami-nginx-http-clusterip/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-nginx-http-clusterip/receipt.yaml | runs/live-kind-parity/bitnami-nginx-http-clusterip/receipt.yaml
bitnami/nginx@24.0.4,existing-tls-ingress,local-live,pass,pass,pass,missing,,,watch,watch,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/nginx/24.0.4,packages/bitnami/nginx/24.0.4,recipes/bitnami/nginx/24.0.4/revisions/existing-tls-ingress/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-nginx-24-0-4-existing-tls-ingress-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-nginx-24.0.4-existing-tls-ingress/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-nginx-existing-tls-ingress-24-0-4/receipt.yaml | no two-cluster kind parity receipt in this repo
bitnami/nginx@24.0.4,http-clusterip,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/nginx/24.0.4,packages/bitnami/nginx/24.0.4,recipes/bitnami/nginx/24.0.4/revisions/http-clusterip/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-nginx-24-0-4-http-clusterip-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-nginx-24.0.4-http-clusterip/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-nginx-http-clusterip-24-0-4/receipt.yaml | no two-cluster kind parity receipt in this repo
bitnami/nginx@25.0.0,existing-tls-ingress,local-live,pass,pass,pass,missing,,,watch,watch,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/nginx/25.0.0,packages/bitnami/nginx/25.0.0,recipes/bitnami/nginx/25.0.0/revisions/existing-tls-ingress/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-nginx-25-0-0-existing-tls-ingress-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-nginx-25.0.0-existing-tls-ingress/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-nginx-existing-tls-ingress-25-0-0/receipt.yaml | no two-cluster kind parity receipt in this repo
bitnami/nginx@25.0.0,http-clusterip,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/nginx/25.0.0,packages/bitnami/nginx/25.0.0,recipes/bitnami/nginx/25.0.0/revisions/http-clusterip/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-nginx-25-0-0-http-clusterip-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-nginx-25.0.0-http-clusterip/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-nginx-http-clusterip-25-0-0/receipt.yaml | no two-cluster kind parity receipt in this repo
bitnami/opensearch@2.0.10,default,in-confighub,pass,pass,fail,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/opensearch/2.0.10,packages/bitnami/opensearch/2.0.10,recipes/bitnami/opensearch/2.0.10/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/opensearch-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-opensearch-2.0.10-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
bitnami/opensearch@2.0.10,ha,in-confighub,pass,pass,fail,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/opensearch/2.0.10,packages/bitnami/opensearch/2.0.10,recipes/bitnami/opensearch/2.0.10/revisions/ha/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/opensearch-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-opensearch-2.0.10-ha/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
bitnami/phpmyadmin@20.0.0,default,in-confighub,pass,pass,blocked,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/phpmyadmin/20.0.0,packages/bitnami/phpmyadmin/20.0.0,recipes/bitnami/phpmyadmin/20.0.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-phpmyadmin-20-0-0-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-phpmyadmin-20.0.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
bitnami/postgresql@18.6.10,existing-secret,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/postgresql/18.6.10,packages/bitnami/postgresql/18.6.10,recipes/bitnami/postgresql/18.6.10/revisions/existing-secret/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-postgresql-18-6-10-existing-secret-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-postgresql-18.6.10-existing-secret/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-postgresql-existing-secret-18-6-10/receipt.yaml | no two-cluster kind parity receipt in this repo
bitnami/postgresql@18.6.10,generated-passwords,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/postgresql/18.6.10,packages/bitnami/postgresql/18.6.10,recipes/bitnami/postgresql/18.6.10/revisions/generated-passwords/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-postgresql-18-6-10-generated-passwords-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-postgresql-18.6.10-generated-passwords/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-postgresql-generated-passwords-18-6-10/receipt.yaml | no two-cluster kind parity receipt in this repo
bitnami/postgresql@18.6.7,existing-secret,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/bitnami/postgresql/18.6.7,packages/bitnami/postgresql/18.6.7,recipes/bitnami/postgresql/18.6.7/revisions/existing-secret/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/postgresql-existing-secret-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-postgresql-18.6.7-existing-secret/observation-receipt.yaml | runs/live-helm-confighub-compare/bitnami-postgresql-existing-secret/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/bitnami-postgresql-existing-secret/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-postgresql-existing-secret/receipt.yaml | runs/live-kind-parity/bitnami-postgresql-existing-secret/receipt.yaml
bitnami/postgresql@18.6.7,generated-passwords,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/bitnami/postgresql/18.6.7,packages/bitnami/postgresql/18.6.7,recipes/bitnami/postgresql/18.6.7/revisions/generated-passwords/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/postgresql-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/postgresql-generated-passwords/observation-receipt.json | runs/live-helm-confighub-compare/bitnami-postgresql-generated-passwords/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/bitnami-postgresql-generated-passwords/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-postgresql-generated-passwords/receipt.yaml | runs/live-kind-parity/bitnami-postgresql-generated-passwords/receipt.yaml
bitnami/postgresql@18.7.0,existing-secret,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/postgresql/18.7.0,packages/bitnami/postgresql/18.7.0,recipes/bitnami/postgresql/18.7.0/revisions/existing-secret/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-postgresql-18-7-0-existing-secret-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-postgresql-18.7.0-existing-secret/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-postgresql-existing-secret-18-7-0/receipt.yaml | no two-cluster kind parity receipt in this repo
bitnami/postgresql@18.7.0,generated-passwords,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/postgresql/18.7.0,packages/bitnami/postgresql/18.7.0,recipes/bitnami/postgresql/18.7.0/revisions/generated-passwords/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-postgresql-18-7-0-generated-passwords-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-postgresql-18.7.0-generated-passwords/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-postgresql-generated-passwords-18-7-0/receipt.yaml | no two-cluster kind parity receipt in this repo
bitnami/rabbitmq@16.0.14,existing-secret,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/bitnami/rabbitmq/16.0.14,packages/bitnami/rabbitmq/16.0.14,recipes/bitnami/rabbitmq/16.0.14/revisions/existing-secret/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/rabbitmq-existing-secret-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-rabbitmq-16.0.14-existing-secret/observation-receipt.yaml | runs/live-helm-confighub-compare/bitnami-rabbitmq-existing-secret/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/bitnami-rabbitmq-existing-secret/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-rabbitmq-existing-secret/receipt.yaml | runs/live-kind-parity/bitnami-rabbitmq-existing-secret/receipt.yaml
bitnami/rabbitmq@16.0.14,generated-passwords,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/bitnami/rabbitmq/16.0.14,packages/bitnami/rabbitmq/16.0.14,recipes/bitnami/rabbitmq/16.0.14/revisions/generated-passwords/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/rabbitmq-confighub-proof/latest/confighub-proof-receipt.yaml | runs/top20-local-kind/rabbitmq-generated-passwords/observation-receipt.json | runs/live-helm-confighub-compare/bitnami-rabbitmq-generated-passwords/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/bitnami-rabbitmq-generated-passwords/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-rabbitmq-generated-passwords/receipt.yaml | runs/live-kind-parity/bitnami-rabbitmq-generated-passwords/receipt.yaml
bitnami/redis@25.5.3,default,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/bitnami/redis/25.5.3,packages/bitnami/redis/25.5.3,recipes/bitnami/redis/25.5.3/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/redis-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/redis-local-kind/latest/observation-receipt.yaml | runs/live-helm-confighub-compare/bitnami-redis-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/bitnami-redis-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-redis-default/receipt.yaml | runs/live-kind-parity/bitnami-redis-default/receipt.yaml
bitnami/redis@25.5.3,reuse-existing-secret,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/bitnami/redis/25.5.3,packages/bitnami/redis/25.5.3,recipes/bitnami/redis/25.5.3/revisions/reuse-existing-secret/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/redis-reuse-existing-secret-confighub-proof/latest/confighub-proof-receipt.yaml | runs/redis-local-kind/reuse-existing-secret-latest/observation-receipt.yaml | runs/live-helm-confighub-compare/bitnami-redis-reuse-existing-secret/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/bitnami-redis-reuse-existing-secret/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-redis-reuse-existing-secret/receipt.yaml | runs/live-kind-parity/bitnami-redis-reuse-existing-secret/receipt.yaml
bitnami/redis@27.0.0,default,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/redis/27.0.0,packages/bitnami/redis/27.0.0,recipes/bitnami/redis/27.0.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-redis-27-0-0-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-redis-27.0.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-redis-default-27-0-0/receipt.yaml | no two-cluster kind parity receipt in this repo
bitnami/redis@27.0.0,reuse-existing-secret,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,no,confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/redis/27.0.0,packages/bitnami/redis/27.0.0,recipes/bitnami/redis/27.0.0/revisions/reuse-existing-secret/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-redis-27-0-0-reuse-existing-secret-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-redis-27.0.0-reuse-existing-secret/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | exact live parity receipt: runs/live-helm-confighub-compare/bitnami-redis-reuse-existing-secret-27-0-0/receipt.yaml | no two-cluster kind parity receipt in this repo
bitnami/spark@10.0.3,default,in-confighub,pass,pass,blocked,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/spark/10.0.3,packages/bitnami/spark/10.0.3,recipes/bitnami/spark/10.0.3/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-spark-10-0-3-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-spark-10.0.3-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
bitnami/spark@10.0.3,ha,in-confighub,pass,pass,blocked,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/spark/10.0.3,packages/bitnami/spark/10.0.3,recipes/bitnami/spark/10.0.3/revisions/ha/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-spark-10-0-3-ha-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-spark-10.0.3-ha/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
bitnami/zookeeper@13.8.7,default,in-confighub,pass,pass,blocked,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/zookeeper/13.8.7,packages/bitnami/zookeeper/13.8.7,recipes/bitnami/zookeeper/13.8.7/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-zookeeper-13-8-7-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-zookeeper-13.8.7-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
bitnami/zookeeper@13.8.7,ha,in-confighub,pass,pass,blocked,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/bitnami/zookeeper/13.8.7,packages/bitnami/zookeeper/13.8.7,recipes/bitnami/zookeeper/13.8.7/revisions/ha/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-zookeeper-13-8-7-ha-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/bitnami-zookeeper-13.8.7-ha/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
cloudnative-pg/cloudnative-pg@0.28.2,default,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/cloudnative-pg/cloudnative-pg/0.28.2,packages/cloudnative-pg/cloudnative-pg/0.28.2,recipes/cloudnative-pg/cloudnative-pg/0.28.2/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cloudnative-pg-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/cloudnative-pg-cloudnative-pg-0.28.2-default/observation-receipt.yaml | runs/live-helm-confighub-compare/cloudnative-pg-cloudnative-pg-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/cloudnative-pg-cloudnative-pg-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/cloudnative-pg-cloudnative-pg-default/receipt.yaml | runs/live-kind-parity/cloudnative-pg-cloudnative-pg-default/receipt.yaml
cloudnative-pg/cloudnative-pg@0.28.2,no-crds,live-parity,pass,pass,fail,missing,,,pass,pass,missing,,no,local_kind_kubectl_apply,recipes/cloudnative-pg/cloudnative-pg/0.28.2,packages/cloudnative-pg/cloudnative-pg/0.28.2,recipes/cloudnative-pg/cloudnative-pg/0.28.2/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cloudnative-pg-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/cloudnative-pg-cloudnative-pg-0.28.2-no-crds/observation-receipt.yaml | runs/live-helm-confighub-compare/cloudnative-pg-cloudnative-pg-no-crds/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/cloudnative-pg-cloudnative-pg-no-crds/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/cloudnative-pg-cloudnative-pg-no-crds/receipt.yaml | no two-cluster kind parity receipt in this repo
coredns/coredns@1.45.2,default,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/coredns/coredns/1.45.2,packages/coredns/coredns/1.45.2,recipes/coredns/coredns/1.45.2/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/coredns-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/coredns-coredns-1.45.2-default/observation-receipt.yaml | runs/live-helm-confighub-compare/coredns-coredns-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/coredns-coredns-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/coredns-coredns-default/receipt.yaml | runs/live-kind-parity/coredns-coredns-default/receipt.yaml
crossplane-stable/crossplane@2.3.1,default,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,yes,none,recipes/crossplane-stable/crossplane/2.3.1,packages/crossplane-stable/crossplane/2.3.1,recipes/crossplane-stable/crossplane/2.3.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/crossplane-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/crossplane-stable-crossplane-2.3.1-default/observation-receipt.yaml | runs/live-helm-confighub-compare/crossplane-stable-crossplane-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/crossplane-stable-crossplane-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/crossplane-stable-crossplane-default/receipt.yaml | no two-cluster kind parity receipt in this repo
descheduler/descheduler@0.36.0,default,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/descheduler/descheduler/0.36.0,packages/descheduler/descheduler/0.36.0,recipes/descheduler/descheduler/0.36.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/descheduler-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/descheduler-descheduler-0.36.0-default/observation-receipt.yaml | runs/live-helm-confighub-compare/descheduler-descheduler-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/descheduler-descheduler-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/descheduler-descheduler-default/receipt.yaml | runs/live-kind-parity/descheduler-descheduler-default/receipt.yaml
dex/dex@0.24.0,default,in-confighub,pass,pass,fail,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/dex/dex/0.24.0,packages/dex/dex/0.24.0,recipes/dex/dex/0.24.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/dex-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/dex-dex-0.24.0-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
elastic/eck-operator@3.4.0,default,live-parity,pass,pass,pass,missing,,,pass,pass,pass,,yes,none,recipes/elastic/eck-operator/3.4.0,packages/elastic/eck-operator/3.4.0,recipes/elastic/eck-operator/3.4.0/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/eck-operator-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/elastic-eck-operator-3.4.0-default/observation-receipt.yaml | runs/live-helm-confighub-compare/elastic-eck-operator-default/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/elastic-eck-operator-default/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/elastic-eck-operator-default/receipt.yaml | runs/live-kind-parity/elastic-eck-operator-default/receipt.yaml
elastic/eck-operator@3.4.0,ha,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,yes,none,recipes/elastic/eck-operator/3.4.0,packages/elastic/eck-operator/3.4.0,recipes/elastic/eck-operator/3.4.0/revisions/ha/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/eck-operator-ha-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/elastic-eck-operator-3.4.0-ha/observation-receipt.yaml | runs/live-helm-confighub-compare/elastic-eck-operator-ha/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/elastic-eck-operator-ha/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/elastic-eck-operator-ha/receipt.yaml | no two-cluster kind parity receipt in this repo
elastic/eck-operator@3.4.0,no-crds,live-parity,pass,pass,pass,missing,,,pass,pass,missing,,yes,none,recipes/elastic/eck-operator/3.4.0,packages/elastic/eck-operator/3.4.0,recipes/elastic/eck-operator/3.4.0/revisions/no-crds/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/eck-operator-no-crds-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/elastic-eck-operator-3.4.0-no-crds/observation-receipt.yaml | runs/live-helm-confighub-compare/elastic-eck-operator-no-crds/receipt.yaml#configHubOciArgo | runs/live-helm-confighub-compare/elastic-eck-operator-no-crds/receipt.yaml | exact live parity receipt: runs/live-helm-confighub-compare/elastic-eck-operator-no-crds/receipt.yaml | no two-cluster kind parity receipt in this repo
elastic/filebeat@8.5.1,default,in-confighub,pass,pass,blocked,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/elastic/filebeat/8.5.1,packages/elastic/filebeat/8.5.1,recipes/elastic/filebeat/8.5.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/filebeat-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/elastic-filebeat-8.5.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
elastic/filebeat@8.5.1,node-or-cluster-collector,in-confighub,pass,pass,blocked,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/elastic/filebeat/8.5.1,packages/elastic/filebeat/8.5.1,recipes/elastic/filebeat/8.5.1/revisions/node-or-cluster-collector/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/filebeat-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/elastic-filebeat-8.5.1-node-or-cluster-collector/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
elastic/kibana@8.5.1,default,in-confighub,pass,pass,blocked,missing,,,missing,missing,missing,,no,local_kind_kubectl_apply;confighub_oci_argo_live;live_helm_vs_confighub_dual_compare,recipes/elastic/kibana/8.5.1,packages/elastic/kibana/8.5.1,recipes/elastic/kibana/8.5.1/revisions/default/r001/variant-revision.yaml,Helm equivalence receipt and installer setupCheck present | runs/cl-kibana-8-5-1-default-confighub-proof/latest/confighub-proof-receipt.yaml | runs/next80-local-kind/elastic-kibana-8.5.1-default/observation-receipt.yaml | no ConfigHub OCI/Argo live receipt in this repo | no live Helm vs ConfigHub dual-deploy comparison receipt | no two-cluster kind parity receipt in this repo
