LAST SEEN   TYPE      REASON                  OBJECT                                              MESSAGE
5m4s        Normal    Pulling                 pod/elasticsearch-data-1                            Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
5m3s        Warning   Failed                  pod/elasticsearch-data-1                            Error: ErrImagePull
5m3s        Warning   Failed                  pod/elasticsearch-data-1                            Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
5m          Normal    Pulling                 pod/elasticsearch-ingest-0                          Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
4m59s       Warning   Failed                  pod/elasticsearch-ingest-0                          Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
4m59s       Warning   Failed                  pod/elasticsearch-ingest-0                          Error: ErrImagePull
4m56s       Normal    Pulling                 pod/elasticsearch-master-0                          Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
4m55s       Normal    Pulling                 pod/elasticsearch-ingest-1                          Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
4m55s       Warning   Failed                  pod/elasticsearch-master-0                          Error: ErrImagePull
4m55s       Warning   Failed                  pod/elasticsearch-master-0                          Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
4m54s       Warning   Failed                  pod/elasticsearch-ingest-1                          Error: ErrImagePull
4m54s       Warning   Failed                  pod/elasticsearch-ingest-1                          Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
4m53s       Warning   Failed                  pod/elasticsearch-data-0                            Error: ErrImagePull
4m53s       Warning   Failed                  pod/elasticsearch-data-0                            Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
4m51s       Normal    Pulling                 pod/elasticsearch-coordinating-1                    Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
4m50s       Normal    Pulling                 pod/elasticsearch-master-1                          Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
4m50s       Warning   Failed                  pod/elasticsearch-coordinating-1                    Error: ErrImagePull
4m50s       Warning   Failed                  pod/elasticsearch-coordinating-1                    Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
4m49s       Warning   Failed                  pod/elasticsearch-master-1                          Error: ErrImagePull
4m49s       Warning   Failed                  pod/elasticsearch-master-1                          Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
4m42s       Normal    Pulling                 pod/elasticsearch-coordinating-0                    Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
4m41s       Warning   Failed                  pod/elasticsearch-coordinating-0                    Failed to pull image "docker.io/bitnami/os-shell:12-debian-12-r50": rpc error: code = NotFound desc = failed to pull and unpack image "docker.io/bitnami/os-shell:12-debian-12-r50": failed to resolve reference "docker.io/bitnami/os-shell:12-debian-12-r50": docker.io/bitnami/os-shell:12-debian-12-r50: not found
4m41s       Warning   Failed                  pod/elasticsearch-coordinating-0                    Error: ErrImagePull
2m49s       Warning   Failed                  pod/elasticsearch-coordinating-0                    Error: ImagePullBackOff
2m48s       Warning   Failed                  pod/elasticsearch-coordinating-1                    Error: ImagePullBackOff
2m45s       Warning   Failed                  pod/elasticsearch-data-0                            Error: ImagePullBackOff
2m43s       Warning   Failed                  pod/elasticsearch-master-1                          Error: ImagePullBackOff
2m41s       Warning   Failed                  pod/elasticsearch-ingest-1                          Error: ImagePullBackOff
2m38s       Warning   Failed                  pod/elasticsearch-data-1                            Error: ImagePullBackOff
2m38s       Normal    BackOff                 pod/elasticsearch-ingest-0                          Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
2m38s       Warning   Failed                  pod/elasticsearch-ingest-0                          Error: ImagePullBackOff
2m36s       Normal    BackOff                 pod/elasticsearch-coordinating-1                    Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
2m35s       Normal    BackOff                 pod/elasticsearch-coordinating-0                    Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
2m33s       Normal    BackOff                 pod/elasticsearch-master-0                          Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
2m33s       Warning   Failed                  pod/elasticsearch-master-0                          Error: ImagePullBackOff
2m30s       Normal    BackOff                 pod/elasticsearch-master-1                          Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
2m30s       Normal    BackOff                 pod/elasticsearch-ingest-1                          Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
2m24s       Normal    BackOff                 pod/elasticsearch-data-1                            Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
2m18s       Normal    BackOff                 pod/elasticsearch-data-0                            Back-off pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
2m6s        Normal    Pulling                 pod/elasticsearch-data-0                            Pulling image "docker.io/bitnami/os-shell:12-debian-12-r50"
